Close-tbill,Close-msft,Close-sp500,Close-ge,Close-ford,Date
5.31,6.23,581.5,9.24,8.07,31-Oct-95
5.32,6.13,584.22,9.09,8,1-Nov-95
5.31,6.23,589.72,9.28,8.08,2-Nov-95
5.31,6.2,590.57,9.17,8.03,3-Nov-95
5.34,6.07,588.46,9.19,8.07,6-Nov-95
5.37,5.79,586.32,9.28,8.07,7-Nov-95
5.35,5.93,591.71,9.48,7.96,8-Nov-95
5.39,6.17,593.26,9.5,7.89,9-Nov-95
5.41,6.03,592.72,9.59,8,10-Nov-95
5.42,6,592.3,9.59,8,13-Nov-95
5.38,5.86,589.29,9.57,8.07,14-Nov-95
5.39,5.86,593.96,9.64,8.17,15-Nov-95
5.34,5.6,597.34,9.88,8.17,16-Nov-95
5.34,5.44,600.07,9.79,8.03,17-Nov-95
5.35,5.36,596.85,9.72,8.14,20-Nov-95
5.35,5.48,600.24,9.84,8.17,21-Nov-95
5.35,5.44,598.4,9.68,8.17,22-Nov-95
5.32,5.48,599.97,9.64,8.14,24-Nov-95
5.33,5.44,601.32,9.55,8.1,27-Nov-95
5.36,5.7,606.45,9.79,8.03,28-Nov-95
5.34,5.59,607.64,9.88,8.1,29-Nov-95
5.32,5.43,605.37,9.81,7.93,30-Nov-95
5.29,5.37,606.98,10.03,8.1,1-Dec-95
5.31,5.47,613.68,10.15,8.38,4-Dec-95
5.3,5.36,617.68,10.21,8.21,5-Dec-95
5.31,5.65,620.18,10.43,8.1,6-Dec-95
5.34,5.64,616.17,10.35,8.03,7-Dec-95
5.35,5.89,617.48,10.28,8.03,8-Dec-95
5.32,5.8,619.52,10.34,8.07,11-Dec-95
5.25,5.69,618.78,10.52,7.96,12-Dec-95
5.26,5.72,621.69,10.52,8.03,13-Dec-95
5.26,5.53,616.92,10.43,7.96,14-Dec-95
5.21,5.51,616.34,10.57,7.93,15-Dec-95
5.2,5.42,606.81,10.61,7.93,18-Dec-95
5.07,5.66,611.93,10.52,8.03,19-Dec-95
5,5.43,605.94,10.23,8.17,20-Dec-95
4.91,5.61,610.49,10.3,8.28,21-Dec-95
4.88,5.64,611.95,10.46,8.31,22-Dec-95
4.86,5.62,614.3,10.54,8.31,26-Dec-95
4.9,5.54,614.53,10.55,8.14,27-Dec-95
4.83,5.44,614.12,10.46,8.1,28-Dec-95
4.96,5.47,615.93,10.59,8.1,29-Dec-95
4.97,5.59,620.73,10.81,8.24,2-Jan-96
5.05,5.41,621.32,10.82,8.38,3-Jan-96
5.03,5.44,617.7,10.7,8.31,4-Jan-96
5.04,5.38,616.71,10.71,8.1,5-Jan-96
5.03,5.37,618.46,10.79,8.1,8-Jan-96
5.01,5,609.45,10.69,7.93,9-Jan-96
5.04,5.13,598.48,10.35,7.72,10-Jan-96
5.03,5.4,602.69,10.37,7.93,11-Jan-96
5.02,5.34,601.81,10.33,7.79,12-Jan-96
5,5.38,608.44,10.42,7.79,16-Jan-96
4.99,5.29,606.37,10.49,7.79,17-Jan-96
4.95,5.46,608.24,10.66,7.68,18-Jan-96
4.96,5.72,611.83,10.92,7.79,19-Jan-96
4.98,5.73,613.4,10.88,8.1,22-Jan-96
4.97,5.58,612.79,10.73,8.24,23-Jan-96
4.98,5.68,619.96,10.84,8.31,24-Jan-96
4.97,5.57,617.03,10.99,8.24,25-Jan-96
4.97,5.64,621.62,11.1,8.21,26-Jan-96
5,5.63,624.22,11.01,8.24,29-Jan-96
4.99,5.66,630.15,11.1,8.38,30-Jan-96
4.91,5.76,636.02,11.28,8.38,31-Jan-96
4.89,5.86,638.46,11.32,8.66,1-Feb-96
4.84,5.79,635.84,11.34,8.48,2-Feb-96
4.87,6.05,641.43,11.49,8.48,5-Feb-96
4.84,6.01,646.33,11.63,8.45,6-Feb-96
4.8,6.03,649.93,11.52,8.48,7-Feb-96
4.78,6.16,656.07,11.69,8.38,8-Feb-96
4.79,6.24,656.37,11.67,8.59,9-Feb-96
4.79,6.2,661.45,11.71,8.66,12-Feb-96
4.79,6.21,660.51,11.73,8.77,13-Feb-96
4.8,6.15,655.58,11.58,8.8,14-Feb-96
4.77,6.14,651.32,11.47,8.59,15-Feb-96
4.76,6.1,647.98,11.4,8.7,16-Feb-96
4.83,6.09,640.65,11.32,8.52,20-Feb-96
4.82,6.22,648.1,11.45,8.66,21-Feb-96
4.8,6.39,658.86,11.71,8.8,22-Feb-96
4.83,6.45,659.08,11.73,8.63,23-Feb-96
4.85,6.27,650.46,11.54,8.7,26-Feb-96
4.88,6.24,647.24,11.43,8.88,27-Feb-96
4.88,6.24,644.75,11.19,8.95,28-Feb-96
4.88,6.15,640.43,11.1,8.88,29-Feb-96
4.86,5.95,644.37,11.3,8.95,1-Mar-96
4.88,6,650.81,11.52,9.09,4-Mar-96
4.89,6.11,655.79,11.57,9.2,5-Mar-96
4.89,6.04,652,11.52,9.12,6-Mar-96
4.89,6.06,653.65,11.52,9.2,7-Mar-96
4.91,5.93,633.5,11.06,8.88,8-Mar-96
4.95,6.01,640.02,11.32,9.2,11-Mar-96
4.95,5.97,637.09,11.09,9.23,12-Mar-96
4.96,6.28,638.55,11.04,9.3,13-Mar-96
4.97,6.21,640.87,11.11,9.37,14-Mar-96
5,6.38,641.43,11.2,9.23,15-Mar-96
5.03,6.56,652.65,11.52,9.62,18-Mar-96
5.03,6.66,651.69,11.41,9.55,19-Mar-96
5.03,6.52,649.98,11.43,9.66,20-Mar-96
4.94,6.28,649.19,11.44,9.62,21-Mar-96
4.97,6.3,650.62,11.59,9.55,22-Mar-96
4.93,6.22,650.04,11.69,9.66,25-Mar-96
5,6.4,652.97,11.69,9.55,26-Mar-96
5.02,6.39,648.91,11.67,9.55,27-Mar-96
5.05,6.37,648.94,11.57,9.73,28-Mar-96
5,6.42,645.5,11.52,9.76,29-Mar-96
5.03,6.4,653.73,11.74,9.94,1-Apr-96
5.02,6.52,655.26,11.76,10.05,2-Apr-96
5,6.51,655.88,11.87,9.94,3-Apr-96
4.98,6.5,655.86,11.89,10.01,4-Apr-96
5.02,6.46,644.24,11.78,10.01,8-Apr-96
4.98,6.33,642.19,11.59,10.01,9-Apr-96
4.95,6.33,633.5,11.33,9.8,10-Apr-96
4.94,6.3,631.18,11.19,9.59,11-Apr-96
4.93,6.3,636.71,11.37,9.73,12-Apr-96
4.87,6.45,642.49,11.57,9.87,15-Apr-96
4.82,6.56,645,11.5,10.05,16-Apr-96
4.83,6.6,641.61,11.57,10.4,17-Apr-96
4.85,6.79,643.61,11.72,10.19,18-Apr-96
4.88,6.84,645.07,11.7,10.12,19-Apr-96
4.88,7.02,647.89,11.76,10.19,22-Apr-96
4.96,7.02,651.58,11.74,10.26,23-Apr-96
5,6.95,650.17,11.69,10.15,24-Apr-96
4.97,7.02,652.87,11.54,10.01,25-Apr-96
4.97,7.07,653.46,11.52,10.01,26-Apr-96
5,7.02,654.16,11.48,10.19,29-Apr-96
5.01,7.06,654.17,11.43,10.29,30-Apr-96
4.97,7.17,654.58,11.52,10.54,1-May-96
4.99,6.95,643.38,11.46,10.22,2-May-96
5,6.91,641.63,11.39,10.25,3-May-96
4.99,6.96,640.81,11.28,10.18,6-May-96
5.01,7.05,638.26,11.15,10.32,7-May-96
4.99,7.12,644.77,11.24,10.25,8-May-96
4.99,7.07,645.44,11.39,10.29,9-May-96
4.99,7.16,652.09,11.5,10.15,10-May-96
5.02,7.39,661.51,11.61,10.25,13-May-96
5.01,7.41,665.6,11.67,10.43,14-May-96
5,7.33,665.42,11.65,10.4,15-May-96
5,7.3,664.85,11.81,10.54,16-May-96
5.01,7.29,668.91,12.02,10.68,17-May-96
5.01,7.27,673.15,12.48,10.61,20-May-96
5.04,7.17,672.76,12.31,10.51,21-May-96
5.04,7.28,678.42,12.55,10.58,22-May-96
5.04,7.38,676,12.52,10.61,23-May-96
5.03,7.38,678.51,12.57,10.36,24-May-96
5.04,7.3,672.23,12.24,10.54,28-May-96
5.03,7.3,667.93,12.17,10.47,29-May-96
5.04,7.37,671.7,12.31,10.47,30-May-96
5.04,7.4,669.12,12.24,10.47,31-May-96
5.08,7.37,667.68,12.26,10.43,3-Jun-96
5.08,7.34,672.56,12.41,10.51,4-Jun-96
5.08,7.53,678.44,12.48,10.4,5-Jun-96
5.07,7.46,673.03,12.76,10.11,6-Jun-96
5.12,7.55,673.31,12.7,10.04,7-Jun-96
5.14,7.51,672.16,12.72,10.08,10-Jun-96
5.13,7.61,670.97,12.52,10,11-Jun-96
5.12,7.79,669.04,12.61,10.04,12-Jun-96
5.09,7.76,667.92,12.68,9.93,13-Jun-96
5.07,7.66,665.85,12.68,9.86,14-Jun-96
5.05,7.76,665.16,12.76,9.86,17-Jun-96
5.07,7.62,662.06,12.66,9.86,18-Jun-96
5.09,7.58,661.96,12.66,10,19-Jun-96
5.12,7.58,662.1,12.66,9.93,20-Jun-96
5.12,7.72,666.84,12.87,9.75,21-Jun-96
5.12,7.73,668.85,12.92,9.57,24-Jun-96
5.09,7.6,668.48,12.98,9.39,25-Jun-96
5.1,7.51,664.39,12.85,9.11,26-Jun-96
5.05,7.47,668.55,12.94,9.29,27-Jun-96
5.03,7.48,670.63,12.83,9.29,28-Jun-96
5.07,7.62,675.88,12.97,9.46,1-Jul-96
5.18,7.58,673.61,13.01,9.61,2-Jul-96
5.11,7.55,672.4,12.97,9.14,3-Jul-96
5.15,7.37,657.44,12.73,9,5-Jul-96
5.16,7.5,652.54,12.47,8.85,8-Jul-96
5.19,7.48,654.75,12.58,8.82,9-Jul-96
5.15,7.44,656.06,12.7,9.03,10-Jul-96
5.11,7.13,645.67,12.47,8.93,11-Jul-96
5.14,7,646.19,12.49,8.82,12-Jul-96
5.15,6.89,629.8,12.1,8.93,15-Jul-96
5.11,7.19,628.37,12.03,8.75,16-Jul-96
5.12,7.3,634.07,12.31,9.25,17-Jul-96
5.11,7.47,643.56,12.47,9.21,18-Jul-96
5.14,7.54,638.73,12.21,9.25,19-Jul-96
5.15,7.46,633.77,12.03,9.18,22-Jul-96
5.16,6.99,626.87,11.8,9.18,23-Jul-96
5.16,7.15,626.65,11.88,9.14,24-Jul-96
5.15,7.38,631.17,11.99,9.21,25-Jul-96
5.15,7.42,635.9,12.1,9.21,26-Jul-96
5.21,7.28,630.91,11.9,9.03,29-Jul-96
5.19,7.39,635.26,11.91,9.29,30-Jul-96
5.18,7.34,639.95,12.23,9.4,31-Jul-96
5.1,7.51,650.02,12.4,9.8,1-Aug-96
5.06,7.69,662.49,12.81,9.83,2-Aug-96
5.04,7.58,660.23,12.77,9.76,5-Aug-96
5.06,7.73,662.38,12.86,9.72,6-Aug-96
5.04,7.77,664.16,12.75,9.69,7-Aug-96
5.01,7.8,662.59,12.62,9.76,8-Aug-96
5.01,7.76,662.1,12.45,9.8,9-Aug-96
5.01,7.8,665.77,12.64,9.94,12-Aug-96
5.03,7.69,660.2,12.64,9.58,13-Aug-96
5.02,7.78,662.05,12.7,9.69,14-Aug-96
5.05,7.79,662.28,12.6,9.69,15-Aug-96
5.04,7.74,665.21,12.62,9.65,16-Aug-96
5.04,7.69,666.58,12.64,9.65,19-Aug-96
5.03,7.69,665.69,12.64,9.76,20-Aug-96
5,7.69,665.07,12.49,9.72,21-Aug-96
4.99,7.79,670.68,12.58,9.87,22-Aug-96
5.01,7.68,667.03,12.75,9.8,23-Aug-96
5.06,7.65,663.88,12.73,9.83,26-Aug-96
5.06,7.77,666.4,12.86,9.87,27-Aug-96
5.06,7.83,664.81,12.84,9.8,28-Aug-96
5.1,7.73,657.4,12.6,9.69,29-Aug-96
5.14,7.63,651.99,12.36,9.72,30-Aug-96
5.18,7.69,654.72,12.51,9.65,3-Sep-96
5.18,7.69,655.61,12.53,9.62,4-Sep-96
5.21,7.57,649.44,12.38,9.47,5-Sep-96
5.19,7.63,655.68,12.6,9.25,6-Sep-96
5.13,7.78,663.76,12.73,9.25,9-Sep-96
5.15,7.75,663.81,12.79,9.18,10-Sep-96
5.16,7.79,667.28,12.79,9.11,11-Sep-96
5.14,8.01,671.15,12.94,9.22,12-Sep-96
5.06,8.16,680.54,13.14,9.29,13-Sep-96
5.04,8.19,683.98,13.14,9.29,16-Sep-96
5.17,8.34,682.94,12.94,9.4,17-Sep-96
5.15,8.5,681.47,12.97,9.33,18-Sep-96
5.11,8.58,683,13.07,9.25,19-Sep-96
5.14,8.61,687.03,13.25,9.29,20-Sep-96
5.15,8.58,686.48,13.16,9.14,23-Sep-96
5.02,8.53,685.61,13.36,9.03,24-Sep-96
4.94,8.45,685.83,13.61,9,25-Sep-96
4.87,8.22,685.86,13.51,8.93,26-Sep-96
4.9,8.37,686.19,13.68,8.89,27-Sep-96
4.91,8.22,687.33,13.6,9.07,30-Sep-96
4.97,8.23,689.08,13.54,9.18,1-Oct-96
4.9,8.39,694.01,13.73,9.22,2-Oct-96
4.9,8.35,692.78,13.73,9.07,3-Oct-96
4.87,8.5,701.46,13.97,9.18,4-Oct-96
4.92,8.57,703.34,14.07,9.25,7-Oct-96
4.98,8.43,700.64,13.95,9.25,8-Oct-96
4.98,8.38,696.74,13.88,9.22,9-Oct-96
5.01,8.33,694.61,13.75,9.22,10-Oct-96
5,8.54,700.66,14.1,9.29,11-Oct-96
5.04,8.65,702.57,14.24,9.65,15-Oct-96
5,8.6,704.41,14.2,9.4,16-Oct-96
4.97,8.44,706.99,14.22,9.25,17-Oct-96
4.97,8.39,710.82,14.22,9.22,18-Oct-96
4.99,8.35,709.85,14.31,9.18,21-Oct-96
4.99,8.25,706.57,14.29,9.14,22-Oct-96
4.98,8.38,707.27,14.42,9.11,23-Oct-96
4.99,8.51,702.29,14.37,9.11,24-Oct-96
4.99,8.5,700.92,14.33,9.07,25-Oct-96
5.02,8.51,697.26,14.2,9.03,28-Oct-96
5.01,8.43,701.5,14.35,9.07,29-Oct-96
5.01,8.49,700.9,14.35,9.07,30-Oct-96
5.01,8.55,705.27,14.46,9.18,31-Oct-96
5.02,8.56,703.77,14.44,8.96,1-Nov-96
5.01,8.6,706.73,14.55,9.26,4-Nov-96
5.02,8.82,714.14,14.76,9.29,5-Nov-96
5.02,9,724.59,15.19,9.29,6-Nov-96
5.01,8.94,727.65,15.36,9.11,7-Nov-96
5.03,8.94,730.82,15.26,9.29,8-Nov-96
5.03,8.95,731.87,15.24,9.29,11-Nov-96
5.03,8.83,729.56,15.23,9.22,12-Nov-96
5.02,9.03,731.13,15.49,9.26,13-Nov-96
5.02,9.32,735.88,15.69,9.26,14-Nov-96
5,9.28,737.62,15.58,9.22,15-Nov-96
5.02,9.37,737.02,15.45,9.37,18-Nov-96
5.02,9.71,742.16,15.39,9.37,19-Nov-96
5.02,9.55,743.95,15.36,9.55,20-Nov-96
5.02,9.37,742.75,15.19,9.4,21-Nov-96
5.02,9.38,748.73,15.1,9.44,22-Nov-96
5.02,9.56,757.03,15.51,9.55,25-Nov-96
5.02,9.58,755.96,15.24,9.52,26-Nov-96
5.01,9.69,755,15.32,9.55,27-Nov-96
4.99,9.77,757.02,15.54,9.62,29-Nov-96
4.94,9.83,756.56,15.43,9.62,2-Dec-96
4.91,9.64,748.28,14.83,9.81,3-Dec-96
4.89,9.55,745.1,14.78,9.7,4-Dec-96
4.9,9.53,744.38,14.59,9.7,5-Dec-96
4.89,9.52,739.6,14.63,9.52,6-Dec-96
4.85,10.19,749.76,14.72,9.81,9-Dec-96
4.81,10.2,747.54,14.66,9.62,10-Dec-96
4.81,10.39,740.73,14.5,9.74,11-Dec-96
4.83,10.09,729.3,14.46,9.44,12-Dec-96
4.79,9.97,728.64,14.46,9.4,13-Dec-96
4.85,9.56,720.98,14.22,9.18,16-Dec-96
4.88,9.95,726.04,14.59,9.37,17-Dec-96
4.87,10.29,731.54,14.83,9.4,18-Dec-96
4.85,10.57,745.76,15.36,9.29,19-Dec-96
4.88,10.42,748.87,15.28,9.37,20-Dec-96
4.96,10.44,746.92,15.1,9.29,23-Dec-96
4.95,10.57,751.03,15.24,9.44,24-Dec-96
4.96,10.65,755.82,15.43,9.48,26-Dec-96
4.96,10.5,756.79,15.4,9.44,27-Dec-96
5.03,10.4,753.85,15.26,9.48,30-Dec-96
5.05,10.29,740.74,14.85,9.48,31-Dec-96
5.05,10.17,737.01,14.66,9.37,2-Jan-97
5.03,10.54,748.03,14.89,9.55,3-Jan-97
5.03,10.51,747.65,14.87,9.74,6-Jan-97
5.01,10.59,753.23,15.17,9.84,7-Jan-97
5.01,10.39,748.41,14.96,10.06,8-Jan-97
4.99,10.26,754.85,15.19,9.92,9-Jan-97
5.02,10.5,759.5,15.23,9.84,10-Jan-97
5.03,10.44,759.51,15.51,9.77,13-Jan-97
5.03,10.64,768.86,15.72,9.92,14-Jan-97
5,10.54,767.2,15.45,9.74,15-Jan-97
5.03,10.72,769.75,15.25,9.66,16-Jan-97
5.02,10.86,776.17,15.57,9.7,17-Jan-97
5.02,11.31,776.7,15.77,9.74,20-Jan-97
5.02,11.84,782.72,15.85,9.88,21-Jan-97
5.02,12.13,786.23,16.13,10.06,22-Jan-97
5.02,11.81,777.56,15.64,9.92,23-Jan-97
5.02,11.95,770.52,15.3,9.88,24-Jan-97
5.05,11.98,765.02,15.08,9.74,27-Jan-97
5.04,11.91,765.02,15.11,9.66,28-Jan-97
5.04,12.12,772.5,15.57,9.63,29-Jan-97
5.03,12.6,784.17,15.87,9.63,30-Jan-97
5.01,12.71,786.16,15.55,9.55,31-Jan-97
4.97,12.76,786.73,15.81,9.59,3-Feb-97
5,12.85,789.26,15.6,9.63,4-Feb-97
4.99,12.26,778.28,15.47,9.59,5-Feb-97
5,12.1,780.15,15.62,9.55,6-Feb-97
4.99,12.51,789.56,15.77,9.59,7-Feb-97
4.99,12.18,785.43,15.6,9.51,10-Feb-97
5.01,12.27,789.59,15.72,9.59,11-Feb-97
5.01,12.44,802.77,15.9,9.74,12-Feb-97
4.99,12.46,811.82,16.11,9.74,13-Feb-97
4.96,12.19,808.48,15.98,9.74,14-Feb-97
4.96,12.13,816.29,16.15,9.89,18-Feb-97
4.97,12.15,812.49,16.15,9.74,19-Feb-97
4.95,11.87,802.8,15.89,9.81,20-Feb-97
4.95,11.84,801.77,15.79,9.85,21-Feb-97
4.97,12.47,810.28,16.02,9.92,24-Feb-97
5,12.4,812.03,15.92,9.96,25-Feb-97
5.06,12.49,805.68,15.96,9.92,26-Feb-97
5.07,11.98,795.07,15.79,9.78,27-Feb-97
5.07,12.15,790.82,15.45,9.78,28-Feb-97
5.09,12.4,795.31,15.53,9.85,3-Mar-97
5.08,12.35,790.95,15.3,9.51,4-Mar-97
5.06,12.57,801.99,15.64,9.51,5-Mar-97
5.07,12.18,798.56,15.8,9.48,6-Mar-97
5.08,12.06,804.97,15.91,9.59,7-Mar-97
5.05,12.46,813.65,15.98,9.7,10-Mar-97
5.03,12.26,811.34,15.87,9.59,11-Mar-97
5.06,12.3,804.26,15.81,9.7,12-Mar-97
5.1,12.41,789.56,15.64,9.44,13-Mar-97
5.09,12.34,793.17,15.55,9.55,14-Mar-97
5.12,12.52,795.71,15.76,9.59,17-Mar-97
5.13,12.41,789.66,15.55,9.51,18-Mar-97
5.15,12.06,785.77,15.63,9.44,19-Mar-97
5.19,11.96,782.65,15.49,9.37,20-Mar-97
5.26,11.71,784.1,15.51,9.44,21-Mar-97
5.25,11.23,790.89,15.98,9.44,24-Mar-97
5.25,11.25,789.07,15.85,9.48,25-Mar-97
5.21,11.74,790.5,15.68,9.25,26-Mar-97
5.22,11.68,773.88,15.29,9.18,27-Mar-97
5.17,11.42,757.12,14.98,9.33,31-Mar-97
5.16,11.62,759.64,14.89,9.37,1-Apr-97
5.14,11.46,750.11,14.76,9.22,2-Apr-97
5.12,11.85,750.32,14.85,9.14,3-Apr-97
5.14,11.74,757.9,15.23,9.18,4-Apr-97
5.15,11.95,762.13,15.17,9.4,7-Apr-97
5.1,12.24,766.12,15.29,9.51,8-Apr-97
5.1,12.21,760.6,15.38,9.78,9-Apr-97
5.14,12.06,758.34,15.32,9.7,10-Apr-97
5.15,11.84,737.65,14.78,9.59,11-Apr-97
5.15,12.13,743.73,15.1,9.66,14-Apr-97
5.14,12.1,754.72,15.53,9.89,15-Apr-97
5.15,12.24,763.53,15.91,10.37,16-Apr-97
5.14,12.23,761.77,15.68,10.33,17-Apr-97
5.14,13.41,766.34,15.81,10.18,18-Apr-97
5.15,13.41,760.37,15.76,10.3,21-Apr-97
5.2,13.78,774.61,16.38,10.37,22-Apr-97
5.2,14.34,773.64,16.17,10.37,23-Apr-97
5.17,14.22,771.18,16.1,10.22,24-Apr-97
5.16,14.16,765.37,16.08,10.18,25-Apr-97
5.18,14.31,772.96,16.19,10.26,28-Apr-97
5.12,14.83,794.05,16.7,10.52,29-Apr-97
5.1,15.14,801.34,16.76,10.46,30-Apr-97
5.09,15.08,798.53,16.57,10.34,1-May-97
5.09,15.05,812.97,17.08,10.46,2-May-97
5.01,14.98,830.29,17.59,10.65,5-May-97
5.04,14.62,827.76,17.63,10.8,6-May-97
5.09,14.39,815.62,17.48,10.57,7-May-97
5.06,14.5,820.26,17.53,10.72,8-May-97
5.04,14.55,824.78,17.59,11.02,9-May-97
5.02,14.72,837.66,18.08,11.13,12-May-97
5.06,14.67,833.13,18.34,10.76,13-May-97
5.03,14.44,836.04,18.38,10.87,14-May-97
4.97,14.59,841.88,18.72,11.06,15-May-97
5.05,14.38,829.75,18.27,11.02,16-May-97
5.16,14.34,833.27,18.42,10.95,19-May-97
5.11,14.84,841.66,18.87,11.28,20-May-97
4.99,15,839.35,18.65,11.21,21-May-97
5.02,15.03,835.66,18.42,11.17,22-May-97
5.03,15.31,847.03,18.53,11.25,23-May-97
4.98,15.78,849.71,18.38,11.32,27-May-97
5,15.68,847.21,18.42,11.25,28-May-97
4.9,15.68,844.08,18.46,11.17,29-May-97
4.82,15.45,848.28,18.23,11.28,30-May-97
4.78,15.5,846.36,18.31,11.17,2-Jun-97
4.95,15.05,845.48,18.31,11.43,3-Jun-97
4.96,14.85,840.11,18.38,11.32,4-Jun-97
4.98,15.02,843.43,18.19,11.51,5-Jun-97
4.92,15.46,858.01,18.8,11.47,6-Jun-97
4.9,15.59,862.91,18.99,11.51,9-Jun-97
4.91,15.55,865.27,19.1,11.43,10-Jun-97
4.85,15.82,869.57,19.21,11.7,11-Jun-97
4.83,15.82,883.46,19.66,11.62,12-Jun-97
4.84,16.15,893.27,19.96,11.55,13-Jun-97
4.83,16.37,893.9,20.08,11.62,16-Jun-97
4.91,16.72,894.42,20.08,11.43,17-Jun-97
4.93,16.22,889.06,20,11.66,18-Jun-97
4.94,16.11,897.99,20.27,11.51,19-Jun-97
4.94,16.18,898.7,20.42,11.66,20-Jun-97
5.03,15.96,878.62,19.78,11.47,23-Jun-97
5,16.45,896.34,20.02,11.7,24-Jun-97
4.97,16.25,888.99,19.74,11.64,25-Jun-97
4.99,15.98,883.68,19.66,11.55,26-Jun-97
5,15.89,887.3,19.72,11.73,27-Jun-97
5.05,15.75,885.14,19.63,11.43,30-Jun-97
5.1,15.57,891.03,20.08,11.57,1-Jul-97
5.09,16,904.03,20.48,12,2-Jul-97
5,16.14,916.92,21.03,12.04,3-Jul-97
4.94,16.14,912.2,21.18,11.89,7-Jul-97
4.96,16.35,918.75,21.07,12.15,8-Jul-97
4.97,16.29,907.54,20.75,11.98,9-Jul-97
4.99,16.18,913.78,21.07,12.38,10-Jul-97
4.99,16.17,916.68,21.41,12.15,11-Jul-97
5,16.94,918.38,21.52,12.38,14-Jul-97
5.06,17.25,925.76,21.88,12.68,15-Jul-97
5.04,18.5,936.59,22.43,12.23,16-Jul-97
5.07,18.63,931.61,22.19,12.24,17-Jul-97
5.11,17.51,915.3,21.56,12.02,18-Jul-97
5.13,16.94,912.94,21.41,11.96,21-Jul-97
5.09,17.96,933.98,21.79,12.32,22-Jul-97
5.05,17.62,936.56,21.88,12.34,23-Jul-97
5.07,17.19,940.3,21.79,12.41,24-Jul-97
5.08,17.26,938.79,21.92,12.2,25-Jul-97
5.1,17.07,936.45,21.69,12.47,28-Jul-97
5.09,17.44,942.29,21.5,12.45,29-Jul-97
5.09,17.58,952.29,21.45,12.54,30-Jul-97
5.1,17.62,954.31,21.26,12.43,31-Jul-97
5.13,17.52,947.14,20.95,12.35,1-Aug-97
5.14,17.64,950.3,20.61,12.54,4-Aug-97
5.14,17.86,952.37,20.54,12.43,5-Aug-97
5.14,17.87,960.32,21.01,12.52,6-Aug-97
5.15,17.93,951.19,20.69,12.86,7-Aug-97
5.14,17.44,933.54,20.33,12.46,8-Aug-97
5.16,17.23,937,20.5,12.46,11-Aug-97
5.17,16.95,926.53,20.06,12.29,12-Aug-97
5.17,16.95,922.02,20.23,12.39,13-Aug-97
5.18,16.98,924.77,20.23,12.31,14-Aug-97
5.13,16.56,900.81,19.21,12.12,15-Aug-97
5.11,16.68,912.49,19.97,12.35,18-Aug-97
5.08,17.3,926.01,20.12,12.37,19-Aug-97
5.09,17.51,939.35,20.57,12.75,20-Aug-97
5.12,17.18,925.05,19.99,12.96,21-Aug-97
5.09,17.1,923.54,19.66,13.05,22-Aug-97
5.14,17.01,920.16,19.44,13.41,25-Aug-97
5.12,16.82,913.02,19.17,13.53,26-Aug-97
5.13,16.77,913.7,19.02,13.3,27-Aug-97
5.09,16.45,903.67,18.95,13.22,28-Aug-97
5.09,16.47,899.47,18.96,13.07,29-Aug-97
5.05,17.09,927.58,20.06,13.3,2-Sep-97
5.01,17.02,927.86,20.31,13.26,3-Sep-97
5,17.22,930.87,20.18,13.74,4-Sep-97
5.02,17.11,929.05,20.08,13.64,5-Sep-97
5,17.36,931.2,20.29,13.53,8-Sep-97
4.99,17.38,933.62,20.23,13.81,9-Sep-97
4.96,16.84,919.03,19.99,13.79,10-Sep-97
4.98,17.05,912.59,19.7,13.55,11-Sep-97
4.96,17.19,923.91,20.08,13.45,12-Sep-97
4.99,16.28,919.77,20.12,13.36,15-Sep-97
4.92,16.99,945.64,20.78,13.55,16-Sep-97
4.97,16.6,943,21.13,13.68,17-Sep-97
4.95,16.48,947.29,21.26,13.74,18-Sep-97
4.92,16.84,950.51,21.28,13.74,19-Sep-97
4.89,16.61,955.43,21.31,13.68,22-Sep-97
4.85,16.88,951.93,20.95,13.38,23-Sep-97
4.8,16.5,944.48,20.8,13.22,24-Sep-97
4.79,16.54,937.91,20.27,13.38,25-Sep-97
4.85,16.62,945.22,20.79,13.36,26-Sep-97
4.86,16.76,953.34,21.02,13.7,29-Sep-97
4.97,16.49,947.28,20.71,13.72,30-Sep-97
4.96,16.68,955.41,20.86,13.87,1-Oct-97
4.92,16.6,960.46,21.15,14.23,2-Oct-97
4.89,16.81,965.03,21.02,14.14,3-Oct-97
4.85,16.84,972.69,21.26,14.44,6-Oct-97
4.92,17.02,983.12,21.91,14.55,7-Oct-97
4.96,17.32,973.84,21.45,14.67,8-Oct-97
4.98,17.31,970.62,21.49,15.05,9-Oct-97
4.99,17.01,966.98,21.26,14.97,10-Oct-97
4.99,17.04,968.1,21.11,15.16,13-Oct-97
4.95,17.03,970.28,21.11,15.07,14-Oct-97
4.92,16.91,965.72,20.92,14.93,15-Oct-97
4.93,16.69,955.25,21.09,14.57,16-Oct-97
4.89,16.48,944.16,21.11,14.42,17-Oct-97
4.9,16.53,955.61,21.34,14.52,20-Oct-97
4.96,17.26,972.28,21.49,14.74,21-Oct-97
5,16.91,968.49,21.13,14.5,22-Oct-97
4.97,16.9,950.69,20.5,14.23,23-Oct-97
5.01,16.87,941.64,20.07,14.12,24-Oct-97
4.95,16.06,876.99,18.85,13.38,27-Oct-97
5.09,16.62,921.85,20.24,13.68,28-Oct-97
5.05,16.31,919.16,19.74,14,29-Oct-97
5.02,16.03,903.68,19.25,13.46,30-Oct-97
