stateabb,ccode,year,version
"ICE",395,1972,2011
"EQG",411,1972,2011
"GAM",420,1972,2011
"MLI",432,1972,2011
"SEN",433,1972,2011
"BEN",434,1972,2011
"MAA",435,1972,2011
"NIR",436,1972,2011
"CDI",437,1972,2011
"GUI",438,1972,2011
"BFO",439,1972,2011
"LBR",450,1972,2011
"SIE",451,1972,2011
"GHA",452,1972,2011
"TOG",461,1972,2011
"CAO",471,1972,2011
"NIG",475,1972,2011
"GAB",481,1972,2011
"CEN",482,1972,2011
"CHA",483,1972,2011
"CON",484,1972,2011
"DRC",490,1972,2011
"UGA",500,1972,2011
"KEN",501,1972,2011
"TAZ",510,1972,2011
"BUI",516,1972,2011
"RWA",517,1972,2011
"SOM",520,1972,2011
"ETH",530,1972,2011
"ZAM",551,1972,2011
"ZIM",552,1972,2011
"MAW",553,1972,2011
"SAF",560,1972,2011
"LES",570,1972,2011
"BOT",571,1972,2011
"SWA",572,1972,2011
"MAG",580,1972,2011
"MAS",590,1972,2011
"MOR",600,1972,2011
"ALG",615,1972,2011
"TUN",616,1972,2011
"LIB",620,1972,2011
"SUD",625,1972,2011
"IRN",630,1972,2011
"TUR",640,1972,2011
"IRQ",645,1972,2011
"EGY",651,1972,2011
"SYR",652,1972,2011
"LEB",660,1972,2011
"JOR",663,1972,2011
"ISR",666,1972,2011
"SAU",670,1972,2011
"YAR",678,1972,2011
"YPR",680,1972,2011
"KUW",690,1972,2011
"BAH",692,1972,2011
"QAT",694,1972,2011
"UAE",696,1972,2011
"OMA",698,1972,2011
"AFG",700,1972,2011
"CHN",710,1972,2011
"MON",712,1972,2011
"TAW",713,1972,2011
"PRK",731,1972,2011
"ROK",732,1972,2011
"JPN",740,1972,2011
"IND",750,1972,2011
"BHU",760,1972,2011
"PAK",770,1972,2011
"BNG",771,1972,2011
"MYA",775,1972,2011
"SRI",780,1972,2011
"MAD",781,1972,2011
"NEP",790,1972,2011
"THI",800,1972,2011
"CAM",811,1972,2011
"LAO",812,1972,2011
"DRV",816,1972,2011
"RVN",817,1972,2011
"MAL",820,1972,2011
"SIN",830,1972,2011
"PHI",840,1972,2011
"INS",850,1972,2011
"AUL",900,1972,2011
"NEW",920,1972,2011
"FIJ",950,1972,2011
"USA",2,1973,2011
"CAN",20,1973,2011
"BHM",31,1973,2011
"CUB",40,1973,2011
"HAI",41,1973,2011
"DOM",42,1973,2011
"JAM",51,1973,2011
"TRI",52,1973,2011
"BAR",53,1973,2011
"MEX",70,1973,2011
"GUA",90,1973,2011
"HON",91,1973,2011
"SAL",92,1973,2011
"NIC",93,1973,2011
"COS",94,1973,2011
"PAN",95,1973,2011
"COL",100,1973,2011
"VEN",101,1973,2011
"GUY",110,1973,2011
"ECU",130,1973,2011
"PER",135,1973,2011
"BRA",140,1973,2011
"BOL",145,1973,2011
"PAR",150,1973,2011
"CHL",155,1973,2011
"ARG",160,1973,2011
"URU",165,1973,2011
"UKG",200,1973,2011
"IRE",205,1973,2011
"NTH",210,1973,2011
"BEL",211,1973,2011
"LUX",212,1973,2011
"FRN",220,1973,2011
"SWZ",225,1973,2011
"SPN",230,1973,2011
"POR",235,1973,2011
"GFR",260,1973,2011
"GDR",265,1973,2011
"POL",290,1973,2011
"AUS",305,1973,2011
"HUN",310,1973,2011
"CZE",315,1973,2011
"ITA",325,1973,2011
"MLT",338,1973,2011
"ALB",339,1973,2011
"YUG",345,1973,2011
"GRC",350,1973,2011
"CYP",352,1973,2011
"BUL",355,1973,2011
"ROM",360,1973,2011
"RUS",365,1973,2011
"FIN",375,1973,2011
"SWD",380,1973,2011
"NOR",385,1973,2011
"DEN",390,1973,2011
"ICE",395,1973,2011
"EQG",411,1973,2011
"GAM",420,1973,2011
"MLI",432,1973,2011
"SEN",433,1973,2011
"BEN",434,1973,2011
"MAA",435,1973,2011
"NIR",436,1973,2011
"CDI",437,1973,2011
"GUI",438,1973,2011
"BFO",439,1973,2011
"LBR",450,1973,2011
"SIE",451,1973,2011
"GHA",452,1973,2011
"TOG",461,1973,2011
"CAO",471,1973,2011
"NIG",475,1973,2011
"GAB",481,1973,2011
"CEN",482,1973,2011
"CHA",483,1973,2011
"CON",484,1973,2011
"DRC",490,1973,2011
"UGA",500,1973,2011
"KEN",501,1973,2011
"TAZ",510,1973,2011
"BUI",516,1973,2011
"RWA",517,1973,2011
"SOM",520,1973,2011
"ETH",530,1973,2011
"ZAM",551,1973,2011
"ZIM",552,1973,2011
"MAW",553,1973,2011
"SAF",560,1973,2011
"LES",570,1973,2011
"BOT",571,1973,2011
"SWA",572,1973,2011
"MAG",580,1973,2011
"MAS",590,1973,2011
"MOR",600,1973,2011
"ALG",615,1973,2011
"TUN",616,1973,2011
"LIB",620,1973,2011
"SUD",625,1973,2011
"IRN",630,1973,2011
"TUR",640,1973,2011
"IRQ",645,1973,2011
"EGY",651,1973,2011
"SYR",652,1973,2011
"LEB",660,1973,2011
"JOR",663,1973,2011
"ISR",666,1973,2011
"SAU",670,1973,2011
"YAR",678,1973,2011
"YPR",680,1973,2011
"KUW",690,1973,2011
"BAH",692,1973,2011
"QAT",694,1973,2011
"UAE",696,1973,2011
"OMA",698,1973,2011
"AFG",700,1973,2011
"CHN",710,1973,2011
"MON",712,1973,2011
"TAW",713,1973,2011
"PRK",731,1973,2011
"ROK",732,1973,2011
"JPN",740,1973,2011
"IND",750,1973,2011
"BHU",760,1973,2011
"PAK",770,1973,2011
"BNG",771,1973,2011
"MYA",775,1973,2011
"SRI",780,1973,2011
"MAD",781,1973,2011
"NEP",790,1973,2011
"THI",800,1973,2011
"CAM",811,1973,2011
"LAO",812,1973,2011
"DRV",816,1973,2011
"RVN",817,1973,2011
"MAL",820,1973,2011
"SIN",830,1973,2011
"PHI",840,1973,2011
"INS",850,1973,2011
"AUL",900,1973,2011
"NEW",920,1973,2011
"FIJ",950,1973,2011
"USA",2,1974,2011
"CAN",20,1974,2011
"BHM",31,1974,2011
"CUB",40,1974,2011
"HAI",41,1974,2011
"DOM",42,1974,2011
"JAM",51,1974,2011
"TRI",52,1974,2011
"BAR",53,1974,2011
"GRN",55,1974,2011
"MEX",70,1974,2011
"GUA",90,1974,2011
"HON",91,1974,2011
"SAL",92,1974,2011
"NIC",93,1974,2011
"COS",94,1974,2011
"PAN",95,1974,2011
"COL",100,1974,2011
"VEN",101,1974,2011
"GUY",110,1974,2011
"ECU",130,1974,2011
"PER",135,1974,2011
"BRA",140,1974,2011
"BOL",145,1974,2011
"PAR",150,1974,2011
"CHL",155,1974,2011
"ARG",160,1974,2011
"URU",165,1974,2011
"UKG",200,1974,2011
"IRE",205,1974,2011
"NTH",210,1974,2011
"BEL",211,1974,2011
"LUX",212,1974,2011
"FRN",220,1974,2011
"SWZ",225,1974,2011
"SPN",230,1974,2011
"POR",235,1974,2011
"GFR",260,1974,2011
"GDR",265,1974,2011
"POL",290,1974,2011
"AUS",305,1974,2011
"HUN",310,1974,2011
"CZE",315,1974,2011
"ITA",325,1974,2011
"MLT",338,1974,2011
"ALB",339,1974,2011
"YUG",345,1974,2011
"GRC",350,1974,2011
"CYP",352,1974,2011
"BUL",355,1974,2011
"ROM",360,1974,2011
"RUS",365,1974,2011
"FIN",375,1974,2011
"SWD",380,1974,2011
"NOR",385,1974,2011
"DEN",390,1974,2011
"ICE",395,1974,2011
"GNB",404,1974,2011
"EQG",411,1974,2011
"GAM",420,1974,2011
"MLI",432,1974,2011
"SEN",433,1974,2011
"BEN",434,1974,2011
"MAA",435,1974,2011
"NIR",436,1974,2011
"CDI",437,1974,2011
"GUI",438,1974,2011
"BFO",439,1974,2011
"LBR",450,1974,2011
"SIE",451,1974,2011
"GHA",452,1974,2011
"TOG",461,1974,2011
"CAO",471,1974,2011
"NIG",475,1974,2011
"GAB",481,1974,2011
"CEN",482,1974,2011
"CHA",483,1974,2011
"CON",484,1974,2011
"DRC",490,1974,2011
"UGA",500,1974,2011
"KEN",501,1974,2011
"TAZ",510,1974,2011
"BUI",516,1974,2011
"RWA",517,1974,2011
"SOM",520,1974,2011
"ETH",530,1974,2011
"ZAM",551,1974,2011
"ZIM",552,1974,2011
"MAW",553,1974,2011
"SAF",560,1974,2011
"LES",570,1974,2011
"BOT",571,1974,2011
"SWA",572,1974,2011
"MAG",580,1974,2011
"MAS",590,1974,2011
"MOR",600,1974,2011
"ALG",615,1974,2011
"TUN",616,1974,2011
"LIB",620,1974,2011
"SUD",625,1974,2011
"IRN",630,1974,2011
"TUR",640,1974,2011
"IRQ",645,1974,2011
"EGY",651,1974,2011
"SYR",652,1974,2011
"LEB",660,1974,2011
"JOR",663,1974,2011
"ISR",666,1974,2011
"SAU",670,1974,2011
"YAR",678,1974,2011
"YPR",680,1974,2011
"KUW",690,1974,2011
"BAH",692,1974,2011
"QAT",694,1974,2011
"UAE",696,1974,2011
"OMA",698,1974,2011
"AFG",700,1974,2011
"CHN",710,1974,2011
"MON",712,1974,2011
"TAW",713,1974,2011
"PRK",731,1974,2011
"ROK",732,1974,2011
"JPN",740,1974,2011
"IND",750,1974,2011
"BHU",760,1974,2011
"PAK",770,1974,2011
"BNG",771,1974,2011
"MYA",775,1974,2011
"SRI",780,1974,2011
"MAD",781,1974,2011
"NEP",790,1974,2011
"THI",800,1974,2011
"CAM",811,1974,2011
"LAO",812,1974,2011
"DRV",816,1974,2011
"RVN",817,1974,2011
"MAL",820,1974,2011
"SIN",830,1974,2011
"PHI",840,1974,2011
"INS",850,1974,2011
"AUL",900,1974,2011
"NEW",920,1974,2011
"FIJ",950,1974,2011
"USA",2,1975,2011
"CAN",20,1975,2011
"BHM",31,1975,2011
"CUB",40,1975,2011
"HAI",41,1975,2011
"DOM",42,1975,2011
"JAM",51,1975,2011
"TRI",52,1975,2011
"BAR",53,1975,2011
"GRN",55,1975,2011
"MEX",70,1975,2011
"GUA",90,1975,2011
"HON",91,1975,2011
"SAL",92,1975,2011
"NIC",93,1975,2011
"COS",94,1975,2011
"PAN",95,1975,2011
"COL",100,1975,2011
"VEN",101,1975,2011
"GUY",110,1975,2011
"SUR",115,1975,2011
"ECU",130,1975,2011
"PER",135,1975,2011
"BRA",140,1975,2011
"BOL",145,1975,2011
"PAR",150,1975,2011
"CHL",155,1975,2011
"ARG",160,1975,2011
"URU",165,1975,2011
"UKG",200,1975,2011
"IRE",205,1975,2011
"NTH",210,1975,2011
"BEL",211,1975,2011
"LUX",212,1975,2011
"FRN",220,1975,2011
"SWZ",225,1975,2011
"SPN",230,1975,2011
"POR",235,1975,2011
"GFR",260,1975,2011
"GDR",265,1975,2011
"POL",290,1975,2011
"AUS",305,1975,2011
"HUN",310,1975,2011
"CZE",315,1975,2011
"ITA",325,1975,2011
"MLT",338,1975,2011
"ALB",339,1975,2011
"YUG",345,1975,2011
"GRC",350,1975,2011
"CYP",352,1975,2011
"BUL",355,1975,2011
"ROM",360,1975,2011
"RUS",365,1975,2011
"FIN",375,1975,2011
"SWD",380,1975,2011
"NOR",385,1975,2011
"DEN",390,1975,2011
"ICE",395,1975,2011
"CAP",402,1975,2011
"STP",403,1975,2011
"GNB",404,1975,2011
"EQG",411,1975,2011
"GAM",420,1975,2011
"MLI",432,1975,2011
"SEN",433,1975,2011
"BEN",434,1975,2011
"MAA",435,1975,2011
"NIR",436,1975,2011
"CDI",437,1975,2011
"GUI",438,1975,2011
"BFO",439,1975,2011
"LBR",450,1975,2011
"SIE",451,1975,2011
"GHA",452,1975,2011
"TOG",461,1975,2011
"CAO",471,1975,2011
"NIG",475,1975,2011
"GAB",481,1975,2011
"CEN",482,1975,2011
"CHA",483,1975,2011
"CON",484,1975,2011
"DRC",490,1975,2011
"UGA",500,1975,2011
"KEN",501,1975,2011
"TAZ",510,1975,2011
"BUI",516,1975,2011
"RWA",517,1975,2011
"SOM",520,1975,2011
"ETH",530,1975,2011
"ANG",540,1975,2011
"MZM",541,1975,2011
"ZAM",551,1975,2011
"ZIM",552,1975,2011
"MAW",553,1975,2011
"SAF",560,1975,2011
"LES",570,1975,2011
"BOT",571,1975,2011
"SWA",572,1975,2011
"MAG",580,1975,2011
"COM",581,1975,2011
"MAS",590,1975,2011
"MOR",600,1975,2011
"ALG",615,1975,2011
"TUN",616,1975,2011
"LIB",620,1975,2011
"SUD",625,1975,2011
"IRN",630,1975,2011
"TUR",640,1975,2011
"IRQ",645,1975,2011
"EGY",651,1975,2011
"SYR",652,1975,2011
"LEB",660,1975,2011
"JOR",663,1975,2011
"ISR",666,1975,2011
"SAU",670,1975,2011
"YAR",678,1975,2011
"YPR",680,1975,2011
"KUW",690,1975,2011
"BAH",692,1975,2011
"QAT",694,1975,2011
"UAE",696,1975,2011
"OMA",698,1975,2011
"AFG",700,1975,2011
"CHN",710,1975,2011
"MON",712,1975,2011
"TAW",713,1975,2011
"PRK",731,1975,2011
"ROK",732,1975,2011
"JPN",740,1975,2011
"IND",750,1975,2011
"BHU",760,1975,2011
"PAK",770,1975,2011
"BNG",771,1975,2011
"MYA",775,1975,2011
"SRI",780,1975,2011
"MAD",781,1975,2011
"NEP",790,1975,2011
"THI",800,1975,2011
"CAM",811,1975,2011
"LAO",812,1975,2011
"DRV",816,1975,2011
"RVN",817,1975,2011
"MAL",820,1975,2011
"SIN",830,1975,2011
"PHI",840,1975,2011
"INS",850,1975,2011
"AUL",900,1975,2011
"PNG",910,1975,2011
"NEW",920,1975,2011
"FIJ",950,1975,2011
"USA",2,1976,2011
"CAN",20,1976,2011
"BHM",31,1976,2011
"CUB",40,1976,2011
"HAI",41,1976,2011
"DOM",42,1976,2011
"JAM",51,1976,2011
"TRI",52,1976,2011
"BAR",53,1976,2011
"GRN",55,1976,2011
"MEX",70,1976,2011
"GUA",90,1976,2011
"HON",91,1976,2011
"SAL",92,1976,2011
"NIC",93,1976,2011
"COS",94,1976,2011
"PAN",95,1976,2011
"COL",100,1976,2011
"VEN",101,1976,2011
"GUY",110,1976,2011
"SUR",115,1976,2011
"ECU",130,1976,2011
"PER",135,1976,2011
"BRA",140,1976,2011
"BOL",145,1976,2011
"PAR",150,1976,2011
"CHL",155,1976,2011
"ARG",160,1976,2011
"URU",165,1976,2011
"UKG",200,1976,2011
"IRE",205,1976,2011
"NTH",210,1976,2011
"BEL",211,1976,2011
"LUX",212,1976,2011
"FRN",220,1976,2011
"SWZ",225,1976,2011
"SPN",230,1976,2011
"POR",235,1976,2011
"GFR",260,1976,2011
"GDR",265,1976,2011
"POL",290,1976,2011
"AUS",305,1976,2011
"HUN",310,1976,2011
"CZE",315,1976,2011
"ITA",325,1976,2011
"MLT",338,1976,2011
"ALB",339,1976,2011
"YUG",345,1976,2011
"GRC",350,1976,2011
"CYP",352,1976,2011
"BUL",355,1976,2011
"ROM",360,1976,2011
"RUS",365,1976,2011
"FIN",375,1976,2011
"SWD",380,1976,2011
"NOR",385,1976,2011
"DEN",390,1976,2011
"ICE",395,1976,2011
"CAP",402,1976,2011
"STP",403,1976,2011
"GNB",404,1976,2011
"EQG",411,1976,2011
"GAM",420,1976,2011
"MLI",432,1976,2011
"SEN",433,1976,2011
"BEN",434,1976,2011
"MAA",435,1976,2011
"NIR",436,1976,2011
"CDI",437,1976,2011
"GUI",438,1976,2011
"BFO",439,1976,2011
"LBR",450,1976,2011
"SIE",451,1976,2011
"GHA",452,1976,2011
"TOG",461,1976,2011
"CAO",471,1976,2011
"NIG",475,1976,2011
"GAB",481,1976,2011
"CEN",482,1976,2011
"CHA",483,1976,2011
"CON",484,1976,2011
"DRC",490,1976,2011
"UGA",500,1976,2011
"KEN",501,1976,2011
"TAZ",510,1976,2011
"BUI",516,1976,2011
"RWA",517,1976,2011
"SOM",520,1976,2011
"ETH",530,1976,2011
"ANG",540,1976,2011
"MZM",541,1976,2011
"ZAM",551,1976,2011
"ZIM",552,1976,2011
"MAW",553,1976,2011
"SAF",560,1976,2011
"LES",570,1976,2011
"BOT",571,1976,2011
"SWA",572,1976,2011
"MAG",580,1976,2011
"COM",581,1976,2011
"MAS",590,1976,2011
"SEY",591,1976,2011
"MOR",600,1976,2011
"ALG",615,1976,2011
"TUN",616,1976,2011
"LIB",620,1976,2011
"SUD",625,1976,2011
"IRN",630,1976,2011
"TUR",640,1976,2011
"IRQ",645,1976,2011
"EGY",651,1976,2011
"SYR",652,1976,2011
"LEB",660,1976,2011
"JOR",663,1976,2011
"ISR",666,1976,2011
"SAU",670,1976,2011
"YAR",678,1976,2011
"YPR",680,1976,2011
"KUW",690,1976,2011
"BAH",692,1976,2011
"QAT",694,1976,2011
"UAE",696,1976,2011
"OMA",698,1976,2011
"AFG",700,1976,2011
"CHN",710,1976,2011
"MON",712,1976,2011
"TAW",713,1976,2011
"PRK",731,1976,2011
"ROK",732,1976,2011
"JPN",740,1976,2011
"IND",750,1976,2011
"BHU",760,1976,2011
"PAK",770,1976,2011
"BNG",771,1976,2011
"MYA",775,1976,2011
"SRI",780,1976,2011
"MAD",781,1976,2011
"NEP",790,1976,2011
"THI",800,1976,2011
"CAM",811,1976,2011
"LAO",812,1976,2011
"DRV",816,1976,2011
"MAL",820,1976,2011
"SIN",830,1976,2011
"PHI",840,1976,2011
"INS",850,1976,2011
"AUL",900,1976,2011
"PNG",910,1976,2011
"NEW",920,1976,2011
"FIJ",950,1976,2011
"WSM",990,1976,2011
"USA",2,1977,2011
"CAN",20,1977,2011
"BHM",31,1977,2011
"CUB",40,1977,2011
"HAI",41,1977,2011
"DOM",42,1977,2011
"JAM",51,1977,2011
"TRI",52,1977,2011
"BAR",53,1977,2011
"GRN",55,1977,2011
"MEX",70,1977,2011
"GUA",90,1977,2011
"HON",91,1977,2011
"SAL",92,1977,2011
"NIC",93,1977,2011
"COS",94,1977,2011
"PAN",95,1977,2011
"COL",100,1977,2011
"VEN",101,1977,2011
"GUY",110,1977,2011
"SUR",115,1977,2011
"ECU",130,1977,2011
"PER",135,1977,2011
"BRA",140,1977,2011
"BOL",145,1977,2011
"PAR",150,1977,2011
"CHL",155,1977,2011
"ARG",160,1977,2011
"URU",165,1977,2011
"UKG",200,1977,2011
"IRE",205,1977,2011
"NTH",210,1977,2011
"BEL",211,1977,2011
"LUX",212,1977,2011
"FRN",220,1977,2011
"SWZ",225,1977,2011
"SPN",230,1977,2011
"POR",235,1977,2011
"GFR",260,1977,2011
"GDR",265,1977,2011
"POL",290,1977,2011
"AUS",305,1977,2011
"HUN",310,1977,2011
"CZE",315,1977,2011
"ITA",325,1977,2011
"MLT",338,1977,2011
"ALB",339,1977,2011
"YUG",345,1977,2011
"GRC",350,1977,2011
"CYP",352,1977,2011
"BUL",355,1977,2011
"ROM",360,1977,2011
"RUS",365,1977,2011
"FIN",375,1977,2011
"SWD",380,1977,2011
"NOR",385,1977,2011
"DEN",390,1977,2011
"ICE",395,1977,2011
"CAP",402,1977,2011
"STP",403,1977,2011
"GNB",404,1977,2011
"EQG",411,1977,2011
"GAM",420,1977,2011
"MLI",432,1977,2011
"SEN",433,1977,2011
"BEN",434,1977,2011
"MAA",435,1977,2011
"NIR",436,1977,2011
"CDI",437,1977,2011
"GUI",438,1977,2011
"BFO",439,1977,2011
"LBR",450,1977,2011
"SIE",451,1977,2011
"GHA",452,1977,2011
"TOG",461,1977,2011
"CAO",471,1977,2011
"NIG",475,1977,2011
"GAB",481,1977,2011
"CEN",482,1977,2011
"CHA",483,1977,2011
"CON",484,1977,2011
"DRC",490,1977,2011
"UGA",500,1977,2011
"KEN",501,1977,2011
"TAZ",510,1977,2011
"BUI",516,1977,2011
"RWA",517,1977,2011
"SOM",520,1977,2011
"DJI",522,1977,2011
"ETH",530,1977,2011
"ANG",540,1977,2011
"MZM",541,1977,2011
"ZAM",551,1977,2011
"ZIM",552,1977,2011
"MAW",553,1977,2011
"SAF",560,1977,2011
"LES",570,1977,2011
"BOT",571,1977,2011
"SWA",572,1977,2011
"MAG",580,1977,2011
"COM",581,1977,2011
"MAS",590,1977,2011
"SEY",591,1977,2011
"MOR",600,1977,2011
"ALG",615,1977,2011
"TUN",616,1977,2011
"LIB",620,1977,2011
"SUD",625,1977,2011
"IRN",630,1977,2011
"TUR",640,1977,2011
"IRQ",645,1977,2011
"EGY",651,1977,2011
"SYR",652,1977,2011
"LEB",660,1977,2011
"JOR",663,1977,2011
"ISR",666,1977,2011
"SAU",670,1977,2011
"YAR",678,1977,2011
"YPR",680,1977,2011
"KUW",690,1977,2011
"BAH",692,1977,2011
"QAT",694,1977,2011
"UAE",696,1977,2011
"OMA",698,1977,2011
"AFG",700,1977,2011
"CHN",710,1977,2011
"MON",712,1977,2011
"TAW",713,1977,2011
"PRK",731,1977,2011
"ROK",732,1977,2011
"JPN",740,1977,2011
"IND",750,1977,2011
"BHU",760,1977,2011
"PAK",770,1977,2011
"BNG",771,1977,2011
"MYA",775,1977,2011
"SRI",780,1977,2011
"MAD",781,1977,2011
"NEP",790,1977,2011
"THI",800,1977,2011
"CAM",811,1977,2011
"LAO",812,1977,2011
"DRV",816,1977,2011
"MAL",820,1977,2011
"SIN",830,1977,2011
"PHI",840,1977,2011
"INS",850,1977,2011
"AUL",900,1977,2011
"PNG",910,1977,2011
"NEW",920,1977,2011
"FIJ",950,1977,2011
"WSM",990,1977,2011
"USA",2,1978,2011
"CAN",20,1978,2011
"BHM",31,1978,2011
"CUB",40,1978,2011
"HAI",41,1978,2011
"DOM",42,1978,2011
"JAM",51,1978,2011
"TRI",52,1978,2011
"BAR",53,1978,2011
"DMA",54,1978,2011
"GRN",55,1978,2011
"MEX",70,1978,2011
"GUA",90,1978,2011
"HON",91,1978,2011
"SAL",92,1978,2011
"NIC",93,1978,2011
"COS",94,1978,2011
"PAN",95,1978,2011
"COL",100,1978,2011
"VEN",101,1978,2011
"GUY",110,1978,2011
"SUR",115,1978,2011
"ECU",130,1978,2011
"PER",135,1978,2011
"BRA",140,1978,2011
"BOL",145,1978,2011
"PAR",150,1978,2011
"CHL",155,1978,2011
"ARG",160,1978,2011
"URU",165,1978,2011
"UKG",200,1978,2011
"IRE",205,1978,2011
"NTH",210,1978,2011
"BEL",211,1978,2011
"LUX",212,1978,2011
"FRN",220,1978,2011
"SWZ",225,1978,2011
"SPN",230,1978,2011
"POR",235,1978,2011
"GFR",260,1978,2011
"GDR",265,1978,2011
"POL",290,1978,2011
"AUS",305,1978,2011
"HUN",310,1978,2011
"CZE",315,1978,2011
"ITA",325,1978,2011
"MLT",338,1978,2011
"ALB",339,1978,2011
"YUG",345,1978,2011
"GRC",350,1978,2011
"CYP",352,1978,2011
"BUL",355,1978,2011
"ROM",360,1978,2011
"RUS",365,1978,2011
"FIN",375,1978,2011
"SWD",380,1978,2011
"NOR",385,1978,2011
"DEN",390,1978,2011
"ICE",395,1978,2011
"CAP",402,1978,2011
"STP",403,1978,2011
"GNB",404,1978,2011
"EQG",411,1978,2011
"GAM",420,1978,2011
"MLI",432,1978,2011
"SEN",433,1978,2011
"BEN",434,1978,2011
"MAA",435,1978,2011
"NIR",436,1978,2011
"CDI",437,1978,2011
"GUI",438,1978,2011
"BFO",439,1978,2011
"LBR",450,1978,2011
"SIE",451,1978,2011
"GHA",452,1978,2011
"TOG",461,1978,2011
"CAO",471,1978,2011
"NIG",475,1978,2011
"GAB",481,1978,2011
"CEN",482,1978,2011
"CHA",483,1978,2011
"CON",484,1978,2011
"DRC",490,1978,2011
"UGA",500,1978,2011
"KEN",501,1978,2011
"TAZ",510,1978,2011
"BUI",516,1978,2011
"RWA",517,1978,2011
"SOM",520,1978,2011
"DJI",522,1978,2011
"ETH",530,1978,2011
"ANG",540,1978,2011
"MZM",541,1978,2011
"ZAM",551,1978,2011
"ZIM",552,1978,2011
"MAW",553,1978,2011
"SAF",560,1978,2011
"LES",570,1978,2011
"BOT",571,1978,2011
"SWA",572,1978,2011
"MAG",580,1978,2011
"COM",581,1978,2011
"MAS",590,1978,2011
"SEY",591,1978,2011
"MOR",600,1978,2011
"ALG",615,1978,2011
"TUN",616,1978,2011
"LIB",620,1978,2011
"SUD",625,1978,2011
"IRN",630,1978,2011
"TUR",640,1978,2011
"IRQ",645,1978,2011
"EGY",651,1978,2011
"SYR",652,1978,2011
"LEB",660,1978,2011
"JOR",663,1978,2011
"ISR",666,1978,2011
"SAU",670,1978,2011
"YAR",678,1978,2011
"YPR",680,1978,2011
"KUW",690,1978,2011
"BAH",692,1978,2011
"QAT",694,1978,2011
"UAE",696,1978,2011
"OMA",698,1978,2011
"AFG",700,1978,2011
"CHN",710,1978,2011
"MON",712,1978,2011
"TAW",713,1978,2011
"PRK",731,1978,2011
"ROK",732,1978,2011
"JPN",740,1978,2011
"IND",750,1978,2011
"BHU",760,1978,2011
"PAK",770,1978,2011
"BNG",771,1978,2011
"MYA",775,1978,2011
"SRI",780,1978,2011
"MAD",781,1978,2011
"NEP",790,1978,2011
"THI",800,1978,2011
"CAM",811,1978,2011
"LAO",812,1978,2011
"DRV",816,1978,2011
"MAL",820,1978,2011
"SIN",830,1978,2011
"PHI",840,1978,2011
"INS",850,1978,2011
"AUL",900,1978,2011
"PNG",910,1978,2011
"NEW",920,1978,2011
"SOL",940,1978,2011
"FIJ",950,1978,2011
"WSM",990,1978,2011
"USA",2,1979,2011
"CAN",20,1979,2011
"BHM",31,1979,2011
"CUB",40,1979,2011
"HAI",41,1979,2011
"DOM",42,1979,2011
"JAM",51,1979,2011
"TRI",52,1979,2011
"BAR",53,1979,2011
"DMA",54,1979,2011
"GRN",55,1979,2011
"SLU",56,1979,2011
"SVG",57,1979,2011
"MEX",70,1979,2011
"GUA",90,1979,2011
"HON",91,1979,2011
"SAL",92,1979,2011
"NIC",93,1979,2011
"COS",94,1979,2011
"PAN",95,1979,2011
"COL",100,1979,2011
"VEN",101,1979,2011
"GUY",110,1979,2011
"SUR",115,1979,2011
"ECU",130,1979,2011
"PER",135,1979,2011
"BRA",140,1979,2011
"BOL",145,1979,2011
"PAR",150,1979,2011
"CHL",155,1979,2011
"ARG",160,1979,2011
"URU",165,1979,2011
"UKG",200,1979,2011
"IRE",205,1979,2011
"NTH",210,1979,2011
"BEL",211,1979,2011
"LUX",212,1979,2011
"FRN",220,1979,2011
"SWZ",225,1979,2011
"SPN",230,1979,2011
"POR",235,1979,2011
"GFR",260,1979,2011
"GDR",265,1979,2011
"POL",290,1979,2011
"AUS",305,1979,2011
"HUN",310,1979,2011
"CZE",315,1979,2011
"ITA",325,1979,2011
"MLT",338,1979,2011
"ALB",339,1979,2011
"YUG",345,1979,2011
"GRC",350,1979,2011
"CYP",352,1979,2011
"BUL",355,1979,2011
"ROM",360,1979,2011
"RUS",365,1979,2011
"FIN",375,1979,2011
"SWD",380,1979,2011
"NOR",385,1979,2011
"DEN",390,1979,2011
"ICE",395,1979,2011
"CAP",402,1979,2011
"STP",403,1979,2011
"GNB",404,1979,2011
"EQG",411,1979,2011
"GAM",420,1979,2011
"MLI",432,1979,2011
"SEN",433,1979,2011
"BEN",434,1979,2011
"MAA",435,1979,2011
"NIR",436,1979,2011
"CDI",437,1979,2011
"GUI",438,1979,2011
"BFO",439,1979,2011
"LBR",450,1979,2011
"SIE",451,1979,2011
"GHA",452,1979,2011
"TOG",461,1979,2011
"CAO",471,1979,2011
"NIG",475,1979,2011
"GAB",481,1979,2011
"CEN",482,1979,2011
"CHA",483,1979,2011
"CON",484,1979,2011
"DRC",490,1979,2011
"UGA",500,1979,2011
"KEN",501,1979,2011
"TAZ",510,1979,2011
"BUI",516,1979,2011
"RWA",517,1979,2011
"SOM",520,1979,2011
"DJI",522,1979,2011
"ETH",530,1979,2011
"ANG",540,1979,2011
"MZM",541,1979,2011
"ZAM",551,1979,2011
"ZIM",552,1979,2011
"MAW",553,1979,2011
"SAF",560,1979,2011
"LES",570,1979,2011
"BOT",571,1979,2011
"SWA",572,1979,2011
"MAG",580,1979,2011
