stateabb,ccode,year,version
"PAR",150,1912,2011
"CHL",155,1912,2011
"ARG",160,1912,2011
"URU",165,1912,2011
"UKG",200,1912,2011
"NTH",210,1912,2011
"BEL",211,1912,2011
"FRN",220,1912,2011
"SWZ",225,1912,2011
"SPN",230,1912,2011
"POR",235,1912,2011
"GMY",255,1912,2011
"AUH",300,1912,2011
"ITA",325,1912,2011
"YUG",345,1912,2011
"GRC",350,1912,2011
"BUL",355,1912,2011
"ROM",360,1912,2011
"RUS",365,1912,2011
"SWD",380,1912,2011
"NOR",385,1912,2011
"DEN",390,1912,2011
"ETH",530,1912,2011
"MOR",600,1912,2011
"IRN",630,1912,2011
"TUR",640,1912,2011
"CHN",710,1912,2011
"JPN",740,1912,2011
"THI",800,1912,2011
"USA",2,1913,2011
"CUB",40,1913,2011
"HAI",41,1913,2011
"DOM",42,1913,2011
"MEX",70,1913,2011
"GUA",90,1913,2011
"HON",91,1913,2011
"SAL",92,1913,2011
"NIC",93,1913,2011
"PAN",95,1913,2011
"COL",100,1913,2011
"VEN",101,1913,2011
"ECU",130,1913,2011
"PER",135,1913,2011
"BRA",140,1913,2011
"BOL",145,1913,2011
"PAR",150,1913,2011
"CHL",155,1913,2011
"ARG",160,1913,2011
"URU",165,1913,2011
"UKG",200,1913,2011
"NTH",210,1913,2011
"BEL",211,1913,2011
"FRN",220,1913,2011
"SWZ",225,1913,2011
"SPN",230,1913,2011
"POR",235,1913,2011
"GMY",255,1913,2011
"AUH",300,1913,2011
"ITA",325,1913,2011
"YUG",345,1913,2011
"GRC",350,1913,2011
"BUL",355,1913,2011
"ROM",360,1913,2011
"RUS",365,1913,2011
"SWD",380,1913,2011
"NOR",385,1913,2011
"DEN",390,1913,2011
"ETH",530,1913,2011
"IRN",630,1913,2011
"TUR",640,1913,2011
"CHN",710,1913,2011
"JPN",740,1913,2011
"THI",800,1913,2011
"USA",2,1914,2011
"CUB",40,1914,2011
"HAI",41,1914,2011
"DOM",42,1914,2011
"MEX",70,1914,2011
"GUA",90,1914,2011
"HON",91,1914,2011
"SAL",92,1914,2011
"NIC",93,1914,2011
"PAN",95,1914,2011
"COL",100,1914,2011
"VEN",101,1914,2011
"ECU",130,1914,2011
"PER",135,1914,2011
"BRA",140,1914,2011
"BOL",145,1914,2011
"PAR",150,1914,2011
"CHL",155,1914,2011
"ARG",160,1914,2011
"URU",165,1914,2011
"UKG",200,1914,2011
"NTH",210,1914,2011
"BEL",211,1914,2011
"FRN",220,1914,2011
"SWZ",225,1914,2011
"SPN",230,1914,2011
"POR",235,1914,2011
"GMY",255,1914,2011
"AUH",300,1914,2011
"ITA",325,1914,2011
"ALB",339,1914,2011
"YUG",345,1914,2011
"GRC",350,1914,2011
"BUL",355,1914,2011
"ROM",360,1914,2011
"RUS",365,1914,2011
"SWD",380,1914,2011
"NOR",385,1914,2011
"DEN",390,1914,2011
"ETH",530,1914,2011
"IRN",630,1914,2011
"TUR",640,1914,2011
"CHN",710,1914,2011
"JPN",740,1914,2011
"THI",800,1914,2011
"USA",2,1915,2011
"CUB",40,1915,2011
"HAI",41,1915,2011
"DOM",42,1915,2011
"MEX",70,1915,2011
"GUA",90,1915,2011
"HON",91,1915,2011
"SAL",92,1915,2011
"NIC",93,1915,2011
"PAN",95,1915,2011
"COL",100,1915,2011
"VEN",101,1915,2011
"ECU",130,1915,2011
"PER",135,1915,2011
"BRA",140,1915,2011
"BOL",145,1915,2011
"PAR",150,1915,2011
"CHL",155,1915,2011
"ARG",160,1915,2011
"URU",165,1915,2011
"UKG",200,1915,2011
"NTH",210,1915,2011
"BEL",211,1915,2011
"FRN",220,1915,2011
"SWZ",225,1915,2011
"SPN",230,1915,2011
"POR",235,1915,2011
"GMY",255,1915,2011
"AUH",300,1915,2011
"ITA",325,1915,2011
"ALB",339,1915,2011
"YUG",345,1915,2011
"GRC",350,1915,2011
"BUL",355,1915,2011
"ROM",360,1915,2011
"RUS",365,1915,2011
"SWD",380,1915,2011
"NOR",385,1915,2011
"DEN",390,1915,2011
"ETH",530,1915,2011
"IRN",630,1915,2011
"TUR",640,1915,2011
"CHN",710,1915,2011
"JPN",740,1915,2011
"THI",800,1915,2011
"USA",2,1916,2011
"CUB",40,1916,2011
"DOM",42,1916,2011
"MEX",70,1916,2011
"GUA",90,1916,2011
"HON",91,1916,2011
"SAL",92,1916,2011
"NIC",93,1916,2011
"PAN",95,1916,2011
"COL",100,1916,2011
"VEN",101,1916,2011
"ECU",130,1916,2011
"PER",135,1916,2011
"BRA",140,1916,2011
"BOL",145,1916,2011
"PAR",150,1916,2011
"CHL",155,1916,2011
"ARG",160,1916,2011
"URU",165,1916,2011
"UKG",200,1916,2011
"NTH",210,1916,2011
"BEL",211,1916,2011
"FRN",220,1916,2011
"SWZ",225,1916,2011
"SPN",230,1916,2011
"POR",235,1916,2011
"GMY",255,1916,2011
"AUH",300,1916,2011
"ITA",325,1916,2011
"ALB",339,1916,2011
"YUG",345,1916,2011
"GRC",350,1916,2011
"BUL",355,1916,2011
"ROM",360,1916,2011
"RUS",365,1916,2011
"SWD",380,1916,2011
"NOR",385,1916,2011
"DEN",390,1916,2011
"ETH",530,1916,2011
"IRN",630,1916,2011
"TUR",640,1916,2011
"CHN",710,1916,2011
"JPN",740,1916,2011
"THI",800,1916,2011
"USA",2,1917,2011
"CUB",40,1917,2011
"MEX",70,1917,2011
"GUA",90,1917,2011
"HON",91,1917,2011
"SAL",92,1917,2011
"NIC",93,1917,2011
"PAN",95,1917,2011
"COL",100,1917,2011
"VEN",101,1917,2011
"ECU",130,1917,2011
"PER",135,1917,2011
"BRA",140,1917,2011
"BOL",145,1917,2011
"PAR",150,1917,2011
"CHL",155,1917,2011
"ARG",160,1917,2011
"URU",165,1917,2011
"UKG",200,1917,2011
"NTH",210,1917,2011
"BEL",211,1917,2011
"FRN",220,1917,2011
"SWZ",225,1917,2011
"SPN",230,1917,2011
"POR",235,1917,2011
"GMY",255,1917,2011
"AUH",300,1917,2011
"ITA",325,1917,2011
"ALB",339,1917,2011
"YUG",345,1917,2011
"GRC",350,1917,2011
"BUL",355,1917,2011
"ROM",360,1917,2011
"RUS",365,1917,2011
"FIN",375,1917,2011
"SWD",380,1917,2011
"NOR",385,1917,2011
"DEN",390,1917,2011
"ETH",530,1917,2011
"IRN",630,1917,2011
"TUR",640,1917,2011
"CHN",710,1917,2011
"JPN",740,1917,2011
"THI",800,1917,2011
"USA",2,1918,2011
"CUB",40,1918,2011
"MEX",70,1918,2011
"GUA",90,1918,2011
"HON",91,1918,2011
"SAL",92,1918,2011
"NIC",93,1918,2011
"PAN",95,1918,2011
"COL",100,1918,2011
"VEN",101,1918,2011
"ECU",130,1918,2011
"PER",135,1918,2011
"BRA",140,1918,2011
"BOL",145,1918,2011
"PAR",150,1918,2011
"CHL",155,1918,2011
"ARG",160,1918,2011
"URU",165,1918,2011
"UKG",200,1918,2011
"NTH",210,1918,2011
"BEL",211,1918,2011
"FRN",220,1918,2011
"SWZ",225,1918,2011
"SPN",230,1918,2011
"POR",235,1918,2011
"GMY",255,1918,2011
"POL",290,1918,2011
"AUH",300,1918,2011
"HUN",310,1918,2011
"CZE",315,1918,2011
"ITA",325,1918,2011
"ALB",339,1918,2011
"YUG",345,1918,2011
"GRC",350,1918,2011
"BUL",355,1918,2011
"ROM",360,1918,2011
"RUS",365,1918,2011
"EST",366,1918,2011
"LAT",367,1918,2011
"LIT",368,1918,2011
"FIN",375,1918,2011
"SWD",380,1918,2011
"NOR",385,1918,2011
"DEN",390,1918,2011
"ETH",530,1918,2011
"IRN",630,1918,2011
"TUR",640,1918,2011
"CHN",710,1918,2011
"JPN",740,1918,2011
"THI",800,1918,2011
"USA",2,1919,2011
"CUB",40,1919,2011
"MEX",70,1919,2011
"GUA",90,1919,2011
"HON",91,1919,2011
"SAL",92,1919,2011
"NIC",93,1919,2011
"PAN",95,1919,2011
"COL",100,1919,2011
"VEN",101,1919,2011
"ECU",130,1919,2011
"PER",135,1919,2011
"BRA",140,1919,2011
"BOL",145,1919,2011
"PAR",150,1919,2011
"CHL",155,1919,2011
"ARG",160,1919,2011
"URU",165,1919,2011
"UKG",200,1919,2011
"NTH",210,1919,2011
"BEL",211,1919,2011
"FRN",220,1919,2011
"SWZ",225,1919,2011
"SPN",230,1919,2011
"POR",235,1919,2011
"GMY",255,1919,2011
"POL",290,1919,2011
"AUS",305,1919,2011
"HUN",310,1919,2011
"CZE",315,1919,2011
"ITA",325,1919,2011
"ALB",339,1919,2011
"YUG",345,1919,2011
"GRC",350,1919,2011
"BUL",355,1919,2011
"ROM",360,1919,2011
"RUS",365,1919,2011
"EST",366,1919,2011
"LAT",367,1919,2011
"LIT",368,1919,2011
"FIN",375,1919,2011
"SWD",380,1919,2011
"NOR",385,1919,2011
"DEN",390,1919,2011
"ETH",530,1919,2011
"IRN",630,1919,2011
"TUR",640,1919,2011
"AFG",700,1919,2011
"CHN",710,1919,2011
"JPN",740,1919,2011
"THI",800,1919,2011
"USA",2,1920,2011
"CAN",20,1920,2011
"CUB",40,1920,2011
"MEX",70,1920,2011
"GUA",90,1920,2011
"HON",91,1920,2011
"SAL",92,1920,2011
"NIC",93,1920,2011
"COS",94,1920,2011
"PAN",95,1920,2011
"COL",100,1920,2011
"VEN",101,1920,2011
"ECU",130,1920,2011
"PER",135,1920,2011
"BRA",140,1920,2011
"BOL",145,1920,2011
"PAR",150,1920,2011
"CHL",155,1920,2011
"ARG",160,1920,2011
"URU",165,1920,2011
"UKG",200,1920,2011
"NTH",210,1920,2011
"BEL",211,1920,2011
"LUX",212,1920,2011
"FRN",220,1920,2011
"SWZ",225,1920,2011
"SPN",230,1920,2011
"POR",235,1920,2011
"GMY",255,1920,2011
"POL",290,1920,2011
"AUS",305,1920,2011
"HUN",310,1920,2011
"CZE",315,1920,2011
"ITA",325,1920,2011
"ALB",339,1920,2011
"YUG",345,1920,2011
"GRC",350,1920,2011
"BUL",355,1920,2011
"ROM",360,1920,2011
"RUS",365,1920,2011
"EST",366,1920,2011
"LAT",367,1920,2011
"LIT",368,1920,2011
"FIN",375,1920,2011
"SWD",380,1920,2011
"NOR",385,1920,2011
"DEN",390,1920,2011
"LBR",450,1920,2011
"ETH",530,1920,2011
"SAF",560,1920,2011
"IRN",630,1920,2011
"TUR",640,1920,2011
"AFG",700,1920,2011
"CHN",710,1920,2011
"JPN",740,1920,2011
"NEP",790,1920,2011
"THI",800,1920,2011
"AUL",900,1920,2011
"NEW",920,1920,2011
"USA",2,1921,2011
"CAN",20,1921,2011
"CUB",40,1921,2011
"MEX",70,1921,2011
"GUA",90,1921,2011
"HON",91,1921,2011
"SAL",92,1921,2011
"NIC",93,1921,2011
"COS",94,1921,2011
"PAN",95,1921,2011
"COL",100,1921,2011
"VEN",101,1921,2011
"ECU",130,1921,2011
"PER",135,1921,2011
"BRA",140,1921,2011
"BOL",145,1921,2011
"PAR",150,1921,2011
"CHL",155,1921,2011
"ARG",160,1921,2011
"URU",165,1921,2011
"UKG",200,1921,2011
"NTH",210,1921,2011
"BEL",211,1921,2011
"LUX",212,1921,2011
"FRN",220,1921,2011
"SWZ",225,1921,2011
"SPN",230,1921,2011
"POR",235,1921,2011
"GMY",255,1921,2011
"POL",290,1921,2011
"AUS",305,1921,2011
"HUN",310,1921,2011
"CZE",315,1921,2011
"ITA",325,1921,2011
"ALB",339,1921,2011
"YUG",345,1921,2011
"GRC",350,1921,2011
"BUL",355,1921,2011
"ROM",360,1921,2011
"RUS",365,1921,2011
"EST",366,1921,2011
"LAT",367,1921,2011
"LIT",368,1921,2011
"FIN",375,1921,2011
"SWD",380,1921,2011
"NOR",385,1921,2011
"DEN",390,1921,2011
"LBR",450,1921,2011
"ETH",530,1921,2011
"SAF",560,1921,2011
"IRN",630,1921,2011
"TUR",640,1921,2011
"AFG",700,1921,2011
"CHN",710,1921,2011
"MON",712,1921,2011
"JPN",740,1921,2011
"NEP",790,1921,2011
"THI",800,1921,2011
"AUL",900,1921,2011
"NEW",920,1921,2011
"USA",2,1922,2011
"CAN",20,1922,2011
"CUB",40,1922,2011
"MEX",70,1922,2011
"GUA",90,1922,2011
"HON",91,1922,2011
"SAL",92,1922,2011
"NIC",93,1922,2011
"COS",94,1922,2011
"PAN",95,1922,2011
"COL",100,1922,2011
"VEN",101,1922,2011
"ECU",130,1922,2011
"PER",135,1922,2011
"BRA",140,1922,2011
"BOL",145,1922,2011
"PAR",150,1922,2011
"CHL",155,1922,2011
"ARG",160,1922,2011
"URU",165,1922,2011
"UKG",200,1922,2011
"IRE",205,1922,2011
"NTH",210,1922,2011
"BEL",211,1922,2011
"LUX",212,1922,2011
"FRN",220,1922,2011
"SWZ",225,1922,2011
"SPN",230,1922,2011
"POR",235,1922,2011
"GMY",255,1922,2011
"POL",290,1922,2011
"AUS",305,1922,2011
"HUN",310,1922,2011
"CZE",315,1922,2011
"ITA",325,1922,2011
"ALB",339,1922,2011
"YUG",345,1922,2011
"GRC",350,1922,2011
"BUL",355,1922,2011
"ROM",360,1922,2011
"RUS",365,1922,2011
"EST",366,1922,2011
"LAT",367,1922,2011
"LIT",368,1922,2011
"FIN",375,1922,2011
"SWD",380,1922,2011
"NOR",385,1922,2011
"DEN",390,1922,2011
"LBR",450,1922,2011
"ETH",530,1922,2011
"SAF",560,1922,2011
"IRN",630,1922,2011
"TUR",640,1922,2011
"AFG",700,1922,2011
"CHN",710,1922,2011
"MON",712,1922,2011
"JPN",740,1922,2011
"NEP",790,1922,2011
"THI",800,1922,2011
"AUL",900,1922,2011
"NEW",920,1922,2011
"USA",2,1923,2011
"CAN",20,1923,2011
"CUB",40,1923,2011
"MEX",70,1923,2011
"GUA",90,1923,2011
"HON",91,1923,2011
"SAL",92,1923,2011
"NIC",93,1923,2011
"COS",94,1923,2011
"PAN",95,1923,2011
"COL",100,1923,2011
"VEN",101,1923,2011
"ECU",130,1923,2011
"PER",135,1923,2011
"BRA",140,1923,2011
"BOL",145,1923,2011
"PAR",150,1923,2011
"CHL",155,1923,2011
"ARG",160,1923,2011
"URU",165,1923,2011
"UKG",200,1923,2011
"IRE",205,1923,2011
"NTH",210,1923,2011
"BEL",211,1923,2011
"LUX",212,1923,2011
"FRN",220,1923,2011
"SWZ",225,1923,2011
"SPN",230,1923,2011
"POR",235,1923,2011
"GMY",255,1923,2011
"POL",290,1923,2011
"AUS",305,1923,2011
"HUN",310,1923,2011
"CZE",315,1923,2011
"ITA",325,1923,2011
"ALB",339,1923,2011
"YUG",345,1923,2011
"GRC",350,1923,2011
"BUL",355,1923,2011
"ROM",360,1923,2011
"RUS",365,1923,2011
"EST",366,1923,2011
"LAT",367,1923,2011
"LIT",368,1923,2011
"FIN",375,1923,2011
"SWD",380,1923,2011
"NOR",385,1923,2011
"DEN",390,1923,2011
"LBR",450,1923,2011
"ETH",530,1923,2011
"SAF",560,1923,2011
"IRN",630,1923,2011
"TUR",640,1923,2011
"AFG",700,1923,2011
"CHN",710,1923,2011
"MON",712,1923,2011
"JPN",740,1923,2011
"NEP",790,1923,2011
"THI",800,1923,2011
"AUL",900,1923,2011
"NEW",920,1923,2011
"USA",2,1924,2011
"CAN",20,1924,2011
"CUB",40,1924,2011
"DOM",42,1924,2011
"MEX",70,1924,2011
"GUA",90,1924,2011
"HON",91,1924,2011
"SAL",92,1924,2011
"NIC",93,1924,2011
"COS",94,1924,2011
"PAN",95,1924,2011
"COL",100,1924,2011
"VEN",101,1924,2011
"ECU",130,1924,2011
"PER",135,1924,2011
"BRA",140,1924,2011
"BOL",145,1924,2011
"PAR",150,1924,2011
"CHL",155,1924,2011
"ARG",160,1924,2011
"URU",165,1924,2011
"UKG",200,1924,2011
"IRE",205,1924,2011
"NTH",210,1924,2011
"BEL",211,1924,2011
"LUX",212,1924,2011
"FRN",220,1924,2011
"SWZ",225,1924,2011
"SPN",230,1924,2011
"POR",235,1924,2011
"GMY",255,1924,2011
"POL",290,1924,2011
"AUS",305,1924,2011
"HUN",310,1924,2011
"CZE",315,1924,2011
"ITA",325,1924,2011
"ALB",339,1924,2011
"YUG",345,1924,2011
"GRC",350,1924,2011
"BUL",355,1924,2011
"ROM",360,1924,2011
"RUS",365,1924,2011
"EST",366,1924,2011
"LAT",367,1924,2011
"LIT",368,1924,2011
"FIN",375,1924,2011
"SWD",380,1924,2011
"NOR",385,1924,2011
"DEN",390,1924,2011
"LBR",450,1924,2011
"ETH",530,1924,2011
"SAF",560,1924,2011
"IRN",630,1924,2011
"TUR",640,1924,2011
"AFG",700,1924,2011
"CHN",710,1924,2011
"MON",712,1924,2011
"JPN",740,1924,2011
"NEP",790,1924,2011
"THI",800,1924,2011
"AUL",900,1924,2011
"NEW",920,1924,2011
"USA",2,1925,2011
"CAN",20,1925,2011
"CUB",40,1925,2011
"DOM",42,1925,2011
"MEX",70,1925,2011
"GUA",90,1925,2011
"HON",91,1925,2011
"SAL",92,1925,2011
"NIC",93,1925,2011
"COS",94,1925,2011
"PAN",95,1925,2011
"COL",100,1925,2011
"VEN",101,1925,2011
"ECU",130,1925,2011
"PER",135,1925,2011
"BRA",140,1925,2011
"BOL",145,1925,2011
"PAR",150,1925,2011
"CHL",155,1925,2011
"ARG",160,1925,2011
"URU",165,1925,2011
"UKG",200,1925,2011
"IRE",205,1925,2011
"NTH",210,1925,2011
"BEL",211,1925,2011
"LUX",212,1925,2011
"FRN",220,1925,2011
"SWZ",225,1925,2011
"SPN",230,1925,2011
"POR",235,1925,2011
"GMY",255,1925,2011
"POL",290,1925,2011
"AUS",305,1925,2011
"HUN",310,1925,2011
"CZE",315,1925,2011
"ITA",325,1925,2011
"ALB",339,1925,2011
"YUG",345,1925,2011
"GRC",350,1925,2011
"BUL",355,1925,2011
"ROM",360,1925,2011
"RUS",365,1925,2011
"EST",366,1925,2011
"LAT",367,1925,2011
"LIT",368,1925,2011
"FIN",375,1925,2011
"SWD",380,1925,2011
"NOR",385,1925,2011
"DEN",390,1925,2011
"LBR",450,1925,2011
"ETH",530,1925,2011
"SAF",560,1925,2011
"IRN",630,1925,2011
"TUR",640,1925,2011
"AFG",700,1925,2011
"CHN",710,1925,2011
"MON",712,1925,2011
"JPN",740,1925,2011
"NEP",790,1925,2011
"THI",800,1925,2011
"AUL",900,1925,2011
"NEW",920,1925,2011
"USA",2,1926,2011
"CAN",20,1926,2011
"CUB",40,1926,2011
"DOM",42,1926,2011
"MEX",70,1926,2011
"GUA",90,1926,2011
"HON",91,1926,2011
"SAL",92,1926,2011
"NIC",93,1926,2011
"COS",94,1926,2011
"PAN",95,1926,2011
"COL",100,1926,2011
"VEN",101,1926,2011
"ECU",130,1926,2011
"PER",135,1926,2011
"BRA",140,1926,2011
"BOL",145,1926,2011
"PAR",150,1926,2011
"CHL",155,1926,2011
"ARG",160,1926,2011
"URU",165,1926,2011
"UKG",200,1926,2011
"IRE",205,1926,2011
"NTH",210,1926,2011
"BEL",211,1926,2011
"LUX",212,1926,2011
"FRN",220,1926,2011
"SWZ",225,1926,2011
"SPN",230,1926,2011
"POR",235,1926,2011
"GMY",255,1926,2011
"POL",290,1926,2011
"AUS",305,1926,2011
"HUN",310,1926,2011
"CZE",315,1926,2011
"ITA",325,1926,2011
"ALB",339,1926,2011
"YUG",345,1926,2011
"GRC",350,1926,2011
"BUL",355,1926,2011
"ROM",360,1926,2011
"RUS",365,1926,2011
"EST",366,1926,2011
"LAT",367,1926,2011
"LIT",368,1926,2011
"FIN",375,1926,2011
"SWD",380,1926,2011
"NOR",385,1926,2011
"DEN",390,1926,2011
"LBR",450,1926,2011
"ETH",530,1926,2011
"SAF",560,1926,2011
"IRN",630,1926,2011
"TUR",640,1926,2011
"YAR",678,1926,2011
"AFG",700,1926,2011
"CHN",710,1926,2011
"MON",712,1926,2011
"JPN",740,1926,2011
"NEP",790,1926,2011
"THI",800,1926,2011
"AUL",900,1926,2011
"NEW",920,1926,2011
"USA",2,1927,2011
"CAN",20,1927,2011
"CUB",40,1927,2011
"DOM",42,1927,2011
"MEX",70,1927,2011
"GUA",90,1927,2011
"HON",91,1927,2011
"SAL",92,1927,2011
"NIC",93,1927,2011
"COS",94,1927,2011
"PAN",95,1927,2011
"COL",100,1927,2011
"VEN",101,1927,2011
"ECU",130,1927,2011
"PER",135,1927,2011
"BRA",140,1927,2011
"BOL",145,1927,2011
"PAR",150,1927,2011
"CHL",155,1927,2011
"ARG",160,1927,2011
"URU",165,1927,2011
"UKG",200,1927,2011
"IRE",205,1927,2011
"NTH",210,1927,2011
"BEL",211,1927,2011
"LUX",212,1927,2011
"FRN",220,1927,2011
"SWZ",225,1927,2011
"SPN",230,1927,2011
"POR",235,1927,2011
"GMY",255,1927,2011
"POL",290,1927,2011
"AUS",305,1927,2011
"HUN",310,1927,2011
"CZE",315,1927,2011
"ITA",325,1927,2011
"ALB",339,1927,2011
"YUG",345,1927,2011
"GRC",350,1927,2011
"BUL",355,1927,2011
"ROM",360,1927,2011
"RUS",365,1927,2011
"EST",366,1927,2011
"LAT",367,1927,2011
"LIT",368,1927,2011
"FIN",375,1927,2011
"SWD",380,1927,2011
"NOR",385,1927,2011
"DEN",390,1927,2011
"LBR",450,1927,2011
"ETH",530,1927,2011
"SAF",560,1927,2011
"IRN",630,1927,2011
"TUR",640,1927,2011
"SAU",670,1927,2011
"YAR",678,1927,2011
"AFG",700,1927,2011
"CHN",710,1927,2011
"MON",712,1927,2011
"JPN",740,1927,2011
"NEP",790,1927,2011
"THI",800,1927,2011
"AUL",900,1927,2011
"NEW",920,1927,2011
"USA",2,1928,2011
"CAN",20,1928,2011
"CUB",40,1928,2011
"DOM",42,1928,2011
"MEX",70,1928,2011
"GUA",90,1928,2011
"HON",91,1928,2011
"SAL",92,1928,2011
"NIC",93,1928,2011
"COS",94,1928,2011
"PAN",95,1928,2011
"COL",100,1928,2011
"VEN",101,1928,2011
"ECU",130,1928,2011
"PER",135,1928,2011
"BRA",140,1928,2011
"BOL",145,1928,2011
"PAR",150,1928,2011
"CHL",155,1928,2011
"ARG",160,1928,2011
"URU",165,1928,2011
"UKG",200,1928,2011
"IRE",205,1928,2011
"NTH",210,1928,2011
"BEL",211,1928,2011
"LUX",212,1928,2011
"FRN",220,1928,2011
"SWZ",225,1928,2011
"SPN",230,1928,2011
"POR",235,1928,2011
"GMY",255,1928,2011
"POL",290,1928,2011
"AUS",305,1928,2011
"HUN",310,1928,2011
"CZE",315,1928,2011
"ITA",325,1928,2011
"ALB",339,1928,2011
"YUG",345,1928,2011
"GRC",350,1928,2011
"BUL",355,1928,2011
"ROM",360,1928,2011
"RUS",365,1928,2011
"EST",366,1928,2011
"LAT",367,1928,2011
"LIT",368,1928,2011
"FIN",375,1928,2011
"SWD",380,1928,2011
"NOR",385,1928,2011
"DEN",390,1928,2011
"LBR",450,1928,2011
"ETH",530,1928,2011
"SAF",560,1928,2011
"IRN",630,1928,2011
"TUR",640,1928,2011
"SAU",670,1928,2011
"YAR",678,1928,2011
"AFG",700,1928,2011
"CHN",710,1928,2011
"MON",712,1928,2011
"JPN",740,1928,2011
"NEP",790,1928,2011
"THI",800,1928,2011
"AUL",900,1928,2011
"NEW",920,1928,2011
"USA",2,1929,2011
"CAN",20,1929,2011
"CUB",40,1929,2011
"DOM",42,1929,2011
"MEX",70,1929,2011
"GUA",90,1929,2011
"HON",91,1929,2011
"SAL",92,1929,2011
"NIC",93,1929,2011
"COS",94,1929,2011
"PAN",95,1929,2011
"COL",100,1929,2011
"VEN",101,1929,2011
"ECU",130,1929,2011
"PER",135,1929,2011
"BRA",140,1929,2011
"BOL",145,1929,2011
"PAR",150,1929,2011
"CHL",155,1929,2011
"ARG",160,1929,2011
"URU",165,1929,2011
"UKG",200,1929,2011
"IRE",205,1929,2011
"NTH",210,1929,2011
"BEL",211,1929,2011
"LUX",212,1929,2011
"FRN",220,1929,2011
"SWZ",225,1929,2011
"SPN",230,1929,2011
"POR",235,1929,2011
"GMY",255,1929,2011
"POL",290,1929,2011
"AUS",305,1929,2011
"HUN",310,1929,2011
"CZE",315,1929,2011
"ITA",325,1929,2011
"ALB",339,1929,2011
"YUG",345,1929,2011
"GRC",350,1929,2011
"BUL",355,1929,2011
"ROM",360,1929,2011
"RUS",365,1929,2011
"EST",366,1929,2011
"LAT",367,1929,2011
"LIT",368,1929,2011
"FIN",375,1929,2011
"SWD",380,1929,2011
"NOR",385,1929,2011
"DEN",390,1929,2011
"LBR",450,1929,2011
"ETH",530,1929,2011
"SAF",560,1929,2011
"IRN",630,1929,2011
"TUR",640,1929,2011
"SAU",670,1929,2011
"YAR",678,1929,2011
"AFG",700,1929,2011
"CHN",710,1929,2011
"MON",712,1929,2011
"JPN",740,1929,2011
"NEP",790,1929,2011
"THI",800,1929,2011
"AUL",900,1929,2011
"NEW",920,1929,2011
"USA",2,1930,2011
"CAN",20,1930,2011
"CUB",40,1930,2011
"DOM",42,1930,2011
"MEX",70,1930,2011
"GUA",90,1930,2011
"HON",91,1930,2011
"SAL",92,1930,2011
"NIC",93,1930,2011
"COS",94,1930,2011
"PAN",95,1930,2011
"COL",100,1930,2011
"VEN",101,1930,2011
"ECU",130,1930,2011
"PER",135,1930,2011
"BRA",140,1930,2011
"BOL",145,1930,2011
"PAR",150,1930,2011
"CHL",155,1930,2011
"ARG",160,1930,2011
"URU",165,1930,2011
"UKG",200,1930,2011
"IRE",205,1930,2011
"NTH",210,1930,2011
"BEL",211,1930,2011
"LUX",212,1930,2011
"FRN",220,1930,2011
"SWZ",225,1930,2011
"SPN",230,1930,2011
"POR",235,1930,2011
"GMY",255,1930,2011
"POL",290,1930,2011
"AUS",305,1930,2011
"HUN",310,1930,2011
"CZE",315,1930,2011
"ITA",325,1930,2011
"ALB",339,1930,2011
"YUG",345,1930,2011
"GRC",350,1930,2011
"BUL",355,1930,2011
"ROM",360,1930,2011
"RUS",365,1930,2011
"EST",366,1930,2011
"LAT",367,1930,2011
"LIT",368,1930,2011
"FIN",375,1930,2011
"SWD",380,1930,2011
"NOR",385,1930,2011
"DEN",390,1930,2011
"LBR",450,1930,2011
"ETH",530,1930,2011
"SAF",560,1930,2011
"IRN",630,1930,2011
"TUR",640,1930,2011
"SAU",670,1930,2011
"YAR",678,1930,2011
"AFG",700,1930,2011
"CHN",710,1930,2011
"MON",712,1930,2011
"JPN",740,1930,2011
"NEP",790,1930,2011
"THI",800,1930,2011
"AUL",900,1930,2011
"NEW",920,1930,2011
"USA",2,1931,2011
"CAN",20,1931,2011
"CUB",40,1931,2011
"DOM",42,1931,2011
"MEX",70,1931,2011
"GUA",90,1931,2011
"HON",91,1931,2011
"SAL",92,1931,2011
"NIC",93,1931,2011
"COS",94,1931,2011
"PAN",95,1931,2011
"COL",100,1931,2011
"VEN",101,1931,2011
"ECU",130,1931,2011
"PER",135,1931,2011
"BRA",140,1931,2011
"BOL",145,1931,2011
"PAR",150,1931,2011
"CHL",155,1931,2011
"ARG",160,1931,2011
"URU",165,1931,2011
"UKG",200,1931,2011
"IRE",205,1931,2011
"NTH",210,1931,2011
"BEL",211,1931,2011
"LUX",212,1931,2011
"FRN",220,1931,2011
"SWZ",225,1931,2011
"SPN",230,1931,2011
"POR",235,1931,2011
"GMY",255,1931,2011
"POL",290,1931,2011
"AUS",305,1931,2011
"HUN",310,1931,2011
"CZE",315,1931,2011
"ITA",325,1931,2011
"ALB",339,1931,2011
"YUG",345,1931,2011
"GRC",350,1931,2011
"BUL",355,1931,2011
"ROM",360,1931,2011
"RUS",365,1931,2011
"EST",366,1931,2011
"LAT",367,1931,2011
"LIT",368,1931,2011
"FIN",375,1931,2011
"SWD",380,1931,2011
"NOR",385,1931,2011
"DEN",390,1931,2011
"LBR",450,1931,2011
"ETH",530,1931,2011
"SAF",560,1931,2011
