tstamp	tyear	pow
200202120550   42.24306   3840
200202120555   42.24653   3383
200202120600   42.25000   3094
200202120605   42.25347   3056
200202120610   42.25694   3452
200202120615   42.26042   3277
200202120620   42.26389   3901
200202120625   42.26736   4602
200202120630   42.27083   5372
200202120635   42.27431   4961
200202120640   42.27778   3558
200202120645   42.28125   3467
200202120650   42.28472   3330
200202120655   42.28819   2591
200202120700   42.29167   1798
200202120705   42.29514   1006
200202120710   42.29861    526
200202120715   42.30208    511
200202120720   42.30556    312
200202120725   42.30903      0
200202120730   42.31250      8
200202120735   42.31597     15
200202120740   42.31944     15
200202120745   42.32292     15
200202120750   42.32639      0
200202120755   42.32986      0
200202120800   42.33333      0
200202120805   42.33681      0
200202120810   42.34028      0
200202120815   42.34375      0
200202120820   42.34722      0
200202120825   42.35069      0
200202120830   42.35417     76
200202120835   42.35764    175
200202120840   42.36111    518
200202120845   42.36458   2034
200202120850   42.36806   2781
200202120855   42.37153   2385
200202120900   42.37500   1814
200202120905   42.37847   1600
200202120910   42.38194   2149
200202120915   42.38542   2355
200202120920   42.38889   2629
200202120925   42.39236   3581
200202120930   42.39583   3124
200202120935   42.39931   3040
200202120940   42.40278   2271
200202120945   42.40625   1615
200202120950   42.40972   1014
200202120955   42.41319    663
200202121000   42.41667    899
200202121005   42.42014    869
200202121010   42.42361    991
200202121015   42.42708    800
200202121020   42.43056    815
200202121025   42.43403    701
200202121030   42.43750    549
200202121035   42.44097    343
200202121040   42.44444      0
200202121045   42.44792      0
200202121050   42.45139      0
200202121055   42.45486      8
200202121100   42.45833     15
200202121105   42.46181     23
200202121110   42.46528     15
200202121115   42.46875     15
200202121120   42.47222     15
200202121125   42.47569     15
200202121130   42.47917     15
200202121135   42.48264    130
200202121140   42.48611    815
200202121145   42.48958   1753
200202121150   42.49306   2667
200202121155   42.49653   2964
200202121200   42.50000   4160
200202121205   42.50347   2789
200202121210   42.50694   2621
200202121215   42.51042   2195
200202121220   42.51389   3086
200202121225   42.51736   6835
200202121230   42.52083   5928
200202121235   42.52431   4100
200202121240   42.52778   3360
200202121245   42.53125   2972
200202121250   42.53472   3101
200202121255   42.53819   3178
200202121300   42.54167   3558
200202121305   42.54514   4564
200202121310   42.54861   5540
200202121315   42.55208   6805
200202121320   42.55556   7452
200202121325   42.55903   8245
200202121330   42.56250   9670
200202121335   42.56597  11560
200202121340   42.56944  11521
200202121345   42.57292  12520
200202121350   42.57639  14432
200202121355   42.57986  16292
200202121400   42.58333  16391
200202121405   42.58681  16360
200202121410   42.59028  16307
200202121415   42.59375  15659
200202121420   42.59722  15911
200202121425   42.60069  15606
200202121430   42.60417  15735
200202121435   42.60764  15316
200202121440   42.61111  16116
200202121445   42.61458  15827
200202121450   42.61806  14928
200202121455   42.62153  16078
200202121500   42.62500  16962
200202121505   42.62847  16741
200202121510   42.63194  15979
200202121515   42.63542  16185
200202121520   42.63889  17480
200202121525   42.64236  17130
200202121530   42.64583  17686
200202121535   42.64931  18555
200202121540   42.65278  18890
200202121545   42.65625  18204
200202121550   42.65972  18044
200202121555   42.66319  18197
200202121600   42.66667  18433
200202121605   42.67014  18471
200202121610   42.67361  18296
200202121615   42.67708  17998
200202121620   42.68056  18098
200202121625   42.68403  18021
200202121630   42.68750  17869
200202121635   42.69097  17953
200202121640   42.69444  18631
200202121645   42.69792  18448
200202121650   42.70139  18402
200202121655   42.70486  15370
200202121700   42.70833  16314
200202121705   42.71181  16596
200202121710   42.71528  17915
200202121715   42.71875  17945
200202121720   42.72222  17023
200202121725   42.72569  17976
200202121730   42.72917  18242
200202121735   42.73264  17922
200202121740   42.73611  17511
200202121745   42.73958  17953
200202121750   42.74306  17602
200202121755   42.74653  17168
200202121800   42.75000  16703
200202121805   42.75347  16619
200202121810   42.75694  16292
200202121815   42.76042  15651
200202121820   42.76389  14790
200202121825   42.76736  15347
200202121830   42.77083  15911
200202121835   42.77431  15918
200202121840   42.77778  15568
200202121845   42.78125  16299
200202121850   42.78472  16947
200202121855   42.78819  17503
200202121900   42.79167  17366
200202121905   42.79514  15872
200202121910   42.79861  15530
200202121915   42.80208  15118
200202121920   42.80556  14600
200202121925   42.80903  13686
200202121930   42.81250  13579
200202121935   42.81597  13602
200202121940   42.81944  14646
200202121945   42.82292  13861
200202121950   42.82639  12558
200202121955   42.82986  11651
200202122000   42.83333  11872
200202122005   42.83681  10996
200202122010   42.84028   9502
200202122015   42.84375   8816
200202122020   42.84722   8931
200202122025   42.85069   8420
200202122030   42.85417   9898
200202122035   42.85764  11095
200202122040   42.86111  10295
200202122045   42.86458  10378
200202122050   42.86806   9754
200202122055   42.87153   8725
200202122100   42.87500   7742
200202122105   42.87847   7391
200202122110   42.88194   7277
200202122115   42.88542   6873
200202122120   42.88889   6995
200202122125   42.89236   5768
200202122130   42.89583   5349
200202122135   42.89931   5342
200202122140   42.90278   5060
200202122145   42.90625   4724
200202122150   42.90972   4260
200202122155   42.91319   3612
200202122200   42.91667   3383
200202122205   42.92014   3658
200202122210   42.92361   3871
200202122215   42.92708   3711
200202122220   42.93056   2698
200202122225   42.93403   2172
200202122230   42.93750   1676
200202122235   42.94097   1623
200202122240   42.94444   1821
200202122245   42.94792   1684
200202122250   42.95139   2614
200202122255   42.95486   4435
200202122300   42.95833   4747
200202122305   42.96181   5037
200202122310   42.96528   5227
200202122315   42.96875   4945
200202122320   42.97222   4382
200202122325   42.97569   3574
200202122330   42.97917   3300
200202122335   42.98264   2819
200202122340   42.98611   2347
200202122345   42.98958   1920
200202122350   42.99306   1349
200202122355   42.99653    884
200202130000   43.00000    724
200202130005   43.00347    968
200202130010   43.00694   1082
200202130015   43.01042    922
200202130020   43.01389    693
200202130025   43.01736    815
200202130030   43.02083    678
200202130035   43.02431    411
200202130040   43.02778    267
200202130045   43.03125    130
200202130050   43.03472      0
200202130055   43.03819      0
200202130100   43.04167      0
200202130105   43.04514     69
200202130110   43.04861    206
200202130115   43.05208    396
200202130120   43.05556    381
200202130125   43.05903    358
200202130130   43.06250    358
200202130135   43.06597    282
200202130140   43.06944    259
200202130145   43.07292    221
200202130150   43.07639    190
200202130155   43.07986     84
200202130200   43.08333      0
200202130205   43.08681      0
200202130210   43.09028      0
200202130215   43.09375     15
200202130220   43.09722     15
200202130225   43.10069     15
200202130230   43.10417     15
200202130235   43.10764     15
200202130240   43.11111     15
200202130245   43.11458     15
200202130250   43.11806     15
200202130255   43.12153     15
200202130300   43.12500     15
200202130305   43.12847     15
200202130310   43.13194     15
200202130315   43.13542     15
200202130320   43.13889     15
200202130325   43.14236     15
200202130330   43.14583     15
200202130335   43.14931     15
200202130340   43.15278     15
200202130345   43.15625     15
200202130350   43.15972     15
200202130355   43.16319     15
200202130400   43.16667     15
200202130405   43.17014     15
200202130410   43.17361     15
200202130415   43.17708     15
200202130420   43.18056     15
200202130425   43.18403    297
200202130430   43.18750     15
200202130435   43.19097     15
200202130440   43.19444     15
200202130445   43.19792     15
200202130450   43.20139     15
200202130455   43.20486     15
200202130500   43.20833     15
200202130505   43.21181     15
200202130510   43.21528     15
200202130515   43.21875     15
200202130520   43.22222     15
200202130525   43.22569     15
200202130530   43.22917     15
200202130535   43.23264     15
200202130540   43.23611     15
200202130545   43.23958     15
200202130550   43.24306     15
200202130555   43.24653     15
200202130600   43.25000     15
200202130605   43.25347     15
200202130610   43.25694     15
200202130615   43.26042     15
200202130620   43.26389     15
200202130625   43.26736     15
200202130630   43.27083     15
200202130635   43.27431     15
200202130640   43.27778     15
200202130645   43.28125     15
200202130650   43.28472     15
200202130655   43.28819     15
200202130700   43.29167     15
200202130705   43.29514     15
200202130710   43.29861     15
200202130715   43.30208     15
200202130720   43.30556     15
200202130725   43.30903     15
200202130730   43.31250     15
200202130735   43.31597     15
200202130740   43.31944     15
200202130745   43.32292     15
200202130750   43.32639     15
200202130755   43.32986     15
200202130800   43.33333     15
200202130805   43.33681     15
200202130810   43.34028     15
200202130815   43.34375     15
200202130820   43.34722     15
200202130825   43.35069     15
200202130830   43.35417     15
200202130835   43.35764     15
200202130840   43.36111     15
200202130845   43.36458     15
200202130850   43.36806     15
200202130855   43.37153     15
200202130900   43.37500     15
200202130905   43.37847     15
200202130910   43.38194     15
200202130915   43.38542     15
200202130920   43.38889     15
200202130925   43.39236     15
200202130930   43.39583     15
200202130935   43.39931     15
200202130940   43.40278     15
200202130945   43.40625     15
200202130950   43.40972     15
200202130955   43.41319     15
200202131000   43.41667      0
200202131005   43.42014      0
200202131010   43.42361    251
200202131015   43.42708    678
200202131020   43.43056    602
200202131025   43.43403    853
200202131030   43.43750   1326
200202131035   43.44097   1318
200202131040   43.44444   1867
200202131045   43.44792   2438
200202131050   43.45139   2377
200202131055   43.45486   2858
200202131100   43.45833   3749
200202131105   43.46181   4458
200202131110   43.46528   4473
200202131115   43.46875   3726
200202131120   43.47222   3856
200202131125   43.47569   3795
200202131130   43.47917   3132
200202131135   43.48264   3261
200202131140   43.48611   3665
200202131145   43.48958   3452
200202131150   43.49306   3292
200202131155   43.49653   5867
200202131200   43.50000   6294
200202131205   43.50347   6591
200202131210   43.50694   7270
200202131215   43.51042   5243
200202131220   43.51389   4671
200202131225   43.51736   5441
200202131230   43.52083   5715
200202131235   43.52431   6721
200202131240   43.52778   6439
200202131245   43.53125   7330
200202131250   43.53472   6805
200202131255   43.53819   6317
200202131300   43.54167   6203
200202131305   43.54514   6187
200202131310   43.54861   6233
200202131315   43.55208   5517
200202131320   43.55556   6309
200202131325   43.55903   6980
200202131330   43.56250   6477
200202131335   43.56597   5928
200202131340   43.56944   4808
200202131345   43.57292   4450
200202131350   43.57639   4359
200202131355   43.57986   4107
200202131400   43.58333   3353
200202131405   43.58681   4900
200202131410   43.59028   4824
200202131415   43.59375   5121
200202131420   43.59722   4991
200202131425   43.60069   4907
200202131430   43.60417   4679
200202131435   43.60764   4542
200202131440   43.61111   3833
200202131445   43.61458   3680
200202131450   43.61806   4092
200202131455   43.62153   2606
200202131500   43.62500   2484
200202131505   43.62847   2736
200202131510   43.63194   3353
200202131515   43.63542   3879
200202131520   43.63889   4328
200202131525   43.64236   3780
200202131530   43.64583   3025
200202131535   43.64931   2202
200202131540   43.65278   1890
200202131545   43.65625   2568
200202131550   43.65972   2499
200202131555   43.66319   1585
200202131600   43.66667   1554
200202131605   43.67014   2073
200202131610   43.67361   2103
200202131615   43.67708   1654
200202131620   43.68056   1341
200202131625   43.68403   1234
200202131630   43.68750   1044
200202131635   43.69097    800
200202131640   43.69444   1059
200202131645   43.69792   1166
200202131650   43.70139   1349
200202131655   43.70486    876
200202131700   43.70833    724
200202131705   43.71181   1219
200202131710   43.71528   2134
200202131715   43.71875   3040
200202131720   43.72222   3620
200202131725   43.72569   3680
200202131730   43.72917   2819
200202131735   43.73264   2294
200202131740   43.73611   2027
200202131745   43.73958   1753
200202131750   43.74306   1516
200202131755   43.74653   1722
200202131800   43.75000   2034
200202131805   43.75347   2096
200202131810   43.75694   2301
200202131815   43.76042   2736
200202131820   43.76389   2629
200202131825   43.76736   2819
200202131830   43.77083   3635
200202131835   43.77431   3589
200202131840   43.77778   3741
200202131845   43.78125   4031
200202131850   43.78472   4275
200202131855   43.78819   4808
200202131900   43.79167   5723
200202131905   43.79514   7148
200202131910   43.79861   7315
200202131915   43.80208   7795
200202131920   43.80556   7597
200202131925   43.80903   6340
200202131930   43.81250   5342
200202131935   43.81597   4945
200202131940   43.81944   4542
200202131945   43.82292   5235
200202131950   43.82639   4869
200202131955   43.82986   4717
200202132000   43.83333   4214
200202132005   43.83681   4062
200202132010   43.84028   4572
200202132015   43.84375   4183
200202132020   43.84722   3757
200202132025   43.85069   4062
200202132030   43.85417   4351
200202132035   43.85764   4724
200202132040   43.86111   4214
200202132045   43.86458   3292
200202132050   43.86806   2995
200202132055   43.87153   2964
200202132100   43.87500   3223
200202132105   43.87847   3117
200202132110   43.88194   2156
200202132115   43.88542   1798
200202132120   43.88889   1036
200202132125   43.89236    282
200202132130   43.89583      0
200202132135   43.89931      0
200202132140   43.90278     15
200202132145   43.90625      0
200202132150   43.90972      8
200202132155   43.91319    221
200202132200   43.91667    488
200202132205   43.92014   1158
200202132210   43.92361   1212
200202132215   43.92708    732
200202132220   43.93056    762
200202132225   43.93403    983
200202132230   43.93750   1539
200202132235   43.94097   1547
200202132240   43.94444   1052
200202132245   43.94792    876
200202132250   43.95139    876
200202132255   43.95486    533
200202132300   43.95833    495
200202132305   43.96181    511
200202132310   43.96528    427
200202132315   43.96875    213
200202132320   43.97222    152
200202132325   43.97569      8
200202132330   43.97917      0
200202132335   43.98264      0
200202132340   43.98611      0
200202132345   43.98958      0
200202132350   43.99306    282
200202132355   43.99653    732
200202140000   44.00000    671
200202140005   44.00347    587
200202140010   44.00694    503
200202140015   44.01042    472
200202140020   44.01389    114
200202140025   44.01736      0
200202140030   44.02083     15
200202140035   44.02431     15
200202140040   44.02778     15
200202140045   44.03125      8
200202140050   44.03472      8
200202140055   44.03819      8
200202140100   44.04167     15
200202140105   44.04514     15
200202140110   44.04861      0
200202140115   44.05208      0
200202140120   44.05556      0
200202140125   44.05903      0
200202140130   44.06250      0
200202140135   44.06597      0
200202140140   44.06944      0
200202140145   44.07292     30
200202140150   44.07639      0
200202140155   44.07986      0
200202140200   44.08333      0
200202140205   44.08681      0
200202140210   44.09028     15
200202140215   44.09375     15
200202140220   44.09722     15
200202140225   44.10069     15
200202140230   44.10417     15
200202140235   44.10764     15
200202140240   44.11111     15
200202140245   44.11458     15
200202140250   44.11806     15
200202140255   44.12153     15
200202140300   44.12500     15
200202140305   44.12847     15
200202140310   44.13194     15
200202140315   44.13542     15
200202140320   44.13889     15
200202140325   44.14236     15
200202140330   44.14583     15
200202140335   44.14931     15
200202140340   44.15278     15
200202140345   44.15625     15
200202140350   44.15972     15
200202140355   44.16319     15
200202140400   44.16667     15
200202140405   44.17014     15
200202140410   44.17361     15
200202140415   44.17708     15
200202140420   44.18056     15
200202140425   44.18403      0
200202140430   44.18750     15
200202140435   44.19097     15
200202140440   44.19444     15
200202140445   44.19792     15
200202140450   44.20139     15
200202140455   44.20486     15
200202140500   44.20833     15
200202140505   44.21181     15
200202140510   44.21528     15
200202140515   44.21875     15
200202140520   44.22222     15
200202140525   44.22569     15
200202140530   44.22917     15
200202140535   44.23264     15
200202140540   44.23611     15
200202140545   44.23958     15
200202140550   44.24306     15
200202140555   44.24653     15
200202140600   44.25000     15
200202140605   44.25347     15
200202140610   44.25694     15
200202140615   44.26042     15
200202140620   44.26389     15
200202140625   44.26736     15
200202140630   44.27083     15
200202140635   44.27431     15
200202140640   44.27778     15
200202140645   44.28125     23
200202140650   44.28472     15
200202140655   44.28819      0
200202140700   44.29167      8
200202140705   44.29514      8
200202140710   44.29861      0
200202140715   44.30208      0
200202140720   44.30556      0
200202140725   44.30903     69
200202140730   44.31250     38
200202140735   44.31597     69
200202140740   44.31944    198
200202140745   44.32292    404
200202140750   44.32639    617
200202140755   44.32986    899
200202140800   44.33333   1074
200202140805   44.33681    732
200202140810   44.34028    716
200202140815   44.34375    579
200202140820   44.34722    587
200202140825   44.35069    968
200202140830   44.35417   1212
200202140835   44.35764   1234
200202140840   44.36111   1052
200202140845   44.36458   1112
200202140850   44.36806   1593
200202140855   44.37153   1859
200202140900   44.37500   1897
200202140905   44.37847   1257
200202140910   44.38194   1288
200202140915   44.38542   1158
200202140920   44.38889    975
200202140925   44.39236   1067
200202140930   44.39583   1044
200202140935   44.39931   1356
200202140940   44.40278   1913
200202140945   44.40625   2393
200202140950   44.40972   2484
200202140955   44.41319   2865
200202141000   44.41667   4046
200202141005   44.42014   5494
200202141010   44.42361   5342
200202141015   44.42708   5669
200202141020   44.43056   5547
200202141025   44.43403   5182
200202141030   44.43750   5258
200202141035   44.44097   5715
200202141040   44.44444   6058
200202141045   44.44792   7231
200202141050   44.45139   6988
200202141055   44.45486   6797
200202141100   44.45833   6210
200202141105   44.46181   6126
200202141110   44.46528   6058
200202141115   44.46875   6027
200202141120   44.47222   5654
200202141125   44.47569   5136
200202141130   44.47917   4892
200202141135   44.48264   4732
200202141140   44.48611   4747
200202141145   44.48958   4831
200202141150   44.49306   5304
200202141155   44.49653   5456
200202141200   44.50000   5753
200202141205   44.50347   6264
200202141210   44.50694   5684
200202141215   44.51042   6485
200202141220   44.51389   6782
200202141225   44.51736   6637
200202141230   44.52083   6690
200202141235   44.52431   6332
200202141240   44.52778   6538
200202141245   44.53125   5456
200202141250   44.53472   5037
200202141255   44.53819   6530
200202141300   44.54167   8115
200202141305   44.54514   6942
200202141310   44.54861   6698
200202141315   44.55208   7376
200202141320   44.55556   7460
200202141325   44.55903   9228
200202141330   44.56250   9540
200202141335   44.56597  11019
200202141340   44.56944   8794
200202141345   44.57292   6050
200202141350   44.57639   5768
200202141355   44.57986   8687
200202141400   44.58333   8892
200202141405   44.58681   7696
200202141410   44.59028   6027
200202141415   44.59375   6111
200202141420   44.59722   6614
200202141425   44.60069   7963
200202141430   44.60417   8268
200202141435   44.60764   8443
200202141440   44.61111   7917
200202141445   44.61458   6934
200202141450   44.61806   6408
200202141455   44.62153   5784
200202141500   44.62500   4153
200202141505   44.62847   3254
200202141510   44.63194   4686
200202141515   44.63542  10630
200202141520   44.63889   9761
200202141525   44.64236   7475
200202141530   44.64583   6759
200202141535   44.64931   6104
200202141540   44.65278   6035
200202141545   44.65625   6027
200202141550   44.65972   7071
200202141555   44.66319   7239
200202141600   44.66667   6660
200202141605   44.67014   3330
200202141610   44.67361   2713
200202141615   44.67708   3482
200202141620   44.68056   7422
200202141625   44.68403   8123
200202141630   44.68750   5654
200202141635   44.69097   5258
200202141640   44.69444   4884
200202141645   44.69792   7422
200202141650   44.70139   6119
200202141655   44.70486   4359
200202141700   44.70833   4442
200202141705   44.71181   4663
200202141710   44.71528   5441
200202141715   44.71875   6782
200202141720   44.72222   8626
200202141725   44.72569   9952
200202141730   44.72917   9502
200202141735   44.73264   9418
200202141740   44.73611   9304
200202141745   44.73958   8702
200202141750   44.74306   9334
200202141755   44.74653   6629
200202141800   44.75000   7125
200202141805   44.75347   7140
200202141810   44.75694   7361
200202141815   44.76042   8862
200202141820   44.76389   6637
200202141825   44.76736   5403
200202141830   44.77083   4984
200202141835   44.77431   4503
200202141840   44.77778   4115
200202141845   44.78125   3909
200202141850   44.78472   3444
200202141855   44.78819   3307
200202141900   44.79167   3010
200202141905   44.79514   3246
200202141910   44.79861   3650
200202141915   44.80208   3330
200202141920   44.80556   3520
200202141925   44.80903   4115
200202141930   44.81250   3871
200202141935   44.81597   2858
200202141940   44.81944   2027
200202141945   44.82292   1501
200202141950   44.82639   1029
200202141955   44.82986    785
200202142000   44.83333    914
200202142005   44.83681   1897
200202142010   44.84028   2827
200202142015   44.84375   3757
200202142020   44.84722   4351
200202142025   44.85069   4694
200202142030   44.85417   5593
200202142035   44.85764   6233
200202142040   44.86111   5616
200202142045   44.86458   4747
200202142050   44.86806   5075
200202142055   44.87153   5235
200202142100   44.87500   5410
200202142105   44.87847   5921
200202142110   44.88194   6454
200202142115   44.88542   5723
200202142120   44.88889   5639
200202142125   44.89236   6264
200202142130   44.89583   7102
200202142135   44.89931   7544
200202142140   44.90278   8146
200202142145   44.90625   8862
200202142150   44.90972   9563
200202142155   44.91319   9594
200202142200   44.91667   8801
200202142205   44.92014   8877
200202142210   44.92361   8634
200202142215   44.92708   8321
200202142220   44.93056   8153
200202142225   44.93403   8618
200202142230   44.93750   7963
200202142235   44.94097   7841
200202142240   44.94444   8138
200202142245   44.94792   8306
200202142250   44.95139   8199
200202142255   44.95486   8915
200202142300   44.95833   8961
200202142305   44.96181   8915
200202142310   44.96528   7993
200202142315   44.96875   7955
200202142320   44.97222   7795
200202142325   44.97569   7643
200202142330   44.97917   7689
200202142335   44.98264   7323
200202142340   44.98611   7544
200202142345   44.98958   7056
200202142350   44.99306   7346
200202142355   44.99653   7689
200202150000   45.00000   7826
200202150005   45.00347   7826
200202150010   45.00694   7795
200202150015   45.01042   7277
200202150020   45.01389   7064
200202150025   45.01736   7368
200202150030   45.02083   8047
200202150035   45.02431   8816
200202150040   45.02778   9296
200202150045   45.03125  10135
200202150050   45.03472  10378
200202150055   45.03819  10866
200202150100   45.04167  11041
200202150105   45.04514  11011
200202150110   45.04861  11194
200202150115   45.05208  10767
200202150120   45.05556  10340
200202150125   45.05903  10622
200202150130   45.06250  10996
200202150135   45.06597  10813
200202150140   45.06944  10203
200202150145   45.07292   9868
200202150150   45.07639  10478
200202150155   45.07986  10401
200202150200   45.08333  10782
200202150205   45.08681  10287
200202150210   45.09028   9731
200202150215   45.09375  10447
200202150220   45.09722  10759
200202150225   45.10069  10462
200202150230   45.10417  11118
200202150235   45.10764  12238
200202150240   45.11111  12504
200202150245   45.11458  11948
200202150250   45.11806  12222
200202150255   45.12153  11956
200202150300   45.12500  12154
200202150305   45.12847  11796
200202150310   45.13194  11529
200202150315   45.13542  10752
200202150320   45.13889   9380
200202150325   45.14236   7955
200202150330   45.14583   8367
200202150335   45.14931   9418
200202150340   45.15278  10874
200202150345   45.15625   9373
200202150350   45.15972   8153
200202150355   45.16319   7384
200202150400   45.16667   6142
200202150405   45.17014   6088
200202150410   45.17361   6576
200202150415   45.17708   6096
200202150420   45.18056   7110
200202150425   45.18403   7414
200202150430   45.18750   8717
200202150435   45.19097   9228
200202150440   45.19444   9472
200202150445   45.19792   8992
200202150450   45.20139   9746
200202150455   45.20486   9373
200202150500   45.20833   9487
200202150505   45.21181  10508
200202150510   45.21528  10828
200202150515   45.21875  10028
200202150520   45.22222   9106
200202150525   45.22569   8763
200202150530   45.22917   9784
200202150535   45.23264   9586
200202150540   45.23611   9556
200202150545   45.23958   9228
200202150550   45.24306   9060
200202150555   45.24653   9083
200202150600   45.25000   9144
200202150605   45.25347   8832
200202150610   45.25694   8298
200202150615   45.26042   8946
200202150620   45.26389  10356
200202150625   45.26736  10775
200202150630   45.27083   9693
200202150635   45.27431   8870
200202150640   45.27778   7574
200202150645   45.28125   7010
200202150650   45.28472   7148
200202150655   45.28819   7483
200202150700   45.29167   7719
200202150705   45.29514   7483
200202150710   45.29861   7368
200202150715   45.30208   7498
200202150720   45.30556   7597
200202150725   45.30903   8275
200202150730   45.31250   8108
200202150735   45.31597   8618
200202150740   45.31944   8595
200202150745   45.32292   9289
200202150750   45.32639   9205
200202150755   45.32986   9045
200202150800   45.33333   8778
200202150805   45.33681   7620
200202150810   45.34028   6248
200202150815   45.34375   6043
200202150820   45.34722   7308
200202150825   45.35069   6599
200202150830   45.35417   5730
200202150835   45.35764   5395
200202150840   45.36111   5692
200202150845   45.36458   5639
200202150850   45.36806   5296
200202150855   45.37153   4945
200202150900   45.37500   4542
200202150905   45.37847   4595
200202150910   45.38194   3856
200202150915   45.38542   4442
200202150920   45.38889   5471
200202150925   45.39236   4968
200202150930   45.39583   3620
200202150935   45.39931   4328
200202150940   45.40278   4633
200202150945   45.40625   4153
200202150950   45.40972   4115
200202150955   45.41319   4496
200202151000   45.41667   4320
200202151005   45.42014   5753
200202151010   45.42361   7110
200202151015   45.42708   9121
200202151020   45.43056   8900
200202151025   45.43403   6789
200202151030   45.43750   5197
200202151035   45.44097   4229
200202151040   45.44444   3757
200202151045   45.44792   4427
200202151050   45.45139   5357
200202151055   45.45486   4900
200202151100   45.45833   5509
200202151105   45.46181   5837
200202151110   45.46528   7026
200202151115   45.46875   6949
200202151120   45.47222   6248
200202151125   45.47569   6286
200202151130   45.47917   6652
200202151135   45.48264   6325
200202151140   45.48611   6348
200202151145   45.48958   8275
200202151150   45.49306   9959
200202151155   45.49653  10173
200202151200   45.50000   8923
200202151205   45.50347   7376
200202151210   45.50694   6988
200202151215   45.51042   8352
200202151220   45.51389   8390
200202151225   45.51736   9365
200202151230   45.52083   9571
200202151235   45.52431   7902
200202151240   45.52778   7117
200202151245   45.53125   7079
200202151250   45.53472   8702
200202151255   45.53819   8428
200202151300   45.54167   7559
200202151305   45.54514   7087
200202151310   45.54861   7986
200202151315   45.55208   8595
200202151320   45.55556   7734
200202151325   45.55903   7689
200202151330   45.56250   8047
200202151335   45.56597   8915
200202151340   45.56944   8862
200202151345   45.57292   8481
200202151350   45.57639   9434
200202151355   45.57986  10927
200202151400   45.58333  12154
200202151405   45.58681  12108
200202151410   45.59028  10546
200202151415   45.59375   9136
200202151420   45.59722   7368
200202151425   45.60069   6378
200202151430   45.60417   5898
200202151435   45.60764   5281
200202151440   45.61111   4656
200202151445   45.61458   3955
200202151450   45.61806   3033
200202151455   45.62153   2949
200202151500   45.62500   3528
200202151505   45.62847   4442
200202151510   45.63194   5624
200202151515   45.63542   6050
200202151520   45.63889   5357
200202151525   45.64236   4046
200202151530   45.64583   3078
200202151535   45.64931   2195
200202151540   45.65278   1844
200202151545   45.65625   1699
200202151550   45.65972   2073
200202151555   45.66319   1615
200202151600   45.66667   1219
200202151605   45.67014   1265
200202151610   45.67361   2004
200202151615   45.67708   2774
200202151620   45.68056   3307
200202151625   45.68403   3246
200202151630   45.68750   2659
200202151635   45.69097   2362
200202151640   45.69444   2088
200202151645   45.69792   1814
200202151650   45.70139   1486
200202151655   45.70486   1227
200202151700   45.70833   1547
200202151705   45.71181   1676
200202151710   45.71528    808
200202151715   45.71875    617
200202151720   45.72222    945
200202151725   45.72569    823
200202151730   45.72917    777
200202151735   45.73264    945
200202151740   45.73611    617
200202151745   45.73958    640
200202151750   45.74306   1021
200202151755   45.74653   1478
200202151800   45.75000   1836
200202151805   45.75347   1516
200202151810   45.75694   1219
200202151815   45.76042    853
200202151820   45.76389    937
200202151825   45.76736   1174
200202151830   45.77083   2438
200202151835   45.77431   3353
200202151840   45.77778   2957
200202151845   45.78125   2324
200202151850   45.78472   2789
200202151855   45.78819   2438
200202151900   45.79167   2316
200202151905   45.79514   2652
200202151910   45.79861   2659
200202151915   45.80208   1516
200202151920   45.80556    770
200202151925   45.80903   1265
200202151930   45.81250   1890
200202151935   45.81597   3109
200202151940   45.81944   3117
200202151945   45.82292   3376
200202151950   45.82639   3444
200202151955   45.82986   2240
200202152000   45.83333    465
200202152005   45.83681      0
200202152010   45.84028     46
200202152015   45.84375    747
200202152020   45.84722   1318
200202152025   45.85069   1844
200202152030   45.85417   3414
200202152035   45.85764   4389
200202152040   45.86111   3040
200202152045   45.86458   2568
200202152050   45.86806   1974
200202152055   45.87153   2096
200202152100   45.87500   2416
200202152105   45.87847   2629
200202152110   45.88194   2873
200202152115   45.88542   1829
200202152120   45.88889   1242
200202152125   45.89236   1646
200202152130   45.89583   1174
200202152135   45.89931    678
200202152140   45.90278    183
200202152145   45.90625    168
200202152150   45.90972    518
200202152155   45.91319   1189
200202152200   45.91667   1364
200202152205   45.92014   1836
200202152210   45.92361   2042
200202152215   45.92708   1981
200202152220   45.93056   1554
200202152225   45.93403    526
200202152230   45.93750    221
200202152235   45.94097    968
200202152240   45.94444   1753
200202152245   45.94792   1219
200202152250   45.95139   1562
200202152255   45.95486   1722
200202152300   45.95833   2126
200202152305   45.96181   3543
200202152310   45.96528   4336
200202152315   45.96875   3261
200202152320   45.97222   2073
200202152325   45.97569   1836
200202152330   45.97917   1654
200202152335   45.98264   2438
200202152340   45.98611   3421
200202152345   45.98958   4488
200202152350   45.99306   5586
200202152355   45.99653   4930
200202160000   46.00000   4442
200202160005   46.00347   3460
200202160010   46.00694   2012
200202160015   46.01042   1615
200202160020   46.01389   1890
200202160025   46.01736   3040
200202160030   46.02083   3475
200202160035   46.02431   3734
200202160040   46.02778   5220
200202160045   46.03125   7300
200202160050   46.03472   9144
200202160055   46.03819   8847
200202160100   46.04167   8047
200202160105   46.04514   6469
200202160110   46.04861   5631
200202160115   46.05208   5624
200202160120   46.05556   5730
200202160125   46.05903   5997
