    date      Mkt-RF     SMB     HML      RF
19660204    0.58   -0.12    0.48   0.018
19660207    0.36    0.21    0.27   0.018
19660208   -0.04   -0.26    0.13   0.018
19660209    0.56    0.61   -0.01   0.018
19660210   -0.17    0.44    0.02   0.018
19660211    0.01    0.45    0.04   0.018
19660214   -0.08    0.33    0.14   0.018
19660215   -0.42    0.00    0.29   0.018
19660216    0.02    0.39   -0.13   0.018
19660217   -0.51    0.21   -0.35   0.018
19660218   -0.22    0.53    0.15   0.018
19660221   -0.54    0.36   -0.08   0.018
19660223   -0.43    0.23   -0.15   0.018
19660224   -0.53    0.13    0.24   0.018
19660225    0.32    0.41   -0.09   0.018
19660228    0.16    0.86   -0.08   0.018
19660301   -1.28   -0.12   -0.25   0.016
19660302   -1.02   -0.09   -0.13   0.016
19660303    0.39    0.61    0.19   0.016
19660304   -0.28    0.32   -0.37   0.016
19660307   -1.28   -0.35   -0.13   0.016
19660308    0.03   -0.47   -0.29   0.016
19660309    0.87    0.43   -0.16   0.016
19660310   -0.02   -0.25   -0.26   0.016
19660311   -0.08    0.30    0.28   0.016
19660314   -1.11   -0.26   -0.43   0.016
19660315   -0.75   -1.16   -0.28   0.016
19660316    0.54   -0.04    0.03   0.016
19660317    0.30   -0.11    0.35   0.016
19660318    0.48    0.22    0.50   0.016
19660321    0.82    0.46    0.56   0.016
19660322    0.29    0.10    0.06   0.016
19660323   -0.33    0.41   -0.46   0.016
19660324    0.18    0.35   -0.53   0.016
19660325    0.33    0.40   -0.48   0.016
19660328    0.20    0.51    0.48   0.016
19660329   -0.42   -0.14   -0.30   0.016
19660330   -0.86   -0.03   -0.19   0.016
19660331    0.54   -0.07   -0.32   0.016
19660401    0.76   -0.16    0.20   0.017
19660404    0.90   -0.08    0.66   0.017
19660405    0.57    0.04    0.51   0.017
19660406    0.24    0.14    0.05   0.017
19660407    0.30    0.66   -0.43   0.017
19660411    0.10    0.85   -0.59   0.017
19660412   -0.30    0.28   -0.10   0.017
19660413    0.10    0.58   -0.21   0.017
19660414    0.33   -0.10    0.12   0.017
19660415    0.08    0.16    0.31   0.017
19660418   -0.42   -0.03    0.32   0.017
19660419    0.02    0.63    0.15   0.017
19660420    0.51    0.13    0.15   0.017
19660421    0.33   -0.05   -0.18   0.017
19660422   -0.20   -0.30    0.12   0.017
19660425   -0.16    0.10   -0.02   0.017
19660426   -0.09    0.04   -0.29   0.017
19660427   -0.30    0.22   -0.31   0.017
19660428   -0.66   -0.13   -0.34   0.017
19660429    0.03    0.55   -0.32   0.017
19660502   -0.12   -0.06   -0.17   0.019
19660503   -1.10   -0.54   -0.10   0.019
19660504   -0.56   -0.32    0.26   0.019
19660505   -1.76   -1.18   -0.06   0.019
19660506   -0.28   -1.21    0.49   0.019
19660509   -1.61   -0.44   -0.31   0.019
19660510    0.86    0.13   -0.28   0.019
19660511    0.17    0.11   -0.30   0.019
19660512   -1.27   -0.66   -0.29   0.019
19660513   -0.95   -0.73   -0.18   0.019
19660516   -1.49   -1.17   -0.22   0.019
19660517   -0.93   -1.06   -0.39   0.019
19660518    1.86    0.81    0.36   0.019
19660519   -0.12    0.10   -0.37   0.019
19660520    0.49    0.19   -0.02   0.019
19660523    0.86    0.52   -0.29   0.019
19660524    0.72    0.53    0.12   0.019
19660525    0.41    0.13    0.14   0.019
19660526    0.06   -0.22    0.20   0.019
19660527    0.32    0.27   -0.16   0.019
19660531   -1.32    0.08   -0.16   0.019
19660601   -0.01   -0.11   -0.15   0.017
19660602   -0.06    0.20    0.15   0.017
19660603    0.12   -0.01    0.23   0.017
19660606   -0.73   -0.14   -0.07   0.017
19660607   -0.69   -0.24   -0.10   0.017
19660608    0.16    0.19    0.22   0.017
19660609    0.71    0.41   -0.17   0.017
19660610    1.08    0.20    0.74   0.017
19660613    0.47    0.41    0.08   0.017
19660614    0.33    0.21   -0.23   0.017
19660615   -0.38    0.49   -0.12   0.017
19660616   -0.22    0.37   -0.09   0.017
19660617    0.02    0.19   -0.24   0.017
19660620   -0.05   -0.02    0.06   0.017
19660621    0.35    0.31   -0.05   0.017
19660622    0.18    0.32    0.00   0.017
19660623   -0.40   -0.36    0.26   0.017
19660624    0.01   -0.24    0.46   0.017
19660627   -0.62   -0.23   -0.03   0.017
19660628   -0.48    0.01   -0.12   0.017
19660629   -0.99   -0.26   -0.20   0.017
19660630   -0.19   -0.56   -0.04   0.017
19660701    0.96    0.23   -0.23   0.017
19660705    0.15    0.05    0.01   0.017
19660706    1.36   -0.32   -0.50   0.017
19660707    0.35    0.08   -0.06   0.017
19660708    0.16    0.12    0.12   0.017
19660711   -0.15    0.20   -0.11   0.017
19660712   -0.50    0.24    0.12   0.017
19660713   -0.62    0.20    0.11   0.017
19660714    0.53   -0.02   -0.32   0.017
19660715    0.30   -0.03    0.19   0.017
19660718   -0.12   -0.17    0.21   0.017
19660719   -0.73   -0.12    0.22   0.017
19660720   -0.89    0.29    0.18   0.017
19660721   -0.06   -0.23    0.08   0.017
19660722   -0.10    0.16    0.17   0.017
19660725   -1.91   -0.48    0.35   0.017
19660726   -0.24   -0.68    0.05   0.017
19660727    0.47    0.11    0.08   0.017
19660728   -0.36    0.07    0.05   0.017
19660729   -0.20   -0.08    0.14   0.017
19660801   -1.51   -0.29    0.28   0.018
19660802    0.03   -0.28   -0.11   0.018
19660803    0.97    0.07   -0.33   0.018
19660804    0.88   -0.44    0.26   0.018
19660805    0.13    0.19   -0.31   0.018
19660808   -0.17   -0.11   -0.22   0.018
19660809   -0.18    0.34   -0.20   0.018
19660810   -0.43   -0.03   -0.05   0.018
19660811   -0.06    0.18   -0.54   0.018
19660812    0.23    0.25   -0.36   0.018
19660815   -0.49    0.18    0.00   0.018
19660816   -1.26   -0.02    0.31   0.018
19660817   -0.58   -0.26   -0.06   0.018
19660818   -1.27   -0.01    0.03   0.018
19660819   -0.76   -0.50    0.19   0.018
19660822   -1.80   -0.33    0.27   0.018
19660823   -0.13    0.15   -0.06   0.018
19660824    1.14   -0.14   -0.12   0.018
19660825   -1.25   -0.03    0.58   0.018
19660826   -2.22   -0.67    0.74   0.018
19660829   -2.56   -1.20    0.86   0.018
19660830    1.59   -0.57   -1.07   0.018
19660831    1.59    0.06    0.34   0.018
19660901    0.64   -0.27   -0.05   0.019
19660902   -0.33    0.00    0.23   0.019
19660906   -0.52    0.12   -0.02   0.019
19660907   -0.91   -0.54    0.46   0.019
19660908   -0.36   -0.03    0.15   0.019
19660909    0.32    0.12   -0.21   0.019
19660912    2.08   -0.08   -0.65   0.019
19660913    0.58    0.25   -0.04   0.019
19660914    0.90   -0.36   -0.85   0.019
19660915    1.00   -0.43   -0.28   0.019
19660916   -0.03    0.15    0.00   0.019
19660919   -0.46    0.26    0.24   0.019
19660920   -0.67    0.37    0.23   0.019
19660921   -1.69    0.03    0.77   0.019
19660922    0.21   -0.25   -0.28   0.019
19660923   -0.31    0.08    0.22   0.019
19660926    0.24   -0.02   -0.30   0.019
19660927    0.27   -0.12   -0.09   0.019
19660928   -1.17    0.14    0.72   0.019
19660929   -1.09   -0.38    0.44   0.019
19660930    0.27   -0.15   -0.30   0.019
19661003   -2.17   -0.30    1.18   0.021
19661004    0.06   -1.25    0.16   0.021
19661005   -0.58   -0.55    0.40   0.021
19661006   -1.02   -0.95    0.62   0.021
19661007   -1.25   -0.72    0.73   0.021
19661010    1.65   -0.64   -1.37   0.021
19661011    0.48   -0.06    0.62   0.021
19661012    2.62   -1.07   -0.29   0.021
19661013   -0.01    0.80   -0.41   0.021
19661014   -0.28    0.28    0.32   0.021
19661017    1.07   -0.56   -0.41   0.021
19661018    1.60   -0.38   -0.57   0.021
19661019   -0.73    0.30    0.52   0.021
19661020   -0.31    0.05    0.04   0.021
19661021    0.32   -0.44   -0.46   0.021
19661024    0.22   -0.26   -0.02   0.021
19661025    0.50   -0.65   -0.02   0.021
19661026    0.85   -0.04    0.41   0.021
19661027    0.79   -0.49    0.88   0.021
19661028    0.04    0.35    0.29   0.021
19661031   -0.05    0.12    0.10   0.021
19661101    0.81   -0.04   -0.38   0.020
19661102    0.12    0.17   -0.65   0.020
19661103   -0.34    0.32   -0.22   0.020
19661104    0.38   -0.04   -0.33   0.020
19661107   -0.04    0.21   -0.21   0.020
19661109    0.82    0.15   -0.53   0.020
19661110    0.63    0.34   -0.50   0.020
19661111    0.11    0.59   -0.11   0.020
19661114   -0.52    0.36    0.00   0.020
19661115    0.39    0.14   -0.39   0.020
19661116    0.85    0.24   -0.07   0.020
19661117   -0.65    0.43    0.19   0.020
19661118   -0.60    0.28    0.08   0.020
19661121   -1.36   -0.03    0.06   0.020
19661122   -0.50   -0.07   -0.25   0.020
19661123    0.74    0.24   -0.43   0.020
19661125    0.81    0.22   -0.03   0.020
19661128   -0.05    0.11   -0.36   0.020
19661129   -0.29    0.26   -0.23   0.020
19661130    0.08    0.28   -0.22   0.020
19661201   -0.38    0.32   -0.24   0.019
19661202    0.02    0.11   -0.04   0.019
19661205    0.10   -0.02   -0.35   0.019
19661206    0.70   -0.36   -0.17   0.019
19661207    1.01   -0.16   -0.58   0.019
19661208    0.39    0.17   -0.20   0.019
19661209    0.22    0.24   -0.26   0.019
19661212    0.96    0.01   -0.39   0.019
19661213   -0.29    0.09    0.00   0.019
19661214   -0.01    0.67   -0.56   0.019
19661215   -1.04    0.46    0.35   0.019
19661216    0.02    0.34    0.05   0.019
19661219   -0.28    0.15   -0.18   0.019
19661220   -0.38   -0.08    0.17   0.019
19661221    0.53    0.09    0.20   0.019
19661222    0.38    0.09    0.47   0.019
19661223   -0.24    0.19    0.42   0.019
19661227   -0.53    0.07    0.44   0.019
19661228   -0.48   -0.25    0.10   0.019
19661229   -0.37   -0.37    0.08   0.019
19661230   -0.07    0.15   -0.55   0.019
19670103    0.07    0.87    0.72   0.020
19670104    0.15   -0.09    0.17   0.020
19670105    1.29    0.46    0.37   0.020
19670106    0.72    0.62    0.09   0.020
19670109    0.85    0.54    0.27   0.020
19670110    0.00    0.22    0.15   0.020
19670111    0.83    0.22    0.46   0.020
19670112    0.58    0.10    0.26   0.020
19670113    0.67    0.13   -0.10   0.020
19670116   -0.19    0.37    0.19   0.020
19670117    1.11   -0.01   -0.34   0.020
19670118    0.51   -0.20    0.11   0.020
19670119    0.06    0.20    0.32   0.020
19670120    0.38    0.96   -0.11   0.020
19670123    0.33    0.33   -0.45   0.020
19670124    0.20    0.34   -0.29   0.020
19670125   -0.68    0.42   -0.23   0.020
19670126    0.03    0.50   -0.06   0.020
19670127    0.46    0.45   -0.31   0.020
19670130    0.54    0.52    0.08   0.020
19670131   -0.09    0.16    0.40   0.020
19670201   -0.15    0.31    0.02   0.019
19670202    0.33    0.31    0.21   0.019
19670203    0.70    0.37    0.06   0.019
19670206   -0.15    0.23    0.26   0.019
19670207   -0.18    0.10   -0.22   0.019
19670208    0.87    0.35   -0.50   0.019
19670209   -0.39   -0.33   -0.10   0.019
19670210    0.26    0.30   -0.15   0.019
19670213    0.13    0.36    0.15   0.019
19670214    0.72    0.13   -0.13   0.019
19670215    0.05   -0.12   -0.32   0.019
19670216   -0.42    0.21   -0.08   0.019
19670217    0.01    0.03    0.03   0.019
19670220   -0.50    0.33   -0.12   0.019
19670221    0.00    0.52   -0.45   0.019
19670223    0.13    0.05   -0.12   0.019
19670224    0.07    0.01   -0.01   0.019
19670227   -1.10   -0.35    0.00   0.019
19670228    0.37    0.36   -0.71   0.019
19670301    0.98    0.02   -0.06   0.018
19670302    0.52   -0.04   -0.21   0.018
19670303    0.16    0.23   -0.38   0.018
19670306   -0.13    0.37    0.23   0.018
19670307    0.15    0.34   -0.09   0.018
19670308    0.16    0.33   -0.27   0.018
19670309    0.27    0.29    0.01   0.018
19670310    0.36   -0.31    0.71   0.018
19670313   -0.50    0.03   -0.07   0.018
19670314   -0.10    0.08   -0.13   0.018
19670315    0.86   -0.29    0.34   0.018
19670316    0.89   -0.38   -0.27   0.018
19670317    0.14    0.08   -0.07   0.018
19670320   -0.03    0.22   -0.13   0.018
19670321   -0.28   -0.09    0.07   0.018
19670322    0.26    0.09   -0.17   0.018
19670323    0.67   -0.18    0.23   0.018
19670327   -0.05    0.23   -0.23   0.018
19670328    0.10    0.05    0.08   0.018
19670329   -0.12    0.07    0.11   0.018
19670330    0.05    0.25   -0.07   0.018
19670331   -0.49    0.03    0.65   0.018
19670403   -1.11   -0.18    0.24   0.016
19670404    0.01    0.39   -0.32   0.016
19670405    0.63    0.03    0.05   0.016
19670406    0.20   -0.04    0.14   0.016
19670407   -0.62   -0.25    0.46   0.016
19670410   -1.23   -0.50    0.39   0.016
19670411    0.69    0.22   -0.14   0.016
19670412   -0.11    0.05    0.17   0.016
19670413    0.65    0.03   -0.35   0.016
19670414    0.99   -0.19   -0.81   0.016
19670417    0.63   -0.30   -0.05   0.016
19670418    0.84    0.11   -0.12   0.016
19670419    0.12   -0.02   -0.15   0.016
19670420    0.20    0.28   -0.25   0.016
19670421    0.26    0.38   -0.18   0.016
19670424    0.26   -0.25   -0.26   0.016
19670425    0.54   -0.12   -0.23   0.016
19670426   -0.12    0.24   -0.34   0.016
19670427    0.80    0.17   -0.56   0.016
19670428    0.15    0.28    0.06   0.016
19670501   -0.07    0.45   -0.29   0.015
19670502   -0.01    0.50    0.04   0.015
19670503    0.26    0.51   -0.13   0.015
19670504    0.33   -0.09   -0.23   0.015
19670505    0.12   -0.07    0.42   0.015
19670508    0.21   -0.32    0.17   0.015
19670509   -1.02   -0.47    0.70   0.015
19670510   -0.13    0.44    0.05   0.015
19670511    0.48    0.54   -0.28   0.015
19670512   -0.20    0.39   -0.07   0.015
19670515   -0.72    0.26    0.21   0.015
19670516    0.49    0.14   -0.11   0.015
19670517   -0.26    0.22    0.25   0.015
19670518   -0.19    0.43    0.17   0.015
19670519   -0.40    0.20   -0.10   0.015
19670522   -0.31    0.29   -0.23   0.015
19670523   -0.42    0.13   -0.19   0.015
19670524   -1.18   -0.38    0.18   0.015
19670525    0.96   -0.11   -0.19   0.015
19670526   -0.11   -0.13    0.37   0.015
19670529   -0.48    0.22   -0.04   0.015
19670531   -1.64   -0.87    0.05   0.015
19670601    1.18   -0.02   -0.12   0.012
19670602   -0.38    0.44    0.03   0.012
19670605   -1.63   -1.24    0.05   0.012
19670606    2.02    0.69   -0.30   0.012
19670607    0.83    0.39    0.06   0.012
19670608    0.56    0.35   -0.11   0.012
19670609    0.26    0.38    0.12   0.012
19670612    0.64    0.51   -0.24   0.012
19670613    0.59   -0.01    0.07   0.012
19670614   -0.18    0.39   -0.07   0.012
19670615    0.18    0.46   -0.06   0.012
19670616    0.05    0.11    0.17   0.012
19670619    0.04    0.47   -0.21   0.012
19670620   -0.03    0.29    0.12   0.012
19670621   -0.25    0.22    0.07   0.012
19670622   -0.21    0.39   -0.06   0.012
19670623    0.06    0.34    0.17   0.012
19670626   -0.39   -0.07    0.28   0.012
19670627   -0.33    0.41    0.12   0.012
19670628    0.07    0.52    0.16   0.012
19670629   -0.49   -0.13    0.36   0.012
19670630   -0.14    0.50    0.34   0.012
19670703    0.33    0.35   -0.01   0.016
19670705    0.55    0.28   -0.22   0.016
19670706   -0.05    0.31   -0.25   0.016
19670707    0.47    0.59   -0.10   0.016
19670710    0.45    0.27    0.19   0.016
19670711    0.43   -0.31    0.16   0.016
19670712   -0.02    0.19    0.02   0.016
19670713    0.07    0.39    0.13   0.016
19670714    0.36    0.31    0.49   0.016
19670717    0.07    0.05    0.38   0.016
19670718    0.68   -0.33    0.64   0.016
19670719    0.09   -0.05    0.42   0.016
19670720    0.12   -0.33    0.50   0.016
19670721    0.04   -0.28    0.18   0.016
19670724   -0.37   -0.33    0.19   0.016
19670725    0.02    0.37    0.12   0.016
19670726    0.43    0.22   -0.20   0.016
19670727    0.35    0.53   -0.15   0.016
19670728    0.19    0.36    0.13   0.016
19670731    0.29    0.31   -0.17   0.016
19670801    0.62   -0.44    0.52   0.013
19670802    0.35   -0.44    0.22   0.013
19670803   -0.17    0.01   -0.23   0.013
19670804    0.25    0.50   -0.20   0.013
19670807   -0.18    0.18    0.06   0.013
19670808    0.09   -0.12    0.40   0.013
19670809    0.11   -0.01    0.21   0.013
19670810   -0.27   -0.03    0.11   0.013
19670811   -0.48    0.01    0.14   0.013
19670814   -0.49   -0.26   -0.07   0.013
19670815    0.10   -0.01    0.07   0.013
19670816   -0.24   -0.11    0.07   0.013
19670817    0.12    0.31    0.11   0.013
19670818    0.15    0.20   -0.04   0.013
19670821   -0.49    0.21   -0.01   0.013
19670822   -0.54    0.00    0.24   0.013
19670823   -0.11   -0.01   -0.11   0.013
19670824   -0.52    0.15    0.04   0.013
19670825   -0.41   -0.19   -0.01   0.013
19670828    0.02    0.15    0.00   0.013
19670829    0.24   -0.12    0.24   0.013
19670830    0.27    0.45   -0.24   0.013
19670831    0.63    0.06   -0.07   0.013
19670901    0.15    0.38    0.05   0.016
19670905    0.51   -0.08   -0.04   0.016
19670906    0.16    0.20   -0.14   0.016
19670907   -0.05    0.12    0.04   0.016
19670908    0.01    0.46   -0.36   0.016
19670911    0.16    0.23   -0.31   0.016
19670912    0.48   -0.05    0.00   0.016
19670913    0.96   -0.49    0.28   0.016
19670914    0.15    0.04    0.10   0.016
19670915    0.07    0.12   -0.12   0.016
19670918    0.25    0.17    0.03   0.016
19670919   -0.45   -0.11   -0.21   0.016
19670920    0.05    0.59   -0.01   0.016
19670921    0.56   -0.05   -0.35   0.016
19670922    0.29    0.40   -0.10   0.016
19670925    0.49   -0.19   -0.50   0.016
19670926   -0.85   -0.18    0.22   0.016
19670927    0.06    0.37   -0.40   0.016
19670928    0.07    0.39   -0.58   0.016
