    date      Mkt-RF     SMB     HML      RF
19770923   -0.03    0.26   -0.05   0.020
19770926    0.24   -0.16   -0.30   0.020
19770927   -0.13    0.12   -0.09   0.020
19770928    0.04    0.09   -0.12   0.020
19770929    0.51   -0.21    0.08   0.020
19770930    0.68   -0.09   -0.02   0.020
19771003    0.26    0.01    0.11   0.023
19771004   -0.60    0.27    0.43   0.023
19771005   -0.36    0.19   -0.01   0.023
19771006    0.34   -0.08    0.12   0.023
19771007   -0.01    0.31   -0.04   0.023
19771010   -0.17    0.15    0.04   0.023
19771011   -0.75    0.34    0.30   0.023
19771012   -1.12   -0.21    0.15   0.023
19771013   -0.70   -0.20   -0.18   0.023
19771014    0.04    0.00    0.10   0.023
19771017   -0.12   -0.01   -0.11   0.023
19771018   -0.02    0.20    0.19   0.023
19771019   -1.05    0.34    0.47   0.023
19771020    0.18   -0.26   -0.05   0.023
19771021   -0.25    0.30    0.03   0.023
19771024   -0.78    0.11    0.25   0.023
19771025   -0.83   -0.31    0.06   0.023
19771026    0.97   -0.43   -0.25   0.023
19771027    0.37    0.10   -0.09   0.023
19771028    0.34    0.18   -0.01   0.023
19771031   -0.19    0.26    0.20   0.023
19771101   -0.96    0.19    0.45   0.024
19771102   -0.61    0.29    0.02   0.024
19771103    0.14   -0.05   -0.09   0.024
19771104    0.93    0.08   -0.08   0.024
19771107    0.81   -0.01   -0.19   0.024
19771108    0.18    0.15    0.14   0.024
19771109    0.51    0.15   -0.14   0.024
19771110    1.89   -0.36   -0.56   0.024
19771111    1.29   -0.34   -0.17   0.024
19771114   -0.50    0.42    0.31   0.024
19771115    0.64    0.08   -0.24   0.024
19771116   -0.34    0.53    0.08   0.024
19771117   -0.22    0.64    0.27   0.024
19771118    0.25    0.31   -0.04   0.024
19771121   -0.07    0.20   -0.03   0.024
19771122    0.86   -0.22   -0.15   0.024
19771123    0.59    0.22   -0.04   0.024
19771125    0.35    0.25   -0.02   0.024
19771128   -0.52    0.33    0.27   0.024
19771129   -1.38    0.49    0.39   0.024
19771130    0.17    0.00    0.06   0.024
19771201    0.08    0.46    0.12   0.023
19771202    0.02    0.32    0.19   0.023
19771205   -0.35    0.30    0.07   0.023
19771206   -1.51    0.10    0.44   0.023
19771207   -0.14   -0.02    0.00   0.023
19771208    0.20    0.10   -0.25   0.023
19771209    0.66   -0.08    0.02   0.023
19771212    0.04    0.00   -0.03   0.023
19771213   -0.04   -0.06   -0.06   0.023
19771214    0.34    0.11   -0.31   0.023
19771215   -0.38    0.49    0.02   0.023
19771216   -0.09    0.18    0.14   0.023
19771219   -0.70   -0.10    0.37   0.023
19771220   -0.36   -0.31   -0.01   0.023
19771221    0.58   -0.09   -0.44   0.023
19771222    0.66   -0.13   -0.26   0.023
19771223    0.86   -0.19   -0.21   0.023
19771227   -0.03   -0.24    0.25   0.023
19771228    0.03    0.05    0.08   0.023
19771229    0.31    0.06   -0.30   0.023
19771230    0.19    0.33   -0.16   0.023
19780103   -1.27    0.36    0.68   0.023
19780104   -0.40   -0.09    0.09   0.023
19780105   -0.73    0.30    0.60   0.023
19780106   -1.23   -0.13    0.51   0.023
19780109   -1.18   -0.22    0.28   0.023
19780110   -0.64   -0.07    0.13   0.023
19780111   -0.54    0.00    0.28   0.023
19780112    0.19    0.24    0.02   0.023
19780113   -0.04    0.31    0.31   0.023
19780116   -0.35   -0.26    0.10   0.023
19780117    0.52    0.13   -0.24   0.023
19780118    0.69   -0.06    0.22   0.023
19780119   -0.35    0.66    0.07   0.023
19780120   -0.20    0.32    0.04   0.023
19780123   -0.66    0.27    0.14   0.023
19780124    0.02    0.11    0.04   0.023
19780125    0.15    0.07    0.31   0.023
19780126   -0.77    0.31    0.46   0.023
19780127   -0.02    0.04    0.00   0.023
19780130    0.74   -0.23   -0.32   0.023
19780131   -0.09    0.31   -0.37   0.023
19780201    0.77    0.14   -0.36   0.024
19780202    0.33    0.09    0.14   0.024
19780203   -0.29    0.71    0.02   0.024
19780206   -0.01    0.12    0.02   0.024
19780207    0.75   -0.23   -0.21   0.024
19780208    0.52   -0.13    0.02   0.024
19780209   -0.37    0.51    0.24   0.024
19780210   -0.12    0.38   -0.06   0.024
19780213   -0.27    0.22    0.07   0.024
19780214   -0.78    0.32    0.21   0.024
19780215   -0.26    0.35    0.06   0.024
19780216   -0.78    0.35    0.08   0.024
19780217   -0.10    0.13    0.22   0.024
19780221   -0.38    0.17    0.07   0.024
19780222    0.06    0.10   -0.01   0.024
19780223    0.17    0.00   -0.02   0.024
19780224    0.84   -0.16   -0.16   0.024
19780227   -0.69    0.35    0.21   0.024
19780228   -0.78    0.12    0.33   0.024
19780301    0.09   -0.11   -0.03   0.024
19780302    0.20    0.09    0.17   0.024
19780303    0.13   -0.01    0.23   0.024
19780306   -0.53    0.18    0.23   0.024
19780307    0.47   -0.10   -0.16   0.024
19780308    0.50   -0.06   -0.16   0.024
19780309    0.19    0.30   -0.03   0.024
19780310    1.03   -0.15   -0.38   0.024
19780313    0.09    0.04    0.06   0.024
19780314    0.39   -0.23   -0.05   0.024
19780315   -0.17    0.37    0.18   0.024
19780316    0.43    0.27   -0.07   0.024
19780317    0.72    0.00   -0.23   0.024
19780320    0.58   -0.14   -0.22   0.024
19780321   -0.97    0.53    0.49   0.024
19780322   -0.26    0.26    0.13   0.024
19780323   -0.05    0.42    0.11   0.024
19780327   -0.42    0.52    0.27   0.024
19780328    0.61   -0.02   -0.05   0.024
19780329    0.21    0.36    0.08   0.024
19780330   -0.21    0.32    0.24   0.024
19780331   -0.21    0.12    0.27   0.024
19780403   -0.71    0.11    0.25   0.027
19780404    0.39    0.06   -0.08   0.027
19780405    0.80    0.05   -0.19   0.027
19780406    0.24    0.21   -0.07   0.027
19780407    0.45    0.22   -0.38   0.027
19780410    0.30   -0.11   -0.05   0.027
19780411   -0.21    0.18    0.06   0.027
19780412   -0.04    0.36    0.22   0.027
19780413    0.95    0.13   -0.48   0.027
19780414    1.85   -0.71   -0.65   0.027
19780417    1.38   -0.97   -0.81   0.027
19780418   -1.03    0.34    0.31   0.027
19780419    0.35   -0.01   -0.08   0.027
19780420    0.70    0.02   -0.22   0.027
19780421   -0.10    0.46    0.05   0.027
19780424    1.23   -0.55   -0.40   0.027
19780425    0.77   -0.35   -0.56   0.027
19780426    0.16    0.01   -0.04   0.027
19780427   -0.86    0.61    0.20   0.027
19780428    0.87   -0.09   -0.36   0.027
19780501    0.83   -0.17   -0.31   0.023
19780502   -0.26    0.23    0.21   0.023
19780503   -0.72    0.75    0.34   0.023
19780504   -0.06    0.45    0.06   0.023
19780505    0.70    0.32   -0.24   0.023
19780508   -0.25    0.37   -0.03   0.023
19780509   -0.16    0.27   -0.09   0.023
19780510    0.11    0.41   -0.09   0.023
19780511    1.11   -0.15   -0.66   0.023
19780512    0.86    0.13   -0.46   0.023
19780515    0.59   -0.18   -0.28   0.023
19780516    0.65    0.00   -0.24   0.023
19780517    0.30    0.25    0.16   0.023
19780518   -0.74    0.63    0.42   0.023
19780519   -0.43    0.47    0.12   0.023
19780522    0.83   -0.34   -0.24   0.023
19780523   -0.82    0.20    0.38   0.023
19780524   -0.97   -0.02    0.41   0.023
19780525   -0.18    0.32   -0.03   0.023
19780526   -0.17    0.27   -0.10   0.023
19780530    0.24   -0.02   -0.06   0.023
19780531    0.39   -0.14    0.07   0.023
19780601    0.11    0.00   -0.05   0.024
19780602    0.77   -0.06   -0.26   0.024
19780605    1.59   -0.59   -0.63   0.024
19780606    0.44    0.01    0.11   0.024
19780607   -0.15    0.33    0.10   0.024
19780608    0.21    0.45    0.14   0.024
19780609   -0.15    0.67   -0.06   0.024
19780612   -0.28    0.30    0.13   0.024
19780613    0.06    0.15   -0.16   0.024
19780614   -0.07    0.50   -0.03   0.024
19780615   -0.95    0.53    0.09   0.024
19780616   -0.85    0.26    0.25   0.024
19780619   -0.18   -0.38    0.02   0.024
19780620   -0.95    0.09    0.43   0.024
19780621   -0.65   -0.46    0.15   0.024
19780622    0.22   -0.09    0.12   0.024
19780623   -0.27    0.45    0.21   0.024
19780626   -1.26   -0.17    0.34   0.024
19780627    0.20   -0.58   -0.32   0.024
19780628    0.38   -0.08   -0.05   0.024
19780629    0.23    0.24   -0.02   0.024
19780630   -0.06    0.17    0.00   0.024
19780703   -0.32    0.30    0.07   0.028
19780705   -0.85   -0.02    0.01   0.028
19780706   -0.02   -0.37   -0.17   0.028
19780707    0.57   -0.04   -0.04   0.028
19780710    0.33   -0.17   -0.22   0.028
19780711    0.59   -0.27    0.08   0.028
19780712    0.35    0.00   -0.02   0.028
19780713    0.02    0.18    0.12   0.028
19780714    1.23   -0.32   -0.55   0.028
19780717    0.25    0.19   -0.10   0.028
19780718   -0.80    0.46    0.32   0.028
19780719    1.10   -0.40   -0.10   0.028
19780720    0.01    0.61   -0.05   0.028
19780721   -0.31    0.20    0.23   0.028
19780724   -0.09    0.03   -0.07   0.028
19780725    0.66   -0.41    0.01   0.028
19780726    0.58    0.10   -0.36   0.028
19780727    0.52    0.23    0.07   0.028
19780728    0.45    0.07    0.04   0.028
19780731    0.71   -0.07   -0.22   0.028
19780801    0.10   -0.01    0.00   0.024
19780802    2.10   -0.82   -0.61   0.024
19780803    0.45   -0.33    0.06   0.024
19780804    0.44   -0.17    0.10   0.024
19780807   -0.17    0.64   -0.10   0.024
19780808    0.47    0.13   -0.34   0.024
19780809    0.51    0.46   -0.23   0.024
19780810   -0.59    0.65    0.28   0.024
19780811    0.32    0.25    0.17   0.024
19780814    0.09    0.34    0.17   0.024
19780815   -0.14    0.08    0.15   0.024
19780816    0.72    0.22   -0.40   0.024
19780817    0.54    0.40   -0.25   0.024
19780818   -0.22    0.50    0.17   0.024
19780821   -0.79    0.07    0.34   0.024
19780822    0.29    0.04   -0.17   0.024
19780823    0.60    0.21   -0.38   0.024
19780824    0.27    0.53    0.19   0.024
19780825    0.04    0.51   -0.02   0.024
19780828   -0.74    0.38    0.20   0.024
19780829   -0.58    0.27    0.20   0.024
19780830    0.17    0.26   -0.17   0.024
19780831   -0.19    0.17    0.01   0.024
19780901    0.43   -0.21    0.05   0.031
19780905    0.53   -0.46   -0.12   0.031
19780906    0.81    0.03   -0.18   0.031
19780907    0.13    0.42    0.03   0.031
19780908    1.27   -0.21   -0.16   0.031
19780911    0.21    0.39    0.14   0.031
19780912    0.07    0.11    0.00   0.031
19780913   -0.53    0.51    0.28   0.031
19780914   -1.08    0.26    0.40   0.031
19780915   -0.94    0.06    0.19   0.031
19780918   -1.06   -0.33    0.26   0.031
19780919   -0.75   -0.53    0.34   0.031
19780920   -0.95   -0.60    0.41   0.031
19780921   -0.03   -0.40    0.03   0.031
19780922    0.05    0.30   -0.05   0.031
19780925   -0.03   -0.05    0.10   0.031
19780926    0.69    0.02   -0.11   0.031
19780927   -0.86    0.28    0.29   0.031
19780928    0.22   -0.16    0.04   0.031
19780929    0.51    0.08   -0.05   0.031
19781002    0.32   -0.09   -0.06   0.031
19781003   -0.29    0.01    0.15   0.031
19781004    0.37   -0.49    0.06   0.031
19781005    0.23    0.19    0.06   0.031
19781006    0.24    0.15   -0.05   0.031
19781009    0.91   -0.37   -0.17   0.031
19781010   -0.14    0.26    0.04   0.031
19781011    0.84   -0.70   -0.32   0.031
19781012   -0.47    0.67    0.07   0.031
19781013   -0.31    0.21    0.09   0.031
19781016   -1.83    0.16    0.38   0.031
19781017   -1.70   -1.27    0.11   0.031
19781018   -0.98   -0.83    0.10   0.031
19781019   -1.32   -0.37    0.38   0.031
19781020   -1.79   -1.96    0.08   0.031
19781023   -0.23   -1.44   -0.15   0.031
19781024   -0.59    0.38    0.36   0.031
19781025   -0.22    0.23   -0.01   0.031
19781026   -1.71   -1.71    0.61   0.031
19781027   -1.92   -1.54   -0.05   0.031
19781030    0.00   -3.03   -0.74   0.031
19781031   -1.77    0.26    0.72   0.031
19781101    4.09    0.64   -1.68   0.033
19781102   -0.92    1.20    0.24   0.033
19781103    0.54    0.36   -0.12   0.033
19781106   -0.80    0.71    0.34   0.033
19781107   -1.57   -0.91    0.53   0.033
19781108    0.43   -0.38   -0.55   0.033
19781109    0.12    0.50   -0.02   0.033
19781110    0.48    0.39   -0.03   0.033
19781113   -1.65   -0.06    0.46   0.033
19781114   -1.00   -1.34    0.18   0.033
19781115    0.29    0.25   -0.25   0.033
19781116    1.02   -0.41   -0.47   0.033
19781117    0.94    0.55   -0.32   0.033
19781120    0.90    0.18   -0.21   0.033
19781121   -0.14    0.42   -0.03   0.033
19781122    0.59    0.31   -0.15   0.033
19781124    0.47    0.32   -0.22   0.033
19781127    0.24    0.00   -0.17   0.033
19781128   -0.79    0.29    0.36   0.033
19781129   -1.39    0.14    0.41   0.033
19781130    0.89   -0.21   -0.42   0.033
19781201    1.57    0.09   -0.65   0.039
19781204    0.02    0.28   -0.07   0.039
19781205    1.22   -0.19   -0.33   0.039
19781206    0.17    0.24    0.16   0.039
19781207   -0.38    0.37   -0.05   0.039
19781208   -0.42    0.24    0.42   0.039
19781211    0.43   -0.17   -0.31   0.039
19781212   -0.52    0.20    0.30   0.039
19781213   -0.59    0.18    0.02   0.039
19781214   -0.03   -0.06    0.01   0.039
19781215   -0.73    0.06    0.14   0.039
19781218   -2.19   -0.73    0.59   0.039
19781219    0.69   -0.32   -0.68   0.039
19781220    0.43    0.21   -0.31   0.039
19781221    0.08    0.34   -0.18   0.039
19781222    1.65   -0.21   -0.61   0.039
19781226    1.00   -0.39   -0.82   0.039
19781227   -0.86    0.23    0.32   0.039
19781228   -0.39    0.07   -0.19   0.039
19781229   -0.11    0.69    0.10   0.039
19790102    0.59   -0.20    0.46   0.035
19790103    1.11    0.32   -0.05   0.035
19790104    0.94    0.38    0.00   0.035
19790105    0.65    0.61   -0.01   0.035
19790108   -0.28    0.05    0.09   0.035
19790109    0.49    0.31    0.04   0.035
19790110   -0.55    0.33    0.20   0.035
19790111    0.43   -0.04   -0.37   0.035
19790112    0.77    0.34   -0.23   0.035
19790115    0.64   -0.14   -0.10   0.035
19790116   -1.12    0.26    0.53   0.035
19790117   -0.08   -0.22    0.24   0.035
19790118    0.40    0.46    0.07   0.035
19790119   -0.02    0.37    0.23   0.035
19790122    0.04   -0.10   -0.16   0.035
19790123    0.60   -0.03    0.13   0.035
19790124   -0.35    0.06    0.28   0.035
19790125    0.93   -0.33   -0.01   0.035
19790126    0.62   -0.10    0.06   0.035
19790129   -0.24    0.14    0.19   0.035
19790130   -0.36    0.25    0.20   0.035
19790131   -1.13    0.43    0.22   0.035
19790201    0.03   -0.18   -0.06   0.038
19790202   -0.32    0.46    0.07   0.038
19790205   -1.29   -0.04    0.29   0.038
19790206   -0.04   -0.18    0.19   0.038
19790207   -0.92   -0.30    0.22   0.038
19790208    0.53    0.12   -0.10   0.038
19790209    0.26    0.29    0.04   0.038
19790212    0.27   -0.20   -0.27   0.038
19790213    0.75    0.12   -0.05   0.038
19790214   -0.14    0.05    0.23   0.038
19790215   -0.05    0.26   -0.12   0.038
19790216    0.04    0.30    0.10   0.038
19790220    0.60   -0.28   -0.19   0.038
19790221   -0.27    0.23    0.22   0.038
19790222   -0.56    0.30    0.12   0.038
19790223   -0.57    0.18    0.14   0.038
19790226   -0.14    0.07   -0.03   0.038
19790227   -1.69   -0.45    0.46   0.038
19790228    0.08   -0.22   -0.08   0.038
19790301    0.66   -0.08    0.01   0.037
19790302    0.11    0.32    0.03   0.037
19790305    1.10   -0.35   -0.07   0.037
19790306   -0.22    0.14    0.60   0.037
19790307    0.64    0.07    0.15   0.037
19790308    1.03   -0.10   -0.03   0.037
19790309    0.01    0.07    0.08   0.037
19790312    0.16    0.12   -0.15   0.037
19790313    0.24    0.23   -0.08   0.037
19790314   -0.07    0.21   -0.03   0.037
19790315    0.19    0.04    0.18   0.037
19790316    0.76   -0.04   -0.31   0.037
19790319    0.34   -0.06   -0.05   0.037
19790320   -0.53    0.30    0.02   0.037
19790321    0.65   -0.14   -0.36   0.037
19790322    0.41    0.08   -0.19   0.037
19790323    0.00    0.48    0.08   0.037
19790326   -0.50    0.18    0.23   0.037
19790327    1.30   -0.53   -0.41   0.037
19790328   -0.35    0.41    0.10   0.037
19790329   -0.02    0.49   -0.26   0.037
19790330   -0.33    0.64   -0.03   0.037
19790402   -0.69    0.26    0.15   0.040
19790403    1.34   -0.34   -0.13   0.040
19790404    0.30   -0.02    0.12   0.040
19790405    0.56   -0.06   -0.14   0.040
19790406   -0.05    0.08    0.09   0.040
19790409   -0.30    0.17    0.07   0.040
19790410    0.44   -0.07    0.18   0.040
19790411   -0.89    0.40    0.39   0.040
19790412   -0.22    0.34    0.30   0.040
19790416   -0.84    0.05    0.10   0.040
19790417   -0.07   -0.10    0.02   0.040
19790418    0.50    0.24   -0.01   0.040
19790419   -0.36    0.36   -0.05   0.040
19790420    0.02    0.17   -0.12   0.040
19790423    0.28    0.00   -0.21   0.040
19790424    0.51   -0.05   -0.03   0.040
19790425    0.33    0.09   -0.01   0.040
19790426   -0.47    0.36    0.23   0.040
19790427   -0.25    0.20    0.14   0.040
19790430   -0.06   -0.12   -0.02   0.040
19790501   -0.02    0.04    0.09   0.037
19790502    0.04    0.14   -0.12   0.037
19790503    0.01    0.12   -0.18   0.037
19790504   -0.95    0.24    0.23   0.037
19790507   -1.83   -0.69    0.30   0.037
19790508   -0.04   -0.70   -0.16   0.037
19790509    0.32    0.16    0.20   0.037
19790510   -0.88    0.13    0.19   0.037
19790511    0.11    0.02    0.03   0.037
19790514   -0.49    0.19   -0.01   0.037
19790515    0.06   -0.06    0.22   0.037
19790516    0.21   -0.21    0.04   0.037
19790517    1.46   -0.52    0.13   0.037
19790518    0.09    0.36    0.01   0.037
19790521    0.25    0.18   -0.17   0.037
19790522    0.46   -0.03   -0.09   0.037
19790523   -0.34    0.53    0.03   0.037
19790524    0.14    0.13    0.05   0.037
19790525    0.32    0.18    0.03   0.037
19790529   -0.14    0.05    0.06   0.037
19790530   -0.94    0.01    0.23   0.037
19790531    0.01    0.07    0.33   0.037
19790601    0.10    0.16   -0.10   0.038
19790604    0.19   -0.05    0.30   0.038
19790605    1.18   -0.20   -0.37   0.038
19790606    0.64   -0.13   -0.20   0.038
19790607    0.57   -0.04   -0.01   0.038
19790608   -0.19    0.35    0.50   0.038
19790611    0.28    0.12   -0.05   0.038
19790612    0.89   -0.13    0.15   0.038
19790613   -0.36    0.50    0.55   0.038
19790614   -0.19   -0.07    0.16   0.038
19790615    0.06    0.09   -0.13   0.038
19790618   -0.58    0.16    0.20   0.038
19790619    0.02   -0.05    0.20   0.038
19790620    0.14    0.34    0.12   0.038
19790621    0.41    0.11   -0.18   0.038
19790622    0.43   -0.16   -0.09   0.038
19790625   -0.50   -0.11    0.13   0.038
19790626   -0.43    0.09    0.19   0.038
19790627    0.55   -0.12   -0.09   0.038
19790628    0.54   -0.07    0.04   0.038
19790629    0.02   -0.06   -0.01   0.038
19790702   -0.90   -0.04    0.47   0.037
19790703    0.12    0.05    0.29   0.037
19790705    0.37    0.20    0.11   0.037
19790706    1.02   -0.30   -0.26   0.037
19790709    0.77   -0.41    0.22   0.037
19790710   -0.32    0.17    0.14   0.037
19790711   -0.60    0.43    0.17   0.037
19790712   -0.76    0.50    0.32   0.037
19790713   -0.34    0.14    0.12   0.037
19790716    0.41   -0.14   -0.01   0.037
19790717   -0.94   -0.08    0.51   0.037
19790718   -0.27   -0.31   -0.13   0.037
19790719   -0.01    0.50    0.14   0.037
19790720    0.25    0.03   -0.19   0.037
19790723   -0.28    0.12   -0.06   0.037
19790724    0.31   -0.02   -0.01   0.037
19790725    1.02   -0.26   -0.19   0.037
19790726    0.11    0.32    0.05   0.037
19790727    0.13    0.38    0.05   0.037
19790730    0.11    0.12   -0.10   0.037
19790731    0.56   -0.12    0.04   0.037
19790801    0.34    0.25   -0.20   0.033
19790802    0.03    0.35   -0.24   0.033
19790803   -0.08    0.04    0.16   0.033
19790806    0.21   -0.15   -0.15   0.033
19790807    1.16   -0.37   -0.52   0.033
19790808    0.34    0.05   -0.14   0.033
19790809   -0.28    0.43    0.10   0.033
19790810    0.80   -0.13   -0.52   0.033
19790813    0.85   -0.16   -0.23   0.033
19790814    0.14    0.16    0.32   0.033
19790815    0.71    0.11   -0.15   0.033
19790816   -0.19    0.08   -0.04   0.033
19790817    0.27   -0.06    0.14   0.033
19790820    0.52   -0.13   -0.06   0.033
19790821    0.05    0.11    0.02   0.033
19790822    0.16    0.22    0.01   0.033
19790823   -0.28    0.39    0.16   0.033
19790824    0.00   -0.10    0.25   0.033
19790827    0.54   -0.28    0.09   0.033
19790828   -0.10    0.15   -0.06   0.033
19790829    0.00    0.29   -0.09   0.033
19790830   -0.01    0.29   -0.08   0.033
19790831    0.36    0.26   -0.22   0.033
19790904   -1.62    0.17    0.32   0.044
19790905   -1.25   -0.76    0.19   0.044
19790906    0.52    0.26   -0.10   0.044
19790907    0.81   -0.13    0.19   0.044
19790910    0.50   -0.07    0.04   0.044
19790911   -0.68    0.16    0.07   0.044
19790912    0.34    0.08   -0.18   0.044
19790913    0.03    0.42   -0.45   0.044
19790914    0.90    0.01   -0.35   0.044
19790917   -0.13   -0.07   -0.19   0.044
19790918   -0.75    0.01    0.00   0.044
19790919    0.22   -0.07   -0.06   0.044
19790920    1.67   -1.27   -0.31   0.044
19790921   -0.05    0.24    0.02   0.044
19790924   -0.79    0.30   -0.13   0.044
19790925    0.01   -0.26   -0.16   0.044
19790926    0.23    0.08    0.00   0.044
19790927    0.12    0.10    0.01   0.044
19790928   -0.71    0.51    0.19   0.044
19791001   -0.57    0.34   -0.16   0.038
19791002    0.81   -0.28   -0.12   0.038
19791003    0.13    0.34   -0.20   0.038
19791004    0.56    0.04    0.00   0.038
19791005    0.88   -0.09   -0.06   0.038
19791008   -1.23   -0.01   -0.01   0.038
19791009   -3.47   -1.23    0.02   0.038
19791010   -1.93   -2.61   -0.37   0.038
19791011   -0.03    0.72    0.01   0.038
19791012   -0.31    0.72    0.03   0.038
19791015   -1.24   -0.62    0.07   0.038
19791016   -0.25    0.02    0.11   0.038
19791017    0.30    0.26   -0.13   0.038
19791018    0.20    0.04    0.00   0.038
19791019   -2.08   -0.03    0.36   0.038
19791022   -1.47   -1.57   -0.31   0.038
19791023   -0.41   -0.04   -0.25   0.038
19791024    0.22    0.12   -0.13   0.038
19791025   -0.35    0.24    0.18   0.038
19791026    0.65    0.24   -0.25   0.038
19791029    0.18    0.03   -0.10   0.038
19791030    1.75   -0.53   -0.79   0.038
19791031   -0.59    0.56    0.15   0.038
19791101    0.81   -0.15   -0.19   0.047
19791102    0.19    0.28   -0.14   0.047
19791105   -0.67    0.12   -0.02   0.047
19791106   -0.58    0.20    0.09   0.047
19791107   -1.24    0.08    0.24   0.047
19791108    0.53   -0.11   -0.37   0.047
19791109    1.23   -0.09   -0.17   0.047
19791112    1.74   -0.78   -0.32   0.047
19791113   -0.35    0.30    0.22   0.047
19791114    0.39    0.10   -0.25   0.047
19791115    0.74    0.22   -0.47   0.047
19791116   -0.20    0.04   -0.03   0.047
19791119    0.44    0.02   -0.40   0.047
19791120   -0.48    0.46   -0.23   0.047
19791121    0.07   -0.22   -0.18   0.047
19791123    0.80    0.05   -0.27   0.047
19791126    2.14   -0.33   -0.40   0.047
19791127   -0.22    0.77    0.28   0.047
19791128    0.37    0.40   -0.32   0.047
19791129    0.07    0.52   -0.17   0.047
19791130   -0.48    0.53    0.06   0.047
19791203   -0.28    0.14    0.19   0.047
19791204    0.82   -0.21   -0.41   0.047
19791205    0.48    0.25   -0.37   0.047
19791206    0.69    0.18   -0.22   0.047
19791207   -0.38    0.68   -0.07   0.047
19791210    0.22    0.07   -0.03   0.047
19791211   -0.20    0.12    0.07   0.047
19791212    0.09    0.51   -0.35   0.047
19791213    0.16    0.23   -0.47   0.047
19791214    1.03   -0.20   -0.37   0.047
19791217    0.46    0.04   -0.23   0.047
19791218   -0.93    0.28    0.50   0.047
19791219   -0.14    0.15   -0.05   0.047
19791220    0.13    0.26    0.00   0.047
19791221   -0.59    0.59    0.03   0.047
19791224    0.04    0.00    0.17   0.047
19791226    0.09    0.01    0.03   0.047
19791227    0.10    0.15   -0.11   0.047
19791228    0.01    0.36   -0.09   0.047
19791231    0.05    0.27   -0.11   0.047
19800102   -2.05    0.21    1.05   0.036
19800103   -0.69   -0.87    0.32   0.036
19800104    1.34    0.54   -0.34   0.036
19800107    0.40    0.20    0.05   0.036
19800108    1.90   -0.40   -0.66   0.036
19800109    0.14    0.63    0.00   0.036
19800110    0.86    0.30   -0.02   0.036
19800111    0.20    0.21    0.45   0.036
19800114    0.36    0.28    0.63   0.036
19800115    0.56   -0.15   -0.12   0.036
19800116    0.03    0.41   -0.12   0.036
19800117   -0.23    0.43    0.26   0.036
19800118    0.20    0.01    0.11   0.036
19800121    0.86   -0.19    0.24   0.036
19800122   -0.67    0.05   -0.04   0.036
19800123    1.50   -0.70   -0.12   0.036
19800124    0.27    0.17   -0.08   0.036
19800125   -0.05    0.32   -0.21   0.036
19800128    1.00   -0.40   -0.28   0.036
19800129   -0.59   -0.01    0.21   0.036
19800130    1.04   -0.24    0.19   0.036
19800131   -0.70    0.56    0.16   0.036
19800201    0.68   -0.30    0.12   0.044
19800204   -0.50    0.33    0.19   0.044
19800205    0.20   -0.02   -0.09   0.044
19800206    0.88   -0.65    0.19   0.044
19800207    0.46   -0.08    0.44   0.044
19800208    1.32   -0.76    0.45   0.044
19800211   -0.73    0.38   -0.22   0.044
19800212    0.58   -0.45   -0.50   0.044
19800213    0.21   -0.11   -0.27   0.044
19800214   -1.49    0.48    0.27   0.044
19800215   -0.86    0.30    0.04   0.044
19800219   -0.67    0.03   -0.07   0.044
19800220    1.53   -0.91    0.11   0.044
19800221   -0.85    0.43   -0.09   0.044
19800222   -0.41   -0.49    0.16   0.044
19800225   -1.40    0.33   -0.17   0.044
19800226    0.59   -0.43    0.15   0.044
19800227   -1.19    0.80    0.25   0.044
19800228   -0.02   -0.08   -0.26   0.044
19800229    0.95   -0.68   -0.11   0.044
19800303   -0.92    0.33    0.01   0.057
19800304   -0.08   -1.10    0.20   0.057
19800305   -1.56   -0.13    0.40   0.057
19800306   -2.43   -0.25   -0.24   0.057
19800307   -1.80    0.01   -0.36   0.057
19800310   -0.87   -1.44    0.28   0.057
19800311    1.23   -0.47    0.01   0.057
19800312   -0.71    0.61    0.01   0.057
19800313   -1.07    0.87   -0.43   0.057
19800314   -0.39   -0.21   -0.03   0.057
19800317   -3.25   -0.16    0.02   0.057
19800318    1.36   -2.10    0.23   0.057
19800319    0.42    0.46    0.02   0.057
19800320   -1.09    0.94   -0.25   0.057
19800321   -0.78    0.10    0.24   0.057
19800324   -3.17   -0.27    0.57   0.057
19800325   -0.56   -1.35   -0.45   0.057
19800326   -0.60    0.35   -0.16   0.057
19800327   -1.92   -4.83    0.30   0.057
19800328    2.96    1.76   -1.43   0.057
19800331    1.46    0.05   -0.15   0.057
19800401    0.31    0.80   -0.07   0.060
19800402    0.80    0.43   -0.32   0.060
19800403   -0.43    0.39    0.10   0.060
19800407   -2.00    0.09    0.51   0.060
19800408    1.02   -0.54   -0.06   0.060
19800409    1.91   -0.86    0.20   0.060
19800410    0.88    0.40    0.22   0.060
19800411   -0.14    0.51    0.43   0.060
19800414   -1.02    0.21    0.16   0.060
19800415   -0.27   -0.06    0.12   0.060
19800416   -1.12    0.41    0.56   0.060
19800417   -0.55   -0.21    0.20   0.060
19800418   -0.40    0.33    0.14   0.060
19800421   -0.89   -0.36    0.37   0.060
19800422    3.39   -0.94   -1.02   0.060
19800423    0.35    0.58   -0.04   0.060
19800424    0.73    0.24   -0.41   0.060
19800425    0.47   -0.84   -0.24   0.060
19800428    0.37    0.07    0.01   0.060
