"","year","ccode","fatlev1","hostlev1","legselec","esolow","bhkavg","exchprem","sh_staa","sh_med_b","sh_med_p","sh_h2o_s","immig","emig"
"5686",1892,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,116.300003051758
"5687",1893,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,87.6999969482422
"5688",1894,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,41
"5689",1895,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,37.5
"5690",1896,255,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,33.7999992370605
"5691",1897,255,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,24.6000003814697
"5692",1898,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,22.2000007629395
"5693",1899,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,24.2999992370605
"5694",1900,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,22.2999992370605
"5695",1901,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,22.1000003814697
"5696",1902,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,32.0999984741211
"5697",1903,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,36.2999992370605
"5698",1904,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,28
"5699",1905,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,28.1000003814697
"5700",1906,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,31.1000003814697
"5701",1907,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,31.7000007629395
"5702",1908,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,19.8999996185303
"5703",1909,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,24.8999996185303
"5704",1910,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25.5
"5705",1911,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,22.7000007629395
"5706",1912,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,18.5
"5707",1913,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25.7999992370605
"5708",1914,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8000001907349
"5709",1915,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"5710",1916,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300000011920929
"5711",1917,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5712",1918,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5713",1919,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.09999990463257
"5714",1920,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,48.5999984741211,8.5
"5715",1921,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,64.9000015258789,23.5
"5716",1922,255,0,4,2,NA,NA,NA,NA,NA,NA,NA,82,36.5
"5717",1923,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,48.2000007629395,115.400001525879
"5718",1924,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,61,58.2999992370605
"5719",1925,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,78,59.5
"5720",1926,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,76.4000015258789,62.7000007629395
"5721",1927,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,88.8000030517578,59.2999992370605
"5722",1928,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,103.300003051758,56
"5723",1929,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,109.699996948242,47.7999992370605
"5724",1930,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,129.199996948242,36.5
"5725",1931,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,110.199996948242,13.1999998092651
"5726",1932,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,106.599998474121,10.3000001907349
"5727",1933,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,83.5999984741211,12.8999996185303
"5728",1934,255,0,3,2,NA,NA,NA,NA,NA,NA,NA,89,14.1999998092651
"5729",1935,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12.1999998092651
"5730",1936,255,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,15.1999998092651
"5731",1937,255,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,14.1999998092651
"5732",1938,255,0,4,2,NA,NA,NA,NA,NA,NA,NA,7.80000019073486,22.7000007629395
"5733",1939,255,0,4,2,NA,NA,NA,NA,NA,NA,NA,12.8999996185303,25.5
"5734",1940,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5735",1941,255,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5736",1942,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5737",1943,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5738",1944,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739",1945,255,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5740",1946,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5741",1947,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5742",1948,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743",1949,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744",1950,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.700012207031,172.699996948242
"5745",1951,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.200012207031,248.600006103516
"5746",1952,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.399993896484,247.5
"5747",1953,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.299987792969,151.399993896484
"5748",1954,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.399993896484,189.199996948242
"5749",1955,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.700012207031,190.899993896484
"5750",1956,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.900024414062,222.5
"5751",1957,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.200012207031,231.5
"5752",1958,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.599975585938,210.699996948242
"5753",1959,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.799987792969,224.100006103516
"5754",1960,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.900024414062,259.899993896484
"5755",1961,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.200012207031,306.200012207031
"5756",1962,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.400024414062,355.399993896484
"5757",1963,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.299987792969,435.5
"5758",1964,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.700012207031,486.100006103516
"5759",1965,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.900024414062,496.200012207031
"5760",1966,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.700012207031,614.099975585938
"5761",1967,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.799987792969,608.700012207031
"5762",1968,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686.099975585938,407.899993896484
"5763",1969,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.20001220703,439.899993896484
"5764",1970,255,NA,NA,NA,NA,NA,NA,NA,73,583,NA,1072.40002441406,498.399993896484
"5765",1971,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987.700012207031,557
"5766",1972,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.099975585938,572.299987792969
"5767",1973,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.900024414062,583.900024414062
"5768",1974,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.799987792969,639.099975585938
"5769",1975,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.100006103516,655.299987792969
"5770",1976,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.700012207031,570.900024414062
"5771",1977,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.900024414062,507.200012207031
"5772",1978,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.900024414062,460.5
"5773",1979,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.700012207031,420.700012207031
"5774",1980,255,NA,NA,NA,NA,NA,NA,NA,NA,451,NA,752.099975585938,441.100006103516
"5775",1981,255,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,625.099975585938,472.700012207031
"5776",1982,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.799987792969,496.100006103516
"5777",1983,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,489.200012207031
"5778",1984,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.700012207031,606.5
"5779",1985,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,509.299987792969,427.399993896484
"5780",1986,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.700012207031,409.799987792969
"5781",1987,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.599975585938,400.899993896484
"5782",1988,255,NA,NA,NA,NA,NA,NA,NA,NA,366,100,903.900024414062,421.899993896484
"5783",1989,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185.5,999.900024414062
"5784",1990,255,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA
"5785",1991,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.90002441406,985.900024414062
"5786",1992,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489.40002441406,1163.5
"5787",1993,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268,942.5
"5788",1994,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5789",1995,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5790",1949,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5791",1950,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5792",1951,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5793",1952,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5794",1953,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5795",1954,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5796",1955,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5797",1956,260,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5798",1957,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5799",1958,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5800",1959,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5801",1960,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5802",1961,260,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5803",1962,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5804",1963,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5805",1964,260,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5806",1965,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5807",1966,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5808",1967,260,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5809",1968,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5810",1969,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5811",1970,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5812",1971,260,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5813",1972,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5814",1973,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5815",1974,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5816",1975,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5817",1976,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5818",1977,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5819",1978,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5820",1979,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5821",1980,260,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5822",1981,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5823",1982,260,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5824",1983,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5825",1984,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5826",1985,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5827",1986,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5828",1987,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5829",1988,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5830",1989,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5831",1990,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5832",1991,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5833",1992,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5834",1949,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5835",1950,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5836",1951,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5837",1952,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5838",1953,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5839",1954,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5840",1955,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5841",1956,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5842",1957,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5843",1958,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5844",1959,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5845",1960,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5846",1961,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5847",1962,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5848",1963,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5849",1964,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5850",1965,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5851",1966,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5852",1967,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5853",1968,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5854",1969,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5855",1970,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5856",1971,265,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5857",1972,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5858",1973,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5859",1974,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5860",1975,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5861",1976,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5862",1977,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5863",1978,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5864",1979,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5865",1980,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5866",1981,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5867",1982,265,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5868",1983,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5869",1984,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5870",1985,265,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5871",1986,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5872",1987,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5873",1988,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5874",1989,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5875",1990,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5876",1991,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5877",1992,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5878",1811,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5879",1812,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5880",1813,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5881",1814,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5882",1815,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5883",1816,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5884",1817,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5885",1818,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5886",1819,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5887",1820,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5888",1821,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5889",1822,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5890",1823,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5891",1824,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5892",1825,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5893",1826,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5894",1827,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5895",1828,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5896",1829,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5897",1830,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5898",1831,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5899",1832,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5900",1833,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5901",1834,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5902",1835,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5903",1836,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5904",1837,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5905",1838,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5906",1839,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5907",1840,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5908",1841,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5909",1842,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5910",1843,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5911",1844,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5912",1845,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913",1846,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5914",1847,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5915",1848,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5916",1849,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5917",1850,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5918",1851,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5919",1852,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920",1853,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921",1854,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5922",1855,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5923",1856,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924",1857,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5925",1858,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5926",1859,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5927",1860,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5928",1861,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5929",1862,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5930",1863,267,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5931",1864,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5932",1865,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5933",1866,267,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5934",1867,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5935",1868,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5936",1869,267,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5937",1870,267,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5938",1871,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5939",1872,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5940",1873,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5941",1874,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5942",1875,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5943",1876,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5944",1877,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5945",1878,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5946",1879,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5947",1880,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5948",1881,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5949",1882,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5950",1883,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5951",1884,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5952",1885,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5953",1886,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5954",1887,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5955",1888,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5956",1889,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5957",1890,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5958",1891,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5959",1892,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960",1893,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5961",1894,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5962",1895,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5963",1896,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964",1897,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5965",1898,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5966",1899,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5967",1900,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5968",1901,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5969",1902,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5970",1903,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5971",1904,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972",1905,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5973",1906,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974",1907,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5975",1763,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976",1764,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977",1765,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5978",1766,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5979",1767,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5980",1768,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5981",1769,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5982",1770,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5983",1771,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5984",1772,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5985",1773,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5986",1774,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
