"","year","ai","sd","ainew","sdnew","idgurr","ccode"
"1",1976,1,NA,1,1,2,2
"2",1977,1,1,1,1,2,2
"3",1978,1,NA,1,1,2,2
"4",1979,1,NA,1,1,2,2
"5",1980,1,NA,1,1,2,2
"6",1981,1,NA,1,1,2,2
"7",1982,1,NA,1,1,2,2
"8",1983,1,NA,1,1,2,2
"9",1984,1,NA,1,1,2,2
"10",1985,1,NA,1,1,2,2
"11",1986,1,NA,1,1,2,2
"12",1987,2,NA,2,2,2,2
"13",1988,1,NA,1,1,2,2
"14",1989,1,NA,1,1,2,2
"15",1990,1,NA,1,1,2,2
"16",1991,2,NA,2,2,2,2
"17",1992,2,NA,2,2,2,2
"18",1993,1,NA,1,1,2,2
"19",1976,1,1,1,1,20,20
"20",1977,NA,1,1,1,20,20
"21",1978,NA,1,1,1,20,20
"22",1979,NA,1,1,1,20,20
"23",1980,NA,1,1,1,20,20
"24",1981,NA,1,1,1,20,20
"25",1982,NA,1,1,1,20,20
"26",1983,1,1,1,1,20,20
"27",1984,1,1,1,1,20,20
"28",1985,NA,1,1,1,20,20
"29",1986,1,1,1,1,20,20
"30",1987,1,1,1,1,20,20
"31",1988,NA,1,1,1,20,20
"32",1989,NA,1,1,1,20,20
"33",1990,1,1,1,1,20,20
"34",1991,1,1,1,1,20,20
"35",1992,1,1,1,1,20,20
"36",1993,1,1,1,1,20,20
"37",1976,NA,1,1,1,31,31
"38",1977,NA,1,1,1,31,31
"39",1978,NA,1,1,1,31,31
"40",1979,NA,1,1,1,31,31
"41",1980,NA,1,1,1,31,31
"42",1981,NA,1,1,1,31,31
"43",1982,NA,1,1,1,31,31
"44",1983,NA,1,1,1,31,31
"45",1984,NA,1,1,1,31,31
"46",1985,NA,1,1,1,31,31
"47",1986,1,2,1,2,31,31
"48",1987,NA,1,1,1,31,31
"49",1988,NA,1,1,1,31,31
"50",1989,1,1,1,1,31,31
"51",1990,1,1,1,1,31,31
"52",1991,1,1,1,1,31,31
"53",1992,1,1,1,1,31,31
"54",1993,1,1,1,1,31,31
"55",1976,3,NA,3,3,40,40
"56",1977,3,4,3,4,40,40
"57",1978,4,NA,4,4,40,40
"58",1979,3,3,3,3,40,40
"59",1980,3,3,3,3,40,40
"60",1981,3,3,3,3,40,40
"61",1982,3,3,3,3,40,40
"62",1983,3,3,3,3,40,40
"63",1984,3,3,3,3,40,40
"64",1985,3,3,3,3,40,40
"65",1986,3,4,3,4,40,40
"66",1987,3,3,3,3,40,40
"67",1988,3,3,3,3,40,40
"68",1989,3,3,3,3,40,40
"69",1990,3,3,3,3,40,40
"70",1991,3,3,3,3,40,40
"71",1992,3,3,3,3,40,40
"72",1993,3,3,3,3,40,40
"73",1976,3,3,3,3,41,41
"74",1977,4,3,4,3,41,41
"75",1978,4,2,4,2,41,41
"76",1979,3,3,3,3,41,41
"77",1980,4,3,4,3,41,41
"78",1981,3,3,3,3,41,41
"79",1982,3,2,3,2,41,41
"80",1983,3,3,3,3,41,41
"81",1984,3,3,3,3,41,41
"82",1985,3,3,3,3,41,41
"83",1986,3,2,3,2,41,41
"84",1987,5,3,5,3,41,41
"85",1988,4,3,4,3,41,41
"86",1989,3,3,3,3,41,41
"87",1990,4,4,4,4,41,41
"88",1991,4,5,4,5,41,41
"89",1992,4,4,4,4,41,41
"90",1993,4,4,4,4,41,41
"91",1976,3,2,3,2,42,42
"92",1977,3,2,3,2,42,42
"93",1978,3,2,3,2,42,42
"94",1979,2,2,2,2,42,42
"95",1980,3,2,3,2,42,42
"96",1981,NA,2,2,2,42,42
"97",1982,NA,2,2,2,42,42
"98",1983,NA,1,1,1,42,42
"99",1984,3,2,3,2,42,42
"100",1985,NA,1,1,1,42,42
"101",1986,3,2,3,2,42,42
"102",1987,3,2,3,2,42,42
"103",1988,3,2,3,2,42,42
"104",1989,2,2,2,2,42,42
"105",1990,2,2,2,2,42,42
"106",1991,2,2,2,2,42,42
"107",1992,2,2,2,2,42,42
"108",1993,2,2,2,2,42,42
"109",1976,2,2,2,2,51,51
"110",1977,2,2,2,2,51,51
"111",1978,NA,2,2,2,51,51
"112",1979,NA,2,2,2,51,51
"113",1980,NA,1,1,1,51,51
"114",1981,NA,1,1,1,51,51
"115",1982,NA,1,1,1,51,51
"116",1983,NA,1,1,1,51,51
"117",1984,2,2,2,2,51,51
"118",1985,2,2,2,2,51,51
"119",1986,2,2,2,2,51,51
"120",1987,1,2,1,2,51,51
"121",1988,3,2,3,2,51,51
"122",1989,2,2,2,2,51,51
"123",1990,2,2,2,2,51,51
"124",1991,1,3,1,3,51,51
"125",1992,3,3,3,3,51,51
"126",1993,2,3,2,3,51,51
"127",1976,1,NA,1,1,52,52
"128",1977,1,NA,1,1,52,52
"129",1978,NA,NA,NA,NA,52,52
"130",1979,NA,2,2,2,52,52
"131",1980,NA,1,1,1,52,52
"132",1981,NA,1,1,1,52,52
"133",1982,NA,1,1,1,52,52
"134",1983,NA,1,1,1,52,52
"135",1984,NA,1,1,1,52,52
"136",1985,1,1,1,1,52,52
"137",1986,1,1,1,1,52,52
"138",1987,1,1,1,1,52,52
"139",1988,2,1,2,1,52,52
"140",1989,1,1,1,1,52,52
"141",1990,2,2,2,2,52,52
"142",1991,2,2,2,2,52,52
"143",1992,1,2,1,2,52,52
"144",1993,2,2,2,2,52,52
"145",1976,NA,NA,NA,NA,53,53
"146",1977,NA,NA,NA,NA,53,53
"147",1978,NA,1,1,1,53,53
"148",1979,NA,1,1,1,53,53
"149",1980,NA,1,1,1,53,53
"150",1981,NA,1,1,1,53,53
"151",1982,1,1,1,1,53,53
"152",1983,NA,1,1,1,53,53
"153",1984,1,1,1,1,53,53
"154",1985,NA,1,1,1,53,53
"155",1986,1,1,1,1,53,53
"156",1987,1,1,1,1,53,53
"157",1988,NA,1,1,1,53,53
"158",1989,1,1,1,1,53,53
"159",1990,NA,1,1,1,53,53
"160",1991,1,1,1,1,53,53
"161",1992,1,1,1,1,53,53
"162",1993,1,1,1,1,53,53
"163",1976,NA,NA,NA,NA,55,55
"164",1977,1,NA,1,1,55,55
"165",1978,NA,NA,NA,NA,55,55
"166",1979,2,3,2,3,55,55
"167",1980,3,3,3,3,55,55
"168",1981,3,3,3,3,55,55
"169",1982,2,3,2,3,55,55
"170",1983,4,4,4,4,55,55
"171",1984,2,1,2,1,55,55
"172",1985,1,1,1,1,55,55
"173",1986,1,1,1,1,55,55
"174",1987,1,1,1,1,55,55
"175",1988,1,1,1,1,55,55
"176",1989,1,1,1,1,55,55
"177",1990,1,1,1,1,55,55
"178",1991,1,1,1,1,55,55
"179",1992,1,1,1,1,55,55
"180",1993,NA,1,1,1,55,55
"181",1976,NA,NA,NA,NA,56,56
"182",1977,NA,NA,NA,NA,56,56
"183",1978,NA,NA,NA,NA,56,56
"184",1979,NA,1,1,1,56,56
"185",1980,NA,1,1,1,56,56
"186",1981,1,1,1,1,56,56
"187",1982,NA,1,1,1,56,56
"188",1983,NA,1,1,1,56,56
"189",1984,NA,1,1,1,56,56
"190",1985,NA,1,1,1,56,56
"191",1986,1,1,1,1,56,56
"192",1987,NA,1,1,1,56,56
"193",1988,NA,1,1,1,56,56
"194",1989,NA,1,1,1,56,56
"195",1990,NA,1,1,1,56,56
"196",1991,NA,1,1,1,56,56
"197",1992,NA,1,1,1,56,56
"198",1993,NA,1,1,1,56,56
"199",1976,NA,NA,NA,NA,57,57
"200",1977,NA,NA,NA,NA,57,57
"201",1978,NA,NA,NA,NA,57,57
"202",1979,NA,NA,NA,NA,57,57
"203",1980,NA,1,1,1,57,57
"204",1981,NA,1,1,1,57,57
"205",1982,NA,1,1,1,57,57
"206",1983,NA,1,1,1,57,57
"207",1984,NA,1,1,1,57,57
"208",1985,NA,1,1,1,57,57
"209",1986,NA,1,1,1,57,57
"210",1987,1,1,1,1,57,57
"211",1988,1,1,1,1,57,57
"212",1989,NA,1,1,1,57,57
"213",1990,1,1,1,1,57,57
"214",1991,1,1,1,1,57,57
"215",1992,1,1,1,1,57,57
"216",1993,1,1,1,1,57,57
"217",1976,NA,NA,NA,NA,59,59
"218",1977,NA,NA,NA,NA,59,59
"219",1978,NA,NA,NA,NA,59,59
"220",1979,NA,1,1,1,59,59
"221",1980,NA,1,1,1,59,59
"222",1981,NA,1,1,1,59,59
"223",1982,NA,1,1,1,59,59
"224",1983,NA,1,1,1,59,59
"225",1984,NA,1,1,1,59,59
"226",1985,NA,1,1,1,59,59
"227",1986,NA,1,1,1,59,59
"228",1987,NA,1,1,1,59,59
"229",1988,NA,1,1,1,59,59
"230",1989,NA,1,1,1,59,59
"231",1990,NA,1,1,1,59,59
"232",1991,NA,1,1,1,59,59
"233",1992,NA,1,1,1,59,59
"234",1993,NA,1,1,1,59,59
"235",1976,3,2,3,2,70,70
"236",1977,3,3,3,3,70,70
"237",1978,3,3,3,3,70,70
"238",1979,3,3,3,3,70,70
"239",1980,3,3,3,3,70,70
"240",1981,3,3,3,3,70,70
"241",1982,3,3,3,3,70,70
"242",1983,3,2,3,2,70,70
"243",1984,3,3,3,3,70,70
"244",1985,3,3,3,3,70,70
"245",1986,3,3,3,3,70,70
"246",1987,3,3,3,3,70,70
"247",1988,3,3,3,3,70,70
"248",1989,3,3,3,3,70,70
"249",1990,4,3,4,3,70,70
"250",1991,3,3,3,3,70,70
"251",1992,3,3,3,3,70,70
"252",1993,3,4,3,4,70,70
"253",1976,4,4,4,4,90,90
"254",1977,5,3,5,3,90,90
"255",1978,5,3,5,3,90,90
"256",1979,5,3,5,3,90,90
"257",1980,5,4,5,4,90,90
"258",1981,5,4,5,4,90,90
"259",1982,5,4,5,4,90,90
"260",1983,5,4,5,4,90,90
"261",1984,5,4,5,4,90,90
"262",1985,5,4,5,4,90,90
"263",1986,4,4,4,4,90,90
"264",1987,4,4,4,4,90,90
"265",1988,4,4,4,4,90,90
"266",1989,4,4,4,4,90,90
"267",1990,5,5,5,5,90,90
"268",1991,4,4,4,4,90,90
"269",1992,4,4,4,4,90,90
"270",1993,4,4,4,4,90,90
"271",1976,NA,1,1,1,91,91
"272",1977,2,1,2,1,91,91
"273",1978,NA,2,2,2,91,91
"274",1979,2,2,2,2,91,91
"275",1980,4,2,4,2,91,91
"276",1981,4,3,4,3,91,91
"277",1982,4,2,4,2,91,91
"278",1983,4,2,4,2,91,91
"279",1984,4,3,4,3,91,91
"280",1985,3,3,3,3,91,91
"281",1986,3,3,3,3,91,91
"282",1987,3,3,3,3,91,91
"283",1988,4,3,4,3,91,91
"284",1989,3,3,3,3,91,91
"285",1990,3,3,3,3,91,91
"286",1991,3,3,3,3,91,91
"287",1992,3,3,3,3,91,91
"288",1993,3,3,3,3,91,91
"289",1976,4,2,4,2,92,92
"290",1977,4,3,4,3,92,92
"291",1978,5,4,5,4,92,92
"292",1979,4,4,4,4,92,92
"293",1980,5,4,5,4,92,92
"294",1981,5,4,5,4,92,92
"295",1982,5,4,5,4,92,92
"296",1983,5,4,5,4,92,92
"297",1984,5,4,5,4,92,92
"298",1985,4,4,4,4,92,92
"299",1986,5,4,5,4,92,92
"300",1987,5,4,5,4,92,92
"301",1988,5,4,5,4,92,92
"302",1989,4,4,4,4,92,92
"303",1990,4,4,4,4,92,92
"304",1991,4,4,4,4,92,92
"305",1992,4,4,4,4,92,92
"306",1993,4,3,4,3,92,92
"307",1976,4,4,4,4,93,93
"308",1977,4,3,4,3,93,93
"309",1978,4,3,4,3,93,93
"310",1979,5,4,5,4,93,93
"311",1980,NA,4,4,4,93,93
"312",1981,2,3,2,3,93,93
"313",1982,3,3,3,3,93,93
"314",1983,2,4,2,4,93,93
"315",1984,3,4,3,4,93,93
"316",1985,3,4,3,4,93,93
"317",1986,3,5,3,5,93,93
"318",1987,4,4,4,4,93,93
"319",1988,4,4,4,4,93,93
"320",1989,3,4,3,4,93,93
"321",1990,2,3,2,3,93,93
"322",1991,3,4,3,4,93,93
"323",1992,3,4,3,4,93,93
"324",1993,3,4,3,4,93,93
"325",1976,NA,1,1,1,94,94
"326",1977,NA,1,1,1,94,94
"327",1978,NA,1,1,1,94,94
"328",1979,NA,1,1,1,94,94
"329",1980,NA,1,1,1,94,94
"330",1981,NA,1,1,1,94,94
"331",1982,NA,1,1,1,94,94
"332",1983,2,1,2,1,94,94
"333",1984,2,1,2,1,94,94
"334",1985,NA,1,1,1,94,94
"335",1986,NA,1,1,1,94,94
"336",1987,NA,1,1,1,94,94
"337",1988,NA,1,1,1,94,94
"338",1989,NA,1,1,1,94,94
"339",1990,NA,1,1,1,94,94
"340",1991,NA,1,1,1,94,94
"341",1992,2,1,2,1,94,94
"342",1993,NA,1,1,1,94,94
"343",1976,NA,2,2,2,95,95
"344",1977,NA,2,2,2,95,95
"345",1978,NA,2,2,2,95,95
"346",1979,NA,2,2,2,95,95
"347",1980,NA,2,2,2,95,95
"348",1981,NA,2,2,2,95,95
"349",1982,NA,2,2,2,95,95
"350",1983,NA,2,2,2,95,95
"351",1984,NA,3,3,3,95,95
"352",1985,NA,2,2,2,95,95
"353",1986,NA,3,3,3,95,95
"354",1987,3,2,3,2,95,95
"355",1988,3,3,3,3,95,95
"356",1989,3,4,3,4,95,95
"357",1990,3,2,3,2,95,95
"358",1991,3,2,3,2,95,95
"359",1992,2,2,2,2,95,95
"360",1993,2,2,2,2,95,95
"361",1976,NA,NA,NA,NA,96,96
"362",1977,NA,NA,NA,NA,96,96
"363",1978,NA,NA,NA,NA,96,96
"364",1979,NA,NA,NA,NA,96,96
"365",1980,NA,NA,NA,NA,96,96
"366",1981,NA,NA,NA,NA,96,96
"367",1982,NA,NA,NA,NA,96,96
"368",1983,NA,NA,NA,NA,96,96
"369",1984,NA,NA,NA,NA,96,96
"370",1985,NA,NA,NA,NA,96,96
"371",1986,NA,NA,NA,NA,96,96
"372",1987,NA,NA,NA,NA,96,96
"373",1988,NA,1,1,1,96,96
"374",1989,NA,1,1,1,96,96
"375",1990,NA,1,1,1,96,96
"376",1991,1,1,1,1,96,96
"377",1992,1,1,1,1,96,96
"378",1993,1,1,1,1,96,96
"379",1976,2,2,2,2,100,100
"380",1977,3,2,3,2,100,100
"381",1978,3,2,3,2,100,100
"382",1979,5,3,5,3,100,100
"383",1980,4,3,4,3,100,100
"384",1981,4,3,4,3,100,100
"385",1982,5,3,5,3,100,100
"386",1983,4,3,4,3,100,100
"387",1984,4,3,4,3,100,100
"388",1985,4,3,4,3,100,100
"389",1986,5,4,5,4,100,100
"390",1987,4,4,4,4,100,100
"391",1988,5,4,5,4,100,100
"392",1989,5,4,5,4,100,100
"393",1990,5,5,5,5,100,100
"394",1991,5,5,5,5,100,100
"395",1992,5,4,5,4,100,100
"396",1993,5,5,5,5,100,100
"397",1976,2,2,2,2,101,101
"398",1977,2,1,2,1,101,101
"399",1978,3,2,3,2,101,101
"400",1979,3,2,3,2,101,101
"401",1980,3,2,3,2,101,101
"402",1981,2,1,2,1,101,101
"403",1982,NA,2,2,2,101,101
"404",1983,3,2,3,2,101,101
"405",1984,2,2,2,2,101,101
"406",1985,2,2,2,2,101,101
"407",1986,4,2,4,2,101,101
"408",1987,3,2,3,2,101,101
"409",1988,3,2,3,2,101,101
"410",1989,4,4,4,4,101,101
"411",1990,3,3,3,3,101,101
"412",1991,3,3,3,3,101,101
"413",1992,4,3,4,3,101,101
"414",1993,4,3,4,3,101,101
"415",1976,1,NA,1,1,110,110
"416",1977,2,1,2,1,110,110
"417",1978,NA,2,2,2,110,110
"418",1979,1,2,1,2,110,110
"419",1980,NA,3,3,3,110,110
"420",1981,NA,3,3,3,110,110
"421",1982,NA,3,3,3,110,110
"422",1983,NA,3,3,3,110,110
"423",1984,3,3,3,3,110,110
"424",1985,2,2,2,2,110,110
"425",1986,2,2,2,2,110,110
"426",1987,1,2,1,2,110,110
"427",1988,2,2,2,2,110,110
"428",1989,2,2,2,2,110,110
"429",1990,2,2,2,2,110,110
"430",1991,2,2,2,2,110,110
"431",1992,2,2,2,2,110,110
"432",1993,2,2,2,2,110,110
"433",1976,NA,NA,NA,NA,115,115
"434",1977,NA,NA,NA,NA,115,115
"435",1978,NA,NA,NA,NA,115,115
"436",1979,NA,1,1,1,115,115
"437",1980,NA,2,2,2,115,115
"438",1981,3,2,3,2,115,115
"439",1982,3,3,3,3,115,115
"440",1983,3,3,3,3,115,115
"441",1984,NA,3,3,3,115,115
"442",1985,3,2,3,2,115,115
"443",1986,5,5,5,5,115,115
"444",1987,4,4,4,4,115,115
"445",1988,2,3,2,3,115,115
"446",1989,NA,2,2,2,115,115
"447",1990,3,3,3,3,115,115
"448",1991,NA,2,2,2,115,115
"449",1992,1,2,1,2,115,115
"450",1993,NA,2,2,2,115,115
"451",1976,2,2,2,2,130,130
"452",1977,3,2,3,2,130,130
"453",1978,3,2,3,2,130,130
"454",1979,2,2,2,2,130,130
"455",1980,NA,2,2,2,130,130
"456",1981,NA,2,2,2,130,130
"457",1982,NA,2,2,2,130,130
"458",1983,NA,2,2,2,130,130
"459",1984,NA,2,2,2,130,130
"460",1985,3,2,3,2,130,130
"461",1986,4,3,4,3,130,130
"462",1987,4,3,4,3,130,130
"463",1988,3,3,3,3,130,130
"464",1989,3,2,3,2,130,130
"465",1990,3,3,3,3,130,130
"466",1991,3,2,3,2,130,130
"467",1992,3,3,3,3,130,130
"468",1993,2,3,2,3,130,130
"469",1976,4,2,4,2,135,135
"470",1977,4,3,4,3,135,135
"471",1978,3,2,3,2,135,135
"472",1979,4,2,4,2,135,135
"473",1980,3,2,3,2,135,135
"474",1981,3,2,3,2,135,135
"475",1982,4,2,4,2,135,135
"476",1983,4,3,4,3,135,135
"477",1984,4,4,4,4,135,135
"478",1985,5,4,5,4,135,135
"479",1986,4,4,4,4,135,135
"480",1987,5,4,5,4,135,135
"481",1988,5,5,5,5,135,135
"482",1989,5,5,5,5,135,135
"483",1990,5,5,5,5,135,135
"484",1991,4,5,4,5,135,135
"485",1992,5,5,5,5,135,135
"486",1993,4,4,4,4,135,135
"487",1976,3,2,3,2,140,140
"488",1977,4,3,4,3,140,140
"489",1978,4,NA,4,4,140,140
"490",1979,3,2,3,2,140,140
"491",1980,3,2,3,2,140,140
"492",1981,2,2,2,2,140,140
"493",1982,3,2,3,2,140,140
"494",1983,4,2,4,2,140,140
"495",1984,4,2,4,2,140,140
"496",1985,4,3,4,3,140,140
"497",1986,3,3,3,3,140,140
"498",1987,4,4,4,4,140,140
"499",1988,3,3,3,3,140,140
"500",1989,4,3,4,3,140,140
"501",1990,5,4,5,4,140,140
"502",1991,5,4,5,4,140,140
"503",1992,5,4,5,4,140,140
"504",1993,4,4,4,4,140,140
"505",1976,4,2,4,2,145,145
"506",1977,4,3,4,3,145,145
"507",1978,1,2,1,2,145,145
"508",1979,3,3,3,3,145,145
"509",1980,3,4,3,4,145,145
"510",1981,5,4,5,4,145,145
"511",1982,4,3,4,3,145,145
"512",1983,4,2,4,2,145,145
"513",1984,3,3,3,3,145,145
"514",1985,3,2,3,2,145,145
"515",1986,2,2,2,2,145,145
"516",1987,2,2,2,2,145,145
"517",1988,3,2,3,2,145,145
"518",1989,3,2,3,2,145,145
"519",1990,2,3,2,3,145,145
"520",1991,3,2,3,2,145,145
"521",1992,3,2,3,2,145,145
"522",1993,2,3,2,3,145,145
"523",1976,4,3,4,3,150,150
"524",1977,4,3,4,3,150,150
"525",1978,4,3,4,3,150,150
"526",1979,3,3,3,3,150,150
"527",1980,4,3,4,3,150,150
"528",1981,3,3,3,3,150,150
"529",1982,4,3,4,3,150,150
"530",1983,4,3,4,3,150,150
"531",1984,4,3,4,3,150,150
"532",1985,4,3,4,3,150,150
"533",1986,4,3,4,3,150,150
"534",1987,3,3,3,3,150,150
"535",1988,3,3,3,3,150,150
"536",1989,2,2,2,2,150,150
"537",1990,3,2,3,2,150,150
"538",1991,2,3,2,3,150,150
"539",1992,2,3,2,3,150,150
"540",1993,2,3,2,3,150,150
"541",1976,4,3,4,3,155,155
"542",1977,4,3,4,3,155,155
"543",1978,5,NA,5,5,155,155
"544",1979,4,3,4,3,155,155
"545",1980,4,4,4,4,155,155
"546",1981,5,3,5,3,155,155
"547",1982,4,3,4,3,155,155
"548",1983,4,3,4,3,155,155
"549",1984,4,3,4,3,155,155
"550",1985,4,3,4,3,155,155
"551",1986,4,5,4,5,155,155
"552",1987,4,4,4,4,155,155
"553",1988,3,4,3,4,155,155
"554",1989,3,3,3,3,155,155
"555",1990,3,3,3,3,155,155
"556",1991,3,3,3,3,155,155
"557",1992,3,3,3,3,155,155
"558",1993,3,2,3,2,155,155
"559",1976,5,4,5,4,160,160
"560",1977,5,NA,5,5,160,160
"561",1978,5,NA,5,5,160,160
"562",1979,5,4,5,4,160,160
"563",1980,5,4,5,4,160,160
"564",1981,5,3,5,3,160,160
"565",1982,3,3,3,3,160,160
"566",1983,3,3,3,3,160,160
"567",1984,2,2,2,2,160,160
"568",1985,2,5,2,5,160,160
"569",1986,2,2,2,2,160,160
"570",1987,2,2,2,2,160,160
"571",1988,2,2,2,2,160,160
"572",1989,3,2,3,2,160,160
"573",1990,3,2,3,2,160,160
"574",1991,3,2,3,2,160,160
"575",1992,2,2,2,2,160,160
"576",1993,2,2,2,2,160,160
"577",1976,5,3,5,3,165,165
"578",1977,5,4,5,4,165,165
"579",1978,5,3,5,3,165,165
"580",1979,5,3,5,3,165,165
"581",1980,4,3,4,3,165,165
"582",1981,4,3,4,3,165,165
"583",1982,4,3,4,3,165,165
"584",1983,4,3,4,3,165,165
"585",1984,3,3,3,3,165,165
"586",1985,2,1,2,1,165,165
"587",1986,NA,2,2,2,165,165
"588",1987,NA,2,2,2,165,165
"589",1988,1,1,1,1,165,165
"590",1989,2,2,2,2,165,165
"591",1990,4,2,4,2,165,165
"592",1991,2,2,2,2,165,165
"593",1992,2,2,2,2,165,165
"594",1993,2,1,2,1,165,165
"595",1976,2,1,2,1,200,200
"596",1977,2,1,2,1,200,200
"597",1978,2,1,2,1,200,200
"598",1979,1,1,1,1,200,200
"599",1980,1,1,1,1,200,200
"600",1981,1,1,1,1,200,200
"601",1982,1,1,1,1,200,200
"602",1983,1,1,1,1,200,200
"603",1984,2,1,2,1,200,200
"604",1985,1,1,1,1,200,200
"605",1986,2,1,2,1,200,200
"606",1987,1,1,1,1,200,200
"607",1988,2,1,2,1,200,200
"608",1989,1,1,1,1,200,200
"609",1990,1,1,1,1,200,200
"610",1991,2,1,2,1,200,200
"611",1992,2,1,2,1,200,200
"612",1993,1,1,1,1,200,200
"613",1976,1,NA,1,1,205,205
"614",1977,1,NA,1,1,205,205
"615",1978,1,1,1,1,205,205
"616",1979,1,1,1,1,205,205
"617",1980,1,1,1,1,205,205
"618",1981,1,1,1,1,205,205
"619",1982,1,1,1,1,205,205
"620",1983,1,1,1,1,205,205
"621",1984,2,1,2,1,205,205
"622",1985,2,1,2,1,205,205
"623",1986,1,1,1,1,205,205
"624",1987,NA,1,1,1,205,205
"625",1988,NA,1,1,1,205,205
"626",1989,1,1,1,1,205,205
"627",1990,1,1,1,1,205,205
"628",1991,1,1,1,1,205,205
"629",1992,1,1,1,1,205,205
"630",1993,1,1,1,1,205,205
"631",1976,NA,1,1,1,210,210
"632",1977,1,1,1,1,210,210
"633",1978,NA,1,1,1,210,210
"634",1979,NA,1,1,1,210,210
"635",1980,NA,1,1,1,210,210
"636",1981,NA,1,1,1,210,210
"637",1982,NA,1,1,1,210,210
"638",1983,NA,1,1,1,210,210
"639",1984,NA,1,1,1,210,210
"640",1985,1,1,1,1,210,210
"641",1986,NA,1,1,1,210,210
"642",1987,NA,1,1,1,210,210
"643",1988,NA,1,1,1,210,210
"644",1989,NA,1,1,1,210,210
"645",1990,NA,1,1,1,210,210
"646",1991,1,1,1,1,210,210
"647",1992,1,1,1,1,210,210
"648",1993,1,1,1,1,210,210
"649",1976,NA,1,1,1,211,211
"650",1977,NA,1,1,1,211,211
"651",1978,NA,1,1,1,211,211
"652",1979,NA,1,1,1,211,211
"653",1980,NA,1,1,1,211,211
"654",1981,NA,1,1,1,211,211
"655",1982,NA,1,1,1,211,211
"656",1983,NA,1,1,1,211,211
"657",1984,NA,1,1,1,211,211
"658",1985,NA,1,1,1,211,211
"659",1986,NA,1,1,1,211,211
"660",1987,NA,1,1,1,211,211
"661",1988,NA,1,1,1,211,211
"662",1989,NA,1,1,1,211,211
"663",1990,NA,1,1,1,211,211
"664",1991,NA,1,1,1,211,211
"665",1992,NA,1,1,1,211,211
"666",1993,NA,1,1,1,211,211
"667",1976,NA,NA,NA,NA,212,212
"668",1977,NA,NA,NA,NA,212,212
"669",1978,NA,1,1,1,212,212
"670",1979,NA,1,1,1,212,212
"671",1980,NA,1,1,1,212,212
"672",1981,NA,1,1,1,212,212
"673",1982,NA,1,1,1,212,212
"674",1983,NA,1,1,1,212,212
"675",1984,NA,1,1,1,212,212
"676",1985,NA,1,1,1,212,212
"677",1986,NA,1,1,1,212,212
"678",1987,NA,1,1,1,212,212
"679",1988,NA,1,1,1,212,212
"680",1989,NA,1,1,1,212,212
"681",1990,NA,1,1,1,212,212
"682",1991,NA,1,1,1,212,212
"683",1992,1,1,1,1,212,212
"684",1993,1,1,1,1,212,212
"685",1976,2,1,2,1,220,220
"686",1977,2,1,2,1,220,220
"687",1978,2,1,2,1,220,220
"688",1979,2,1,2,1,220,220
"689",1980,2,1,2,1,220,220
"690",1981,2,1,2,1,220,220
"691",1982,2,1,2,1,220,220
"692",1983,2,1,2,1,220,220
"693",1984,2,1,2,1,220,220
"694",1985,2,1,2,1,220,220
"695",1986,2,1,2,1,220,220
"696",1987,2,2,2,2,220,220
"697",1988,2,1,2,1,220,220
"698",1989,2,1,2,1,220,220
"699",1990,1,1,1,1,220,220
"700",1991,1,1,1,1,220,220
"701",1992,1,1,1,1,220,220
"702",1993,1,1,1,1,220,220
"703",1976,1,1,1,1,225,225
"704",1977,2,1,2,1,225,225
"705",1978,2,1,2,1,225,225
"706",1979,NA,1,1,1,225,225
"707",1980,2,1,2,1,225,225
"708",1981,2,1,2,1,225,225
"709",1982,2,1,2,1,225,225
"710",1983,2,1,2,1,225,225
"711",1984,2,1,2,1,225,225
"712",1985,2,1,2,1,225,225
"713",1986,2,1,2,1,225,225
"714",1987,2,1,2,1,225,225
"715",1988,2,1,2,1,225,225
"716",1989,2,1,2,1,225,225
"717",1990,2,1,2,1,225,225
"718",1991,2,1,2,1,225,225
"719",1992,2,1,2,1,225,225
"720",1993,2,1,2,1,225,225
"721",1976,3,2,3,2,230,230
"722",1977,2,1,2,1,230,230
"723",1978,2,1,2,1,230,230
"724",1979,2,1,2,1,230,230
"725",1980,3,2,3,2,230,230
"726",1981,2,1,2,1,230,230
"727",1982,2,2,2,2,230,230
"728",1983,2,2,2,2,230,230
"729",1984,2,1,2,1,230,230
"730",1985,2,2,2,2,230,230
"731",1986,2,2,2,2,230,230
"732",1987,2,1,2,1,230,230
"733",1988,2,1,2,1,230,230
"734",1989,2,1,2,1,230,230
"735",1990,2,1,2,1,230,230
"736",1991,1,1,1,1,230,230
"737",1992,2,1,2,1,230,230
"738",1993,1,2,1,2,230,230
"739",1976,1,1,1,1,235,235
"740",1977,2,1,2,1,235,235
"741",1978,NA,1,1,1,235,235
"742",1979,1,1,1,1,235,235
"743",1980,2,1,2,1,235,235
"744",1981,1,1,1,1,235,235
"745",1982,1,1,1,1,235,235
"746",1983,NA,1,1,1,235,235
"747",1984,NA,1,1,1,235,235
"748",1985,NA,1,1,1,235,235
"749",1986,NA,1,1,1,235,235
"750",1987,NA,1,1,1,235,235
"751",1988,NA,1,1,1,235,235
"752",1989,1,1,1,1,235,235
"753",1990,1,1,1,1,235,235
"754",1991,1,1,1,1,235,235
"755",1992,1,1,1,1,235,235
"756",1993,1,1,1,1,235,235
"757",1976,1,1,1,1,260,260
