 Roll       Pitch     Heave    Surge      Sway      Yaw       Wave     Wind
-0.37590   1.20300  -0.04181   0.13010   0.14310   0.30800  -0.02014  13.762
-0.28680   0.72400  -0.03211   0.17080   0.16130   0.38160  -0.59610  13.488
-0.33340   0.46960  -0.00472   0.19890   0.18230   0.24820  -1.08950  13.917
-0.64060   0.76950   0.03749   0.21820   0.20060   0.03998  -1.37110  14.748
-1.16500   1.81300   0.08460   0.22900   0.20890   0.05066  -1.05920  14.850
-1.69800   2.56100   0.11690   0.23540   0.20980   0.23890  -0.35560  16.028
-2.24800   3.22000   0.12940   0.24610   0.20410   0.32520   0.36020  15.584
-2.65200   3.69900   0.11420   0.26480   0.19210   0.19750   0.93760  15.635
-2.77700   3.73200   0.06730   0.29820   0.17220  -0.08350   1.22480  14.989
-2.77700   3.67300   0.01764   0.33000   0.15240  -0.12907   1.06340  15.374
-2.77800   2.77800  -0.03406   0.36240   0.12510  -0.13180   0.80030  15.255
-2.65100   1.66800  -0.06613   0.38350   0.09470   0.09530   0.54290  14.844
-2.67500   0.40090  -0.07426   0.39580   0.06540   0.39480  -0.23740  14.613
-2.50600  -0.33360  -0.06132   0.40450   0.04502   0.64060  -0.72840  15.198
-2.45600  -0.48000  -0.03325   0.41480   0.03622   0.41710  -1.18820  15.945
-2.45800   0.43970   0.00245   0.42410   0.03586   0.13960  -1.29940  16.261
-2.50600   1.98900   0.03901   0.42550   0.03845  -0.09670  -1.17300  16.755
-2.65000   3.78800   0.06901   0.41190   0.03745  -0.18230  -0.36580  17.587
-2.79800   5.85700   0.09120   0.37170   0.03201  -0.22510   0.53660  17.547
-2.81600   6.60300   0.09850   0.32890   0.02631  -0.26750   1.13420  17.566
-2.82100   6.39900   0.09350   0.27740   0.02326  -0.20110   1.30510  17.127
-3.00000   4.57400   0.07280   0.23790   0.02629   0.16590   0.84120  15.634
-3.11600   1.84200   0.03424   0.21530   0.03723   0.51760   0.44910  14.117
-3.19400  -1.13400  -0.01094   0.20960   0.04931   0.48650   0.24320  13.741
-3.28800  -2.63400  -0.04881   0.21340   0.05237   0.19000  -0.18880  13.679
-3.33900  -2.69400  -0.06881   0.22250   0.03913  -0.18300  -0.50690  14.830
-3.77300  -1.17400  -0.06026   0.23320   0.00592  -0.28890  -0.18560  16.443
-3.88100   1.16700  -0.02949   0.23860  -0.03421   0.04851  -0.00354  17.519
-3.88600   3.74500   0.02105   0.23380  -0.07648   0.38150   0.03833  18.083
-3.88500   5.34500   0.05914   0.22680  -0.10080   0.45840   0.15590  17.063
-3.38900   6.01200   0.08640   0.21930  -0.12210   0.41790   0.18410  16.533
-3.12200   5.73400   0.09060   0.21300  -0.14180   0.33240   0.46660  15.153
-2.29200   4.56300   0.07220   0.20610  -0.16140   0.26850   0.57830  14.343
-1.87300   2.69800   0.03785   0.19340  -0.17700   0.43220  -0.23820  13.943
-1.30100   0.80560   0.00467   0.17600  -0.17870   0.36310  -0.79400  13.737
-1.12700  -0.02837  -0.01478   0.15390  -0.16910   0.10060  -0.71510  14.337
-1.11700  -0.57240  -0.01529   0.12670  -0.15180  -0.22330  -0.54570  14.902
-1.16800  -0.10280   0.00187   0.09670  -0.13260  -0.45840  -0.30210  15.222
-1.60100   0.60900   0.03141   0.06730  -0.12110  -0.34060   0.04183  16.285
-1.70200   1.52800   0.04855   0.05614  -0.12800  -0.14420   0.17920  16.243
-2.05000   2.72000   0.05118   0.05779  -0.15210   0.22820   0.44660  15.635
-2.00200   3.97300   0.03601   0.06718  -0.18930   0.63090   0.82850  15.424
-1.61400   5.08100   0.00725   0.07153  -0.23140   0.68000   0.97000  15.243
-1.34100   5.71700  -0.02177   0.05751  -0.27200   0.61020   0.49910  15.161
-1.17300   5.61800  -0.03574   0.02095  -0.30680   0.41570   0.15580  15.426
-1.16500   4.60400  -0.02727  -0.03222  -0.33520   0.23600  -0.41210  15.027
-1.21200   2.84600   0.00080  -0.09540  -0.35600   0.14190  -0.89930  14.774
-1.34500   0.77430   0.03560  -0.15680  -0.36500  -0.06030  -0.66640  14.542
-1.61600  -1.04480   0.06880  -0.21280  -0.35720   0.03388  -0.16600  14.264
-2.08000  -1.57400   0.07930  -0.23310  -0.33520   0.25300  -0.09690  13.898
-2.29000  -1.15600   0.07400  -0.22710  -0.29950   0.40370  -0.12960  13.793
-2.77500   0.44550   0.05300  -0.19550  -0.26140   0.50800   0.06500  13.527
-3.21300   2.30900   0.02701  -0.15810  -0.23350   0.20370   0.25560  14.702
-3.29100   4.02600   0.00759  -0.13450  -0.22320  -0.12070   0.71610  15.831
-3.38800   5.13900   0.00146  -0.13100  -0.22730  -0.16810   0.75530  17.111
-3.52000   5.39200   0.00678  -0.13610  -0.23940  -0.08360   0.23130  17.345
-3.33600   4.60300   0.01581  -0.13930  -0.25070   0.15110  -0.15060  16.180
-3.24200   3.01200   0.02056  -0.13760  -0.25330   0.45670  -0.30210  15.246
-3.07600   0.75550   0.01544  -0.13010  -0.23780   0.47060  -0.07870  15.245
-2.77700  -0.04094   0.00558  -0.12310  -0.21550   0.26300   0.33380  15.502
-2.71500  -0.47750  -0.00603  -0.11350  -0.18530   0.06970   0.46110  15.152
-2.64800   0.26800  -0.01155  -0.10190  -0.15780   0.05127   0.39470  15.785
-2.60200   1.35100  -0.00785  -0.08950  -0.12830   0.06378   0.49470  17.186
-2.50700   2.60600   0.00470  -0.08280  -0.09870  -0.15130   0.39970  16.670
-2.50500   3.61100   0.02264  -0.08020  -0.07300  -0.28920  -0.20600  15.723
-2.50900   3.95300   0.03833  -0.07590  -0.05950  -0.34980  -0.48870  15.876
-2.42800   3.97300   0.04699  -0.06950  -0.05960  -0.18930  -0.34660  16.376
-2.19500   3.70100   0.04643  -0.06250  -0.07140   0.10830   0.05670  15.144
-2.00800   2.82300   0.03782  -0.06110  -0.08660   0.22770   0.53050  15.296
-1.61500   2.26700   0.02949  -0.06340  -0.09190   0.12910   0.53570  15.306
-1.59400   1.75100   0.02259  -0.06670  -0.08750   0.11060   0.35070  14.633
-1.61600   1.07700   0.02035  -0.06900  -0.06930  -0.02028   0.10330  14.945
-1.67600   0.75660   0.02277  -0.06900  -0.03862   0.00060  -0.26200  14.783
-2.10600   0.81530   0.02629  -0.06640  -0.00154   0.07800  -0.38620  14.237
-2.28400   1.58900   0.02970  -0.06320   0.03962   0.15790  -0.30060  14.682
-2.65900   2.52900   0.02939  -0.06360   0.07199   0.18050  -0.13560  15.552
-3.12400   3.69900   0.02586  -0.07010   0.08710   0.04705   0.33490  16.832
-3.20500   4.48700   0.01871  -0.07770   0.08360   0.10580   0.65890  16.341
-3.20200   4.67200   0.00830  -0.08410   0.06260   0.18410   0.64250  15.529
-3.11100   4.30500   0.00017  -0.08840   0.04178   0.10130   0.67220  15.087
-2.65000   3.23000  -0.00730  -0.09600   0.02081  -0.09026   0.72430  14.771
-2.32900   1.88400  -0.00968  -0.10980   0.00417  -0.33380   0.46110  14.504
-2.15100   1.07500  -0.00237  -0.12890  -0.00870  -0.28280  -0.01684  14.747
-2.07200   0.68330   0.01423  -0.14690  -0.00879  -0.01680  -0.43890  14.977
-2.05600   0.73820   0.03810  -0.16330   0.00807   0.33820  -0.57280  15.497
-2.09800   1.17200   0.06376  -0.17740   0.04523   0.39950  -0.57610  16.167
-2.15000   1.84300   0.07910  -0.18260   0.08770  -0.00550  -0.37950  15.580
-2.25900   2.45000   0.07890  -0.17320   0.12740  -0.11830  -0.03000  15.599
-2.64300   3.21600   0.05885  -0.14630   0.16000   0.06515   0.00322  15.234
-2.77600   3.70000   0.03227  -0.11990   0.17540   0.24010   0.06380  14.419
-2.82000   3.75000  -0.00066  -0.09450   0.18710   0.12330   0.35670  13.916
-2.77200   3.72400  -0.02657  -0.08250   0.19510  -0.14470   0.38070  14.092
-2.66500   3.59200  -0.03887  -0.08770   0.20100  -0.29730   0.30760  14.426
-2.65100   2.98600  -0.03552  -0.10610   0.20720  -0.21300  -0.02390  14.138
-2.64700   2.28100  -0.02015  -0.12920   0.21250   0.00404  -0.46420  14.934
-2.65000   1.95200  -0.00187  -0.14730   0.21540   0.31800  -0.55520  15.223
-2.64900   1.55400   0.01582  -0.15910   0.21480   0.42860  -0.53270  15.164
-2.47100   1.46900   0.02795  -0.16150   0.21200   0.47670  -0.21730  15.196
-2.24100   1.84900   0.03420  -0.15470   0.20950   0.28560  -0.02809  15.647
-2.24900   2.25800   0.03717  -0.14550   0.20530   0.13510   0.05300  16.208
-2.22900   2.80800   0.04234  -0.13160   0.19720   0.00503   0.40060  17.043
-2.15100   3.18600   0.04980  -0.11540   0.19000  -0.27490   0.49980  16.468
-2.18600   2.84800   0.05807  -0.09810   0.18690  -0.36620   0.43480  15.917
-2.20100   2.34100   0.06155  -0.07670   0.18920  -0.20760   0.03720  15.299
-2.25100   1.86500   0.05557  -0.04892   0.19510   0.15410  -0.30250  14.516
-2.44800   1.54700   0.03854  -0.01533   0.20260   0.50580  -0.12690  14.435
-2.45700   1.61700   0.01440   0.02058   0.20740   0.55260   0.01060  14.244
-2.50400   1.95900  -0.00962   0.05545   0.20470   0.49770  -0.09670  14.757
-2.51300   2.72200  -0.02654   0.08830   0.19220   0.56930   0.03064  15.661
-2.51100   3.23500  -0.02798   0.10340   0.18150   0.45180   0.06920  15.174
-2.50100   3.70300  -0.01632   0.10210   0.16920   0.28890   0.20890  15.657
-2.50500   4.13300   0.00625   0.08080   0.15720  -0.12770   0.37640  16.379
-2.64500   4.38900   0.03359   0.04503   0.14270  -0.43530   0.73850  16.162
-2.77600   4.48300   0.05791   0.00588   0.12640  -0.40310   0.75840  16.651
-2.98700   3.74600   0.06957  -0.02121   0.11330   0.16010   0.47980  16.588
-3.11900   2.69700   0.06333  -0.02915   0.10840   0.41130   0.24040  16.771
-3.08100   1.16200   0.03702  -0.01601   0.11280   0.36050   0.34850  15.766
-3.07800   0.23370  -0.00039   0.00755   0.11730   0.12020   0.06930  15.314
-3.07800  -0.02370  -0.03756   0.03782   0.11610   0.07455   0.04490  16.445
-3.08000   0.42120  -0.05272   0.06322   0.10940   0.37460  -0.21470  17.249
-2.82500   1.11500  -0.04974   0.09240   0.09930   0.54590  -0.47380  16.210
-2.67300   2.10400  -0.02380   0.11470   0.08890   0.61090  -0.53670  16.348
-2.51400   2.71500   0.01842   0.12800   0.08040   0.36940  -0.38300  15.968
-2.50400   3.02600   0.06120   0.13120   0.07210   0.12290  -0.19240  16.052
-2.45700   3.42500   0.09450   0.13000   0.05848   0.01145   0.16220  16.022
-2.24400   3.70400   0.11070   0.13390   0.04375   0.03863   0.36480  15.773
-2.20000   3.23100   0.10550   0.15220   0.03742   0.24850   0.21720  15.865
-2.11100   2.68700   0.07860   0.18770   0.04506   0.44940   0.09010  14.535
-2.17900   1.84500   0.02629   0.24120   0.06768   0.35660   0.00687  13.871
-2.24900   1.36100  -0.01433   0.27640   0.08060   0.20520  -0.20220  13.559
-2.64700   1.18300  -0.04813   0.30360   0.08290   0.01280  -0.38200  14.503
-2.77500   1.46900  -0.06198   0.31520   0.07030   0.05619  -0.39510  15.564
-3.11400   1.93600  -0.05393   0.31150   0.04853   0.03294  -0.24550  15.906
-3.18700   2.29600  -0.02827   0.29550   0.02597   0.17460   0.24710  16.196
-3.22000   2.84100   0.00394   0.27700   0.00763   0.19650   0.40110  17.822
-3.20100   3.00600   0.03018   0.26670  -0.00638   0.32650   0.23150  17.180
-3.13600   3.24400   0.04592   0.26590  -0.01736   0.34010   0.11430  17.043
-3.07400   2.98000   0.05093   0.27250  -0.02725   0.49860   0.26480  17.321
-2.66000   2.71200   0.04839   0.28110  -0.03010   0.74100   0.75420  16.876
-2.69500   2.18600   0.04616   0.28230  -0.01885   0.69180   0.74170  16.226
-2.55400   1.75300   0.04687   0.27840   0.00763   0.21800   0.25750  15.832
-2.59700   0.96600   0.04863   0.27930   0.04219  -0.25170  -0.47140  15.046
-2.64700   0.71810   0.04716   0.29210   0.07274  -0.40410  -0.77930  15.026
-2.77500   0.71710   0.03989   0.31200   0.08980  -0.20540  -0.79360  15.121
-2.72500   1.16400   0.02686   0.33100   0.08940   0.35590  -0.42500  14.881
-2.57400   2.08700   0.01257   0.34100   0.07170   0.59780   0.24750  16.123
-2.24400   3.23500  -0.00046   0.34260   0.03561   0.55020   1.02150  16.966
-2.00700   4.24500  -0.00881   0.33870  -0.01649   0.65030   1.04930  16.868
-1.17000   4.46200  -0.00992   0.33030  -0.08620   0.78480   1.00580  16.592
-0.72030   3.76100  -0.00652   0.32000  -0.13220   0.79310   1.10990  16.360
-0.29340   2.84400  -0.00210   0.30570  -0.16180   0.59880   0.51960  15.888
-0.24210   1.98200   0.00248   0.29060  -0.16140   0.48940  -0.45360  15.128
-0.38370   1.21100   0.00757   0.27620  -0.13390   0.36490  -1.06530  15.018
-0.99010   1.07300   0.01625   0.25820  -0.08810   0.17290  -1.18020  15.287
-1.63300   1.57700   0.03072   0.22780  -0.03593  -0.10710  -0.92920  15.348
-2.25500   2.41800   0.05206   0.17930   0.01236  -0.19090  -0.42620  15.992
-3.24300   3.51100   0.07252   0.11990   0.05064  -0.11800  -0.12120  16.794
-4.12500   4.14500   0.08240   0.06530   0.07235  -0.04670   0.06450  16.150
-4.38700   4.34600   0.07420   0.01519   0.08090   0.19020   0.25580  16.134
-4.36600   4.03300   0.05246  -0.01705   0.07930   0.43420   0.25980  16.797
-4.12000   3.31800   0.01570  -0.05163   0.07260   0.66570   0.56350  15.854
-3.33800   2.38500  -0.01894  -0.08580   0.06135   0.60650   1.02920  15.489
-2.81900   1.77200  -0.03884  -0.12010   0.04856   0.31760   1.20620  16.457
-2.24800   0.73320  -0.03879  -0.15300   0.03531   0.00462   0.52070  16.344
-2.00800   0.23470  -0.02122  -0.17590   0.02429  -0.12950   0.06220  16.744
-1.60200  -0.02378   0.00521  -0.18660   0.01960  -0.21360  -0.26490  17.074
-1.22600   0.29490   0.02986  -0.18610   0.02554  -0.28410  -0.33250  17.229
-1.38100   1.24100   0.04469  -0.18060   0.04204  -0.11903  -0.39360  16.904
-1.61300   3.21400   0.05003  -0.17560   0.07641   0.32750  -0.19200  17.323
-1.99100   4.63500   0.04704  -0.17620   0.11140   0.53020  -0.19190  16.702
-2.15100   5.84500   0.04043  -0.18480   0.15340   0.59620  -0.05700  16.208
-2.45800   5.97600   0.03469  -0.20250   0.18700   0.31350  -0.20990  15.903
-2.76900   5.15700   0.03090  -0.23370   0.20280   0.08185  -0.16380  15.942
-3.08000   3.71100   0.02916  -0.27860   0.19730  -0.08048  -0.08390  15.826
-3.11400   2.10500   0.02699  -0.33200   0.18210   0.11600  -0.04290  16.007
-3.11800   0.75810   0.02333  -0.38180   0.17160   0.33850   0.33240  16.223
-3.11500   0.32060   0.01805  -0.42140   0.17110   0.28160   0.42070  16.674
-3.13000   0.42220   0.01187  -0.44150   0.17710   0.01076   0.13460  17.693
-3.22400   0.78410   0.00555  -0.43810   0.18050  -0.20680   0.06590  17.697
-3.24400   1.76300   0.00210  -0.41990   0.17470  -0.27920   0.32170  17.358
-3.23900   2.51900   0.00137  -0.39530   0.16180  -0.27160   0.05760  17.196
-3.14900   3.23600   0.00450  -0.36930   0.14480   0.08770   0.22560  17.039
-2.87200   3.69500   0.01031  -0.34820   0.13110   0.38750   0.51600  16.745
-2.64900   3.74600   0.01731  -0.33480   0.12370   0.88950  -0.11330  16.665
-2.51000   3.62800   0.02203  -0.32200   0.12360   0.95290  -0.34370  16.071
-2.25000   2.93500   0.02163  -0.30860   0.12670   0.74390  -0.27030  15.752
-2.19800   2.23900   0.01570  -0.29770   0.12510   0.28890  -0.13030  15.806
-2.24500   1.84200   0.00866  -0.29340   0.11070  -0.15760   0.04060  16.757
-2.24700   1.59400   0.00214  -0.28550   0.08180  -0.24680   0.45750  17.354
-2.20100   1.61000  -0.00007  -0.26960   0.06141   0.02147   0.48060  16.453
-2.15100   1.84200   0.00238  -0.23910   0.04821   0.15560   0.32600  16.470
-2.15100   1.90300   0.01092  -0.19970   0.04771   0.32790  -0.04420  16.389
-2.22700   2.12600   0.02464  -0.15950   0.05564   0.33800   0.05370  15.935
-2.29700   2.21300   0.04150  -0.12650   0.06197   0.19690   0.07310  17.230
-2.64700   2.70700   0.05762  -0.10660   0.06060   0.24260  -0.23920  16.819
-3.05100   3.27400   0.06937  -0.09300   0.05165   0.39560  -0.38340  16.350
-3.18600   3.97600   0.07424  -0.08490   0.03100   0.42670  -0.42670  16.573
-3.21400   4.15400   0.06919  -0.08480   0.00270   0.43670  -0.16850  17.459
-2.82000   3.74400   0.05193  -0.09030  -0.03281   0.18260   0.42110  17.557
-2.50500   3.22500   0.03237  -0.08950  -0.05775   0.36210   0.26110  16.230
-2.20000   2.19100   0.00525  -0.07530  -0.08040   0.36420   0.16220  15.797
-2.10300   0.80370  -0.02172  -0.04504  -0.09640   0.53210   0.56200  16.626
-1.96300  -0.02445  -0.04191  -0.00597  -0.10540   0.46450   0.75960  16.989
-1.62200  -0.52880  -0.05077   0.03781  -0.11250   0.30180   0.58140  17.565
-1.61700  -0.02388  -0.04468   0.08130  -0.11910   0.18100   0.25850  17.905
-1.73900   1.14400  -0.02433   0.12390  -0.12450   0.24010   0.09480  18.621
-2.00800   2.53800   0.00685   0.15530  -0.12390   0.22550  -0.37280  18.954
-2.10600   3.97600   0.04219   0.17090  -0.11950   0.23290  -0.58970  18.578
-2.20900   5.17700   0.07461   0.17210  -0.11490   0.14930  -0.72510  18.345
-2.45400   5.50200   0.08830   0.16780  -0.11450   0.08830  -0.63680  18.007
-2.64400   5.13100   0.08740   0.16190  -0.12110  -0.09555  -0.11850  17.315
-2.65300   3.90500   0.06790   0.16030  -0.13730   0.01498   0.14550  16.088
-2.55100   2.27300   0.03193   0.16660  -0.15850   0.24360   0.18910  15.830
-2.24600   0.69040  -0.00700   0.17990  -0.17670   0.60090   0.57540  15.788
-2.10700  -0.06881  -0.03614   0.19340  -0.19010   0.62510   0.80360  16.033
-2.10000  -0.11160  -0.04604   0.19970  -0.20600   0.46550   0.83260  16.775
-2.10100   0.44610  -0.03106   0.19660  -0.22900   0.29250   0.74690  18.153
-2.10400   1.56600   0.00465   0.18940  -0.25750   0.13920   0.38760  18.731
-2.10500   2.64500   0.04673   0.19450  -0.28000   0.29110  -0.13030  18.970
-2.20000   3.05800   0.06976   0.21020  -0.28910   0.26650  -0.38780  18.083
-2.38300   3.24400   0.07890   0.23870  -0.28910   0.31430  -0.50400  17.476
-2.56500   3.24100   0.06710   0.27220  -0.28240  -0.00732  -0.46410  16.336
-2.67500   3.24200   0.04051   0.29870  -0.28260  -0.27310  -0.25940  16.035
-2.82500   2.85000   0.01164   0.31340  -0.29560  -0.31930   0.39930  16.724
-3.07900   2.70600  -0.00833   0.31610  -0.31670   0.15010   0.50940  16.531
-2.77700   2.13700  -0.01276   0.30860  -0.33510   0.50890  -0.03550  16.979
-2.56200   1.84200  -0.00437   0.29800  -0.33950   0.71050  -0.22010  17.164
-2.29200   1.60600   0.01141   0.28600  -0.32980   0.55230  -0.61430  16.977
-2.25300   1.78600   0.02943   0.27070  -0.30860   0.25630  -0.65480  17.570
-2.28600   2.11700   0.03854   0.25590  -0.29290   0.15000  -0.36080  18.591
-2.24000   2.84000   0.04214   0.23420  -0.27980  -0.03590   0.13670  18.329
-2.25500   3.70200   0.03837   0.20980  -0.27120  -0.02279   0.60780  18.550
-2.31900   4.13800   0.03037   0.18610  -0.26580  -0.16330   0.98430  18.045
-2.26000   4.12000   0.02123   0.16570  -0.26230  -0.10650   0.81170  17.771
-2.19900   3.23000   0.01530   0.15200  -0.25490  -0.06228   0.43150  16.915
-2.10500   1.69100   0.01240   0.14180  -0.24030  -0.01549   0.24810  16.066
-2.10300   0.43930   0.01062   0.13280  -0.22250  -0.08583   0.25660  15.960
-2.12000  -0.07722   0.00932   0.12250  -0.20350  -0.08666   0.13910  15.959
-2.25200   0.18770   0.00870   0.11440  -0.18580  -0.05534  -0.12610  16.387
-2.45700   1.15200   0.00695   0.11620  -0.17500   0.19090  -0.46560  16.400
-2.62500   2.72300   0.00438   0.12250  -0.16750   0.46830  -0.29050  16.597
-2.65100   4.00500   0.00346   0.12350  -0.16640   0.69630   0.00367  16.918
-2.65500   5.08700   0.00708   0.11010  -0.17030   0.67190  -0.10390  17.048
-2.56300   5.46700   0.01843   0.07720  -0.17980   0.12880  -0.07520  17.253
-2.40500   5.18300   0.03561   0.03129  -0.19010  -0.33360  -0.12960  17.154
-2.24300   3.99800   0.05422  -0.01823  -0.19460  -0.35710  -0.12070  17.105
-2.24600   2.32000   0.06736  -0.06596  -0.18920  -0.10117   0.06050  16.533
-2.29400   0.72910   0.06761  -0.10310  -0.16830   0.26820   0.19250  16.305
-2.50300  -0.47830   0.04907  -0.12500  -0.12890   0.34300   0.18980  15.772
-2.60100  -0.53460   0.02450  -0.12340  -0.09250   0.24250   0.00994  16.468
-2.77700   0.25030  -0.00648  -0.10610  -0.05231   0.00711  -0.00190  16.848
-3.15400   1.63900  -0.03201  -0.08230  -0.01830  -0.07070   0.24320  17.009
-3.24500   3.22900  -0.03973  -0.06670   0.00710  -0.15160   0.12560  16.578
-3.23600   4.18900  -0.02456  -0.06440   0.02820  -0.12069  -0.21550  16.724
-3.24300   4.60300   0.00874  -0.07590   0.04787   0.16010  -0.33900  16.632
-3.30000   4.39000   0.04511  -0.09970   0.06288   0.17640   0.03301  16.573
-3.28800   3.74100   0.07204  -0.13270   0.07118   0.19490   0.23580  16.550
-3.15000   3.18100   0.07940  -0.16600   0.07671   0.37410   0.36860  16.662
-2.65200   2.17500   0.06143  -0.18370   0.08430   0.40600   0.39070  16.485
-2.24300   1.64800   0.03076  -0.18100   0.09000   0.32460   0.58740  16.284
-2.10300   0.82030  -0.00746  -0.16450   0.09470   0.00796   0.69930  16.236
-1.61600   0.52140  -0.03494  -0.14140   0.09680  -0.32760   0.48070  16.183
-1.37500   0.37650  -0.04387  -0.11370   0.09730  -0.34600   0.13830  15.897
-1.18700   0.41920  -0.03380  -0.08240   0.09750  -0.40280  -0.15640  16.218
-1.17000   0.71160  -0.00855  -0.04928   0.10140  -0.12100  -0.42010  15.838
-1.21800   1.57000   0.02653  -0.02055   0.11650   0.39280  -0.54050  16.272
-1.34700   2.58200   0.06103  -0.00185   0.14750   0.88330  -0.43280  16.432
-1.61600   3.69900   0.08470   0.00695   0.18580   0.70610  -0.24690  16.059
-2.12900   4.60300   0.09540   0.01112   0.21920   0.27330  -0.14910  16.076
-2.24700   4.99700   0.09130   0.01304   0.22920  -0.11210  -0.00531  15.837
-2.30200   4.56600   0.07350   0.01513   0.22090  -0.14600   0.17110  15.327
-2.26400   3.70400   0.04350   0.01627   0.20080   0.09512   0.46350  14.958
-2.15200   2.59300   0.00781   0.01250   0.18340   0.35660   0.68630  14.951
-2.06300   1.76200  -0.02567   0.00175   0.17660   0.18870   0.23030  15.362
-1.96300   1.25500  -0.04816  -0.01617   0.17570  -0.01242   0.05590  16.145
-2.00600   1.39700  -0.05493  -0.03915   0.17050  -0.08437   0.10590  16.724
-2.13200   1.84000  -0.04580  -0.06546   0.15540  -0.11810   0.06890  17.046
-2.20100   1.91700  -0.02272  -0.08970   0.13000   0.20110   0.10970  17.156
-2.19800   1.86100   0.00949  -0.10260   0.10290   0.37810   0.15520  16.967
-2.20000   1.78700   0.03165  -0.09920   0.09290   0.36830   0.24000  16.207
-2.27400   1.58300   0.04941  -0.08170   0.10250   0.10430   0.05500  15.812
-2.58800   1.62800   0.05693  -0.05338   0.13430  -0.17630  -0.00606  14.704
-3.10300   2.06300   0.05757  -0.02514   0.17600  -0.18710   0.24320  14.261
-3.27600   2.67500   0.05510  -0.00212   0.21940  -0.17500   0.12220  15.406
-3.38800   3.23800   0.05211   0.01219   0.25890   0.24840  -0.60780  15.432
-3.74800   3.70200   0.05042   0.01836   0.28290   0.49850  -0.70560  15.268
-3.59100   3.74700   0.04762   0.01456   0.28850   0.46750  -0.54640  15.690
-3.30000   3.70100   0.04207  -0.00248   0.27440   0.37220  -0.44870  15.940
-3.08000   3.23300   0.03194  -0.03408   0.23970   0.02566   0.29430  15.901
-2.51000   2.82500   0.01941  -0.05723   0.20620   0.04894   1.15830  16.330
-2.07600   2.13500   0.00039  -0.07078   0.16830  -0.03501   1.24160  16.151
-1.34100   1.24700  -0.02143  -0.06350   0.13950   0.12260   1.05930  15.079
-0.98700   0.64860  -0.04265  -0.03559   0.12470   0.06689   0.77830  15.031
-0.63960   0.17530  -0.05527   0.00439   0.12250  -0.02540   0.24420  15.130
-0.61760   0.39190  -0.05426   0.03986   0.13180  -0.10673  -0.06600  14.814
-0.64080   1.09400  -0.03095   0.06265   0.14810  -0.11690  -0.22280  15.388
-0.93780   2.55000   0.01375   0.06400   0.16740  -0.06259  -0.74620  16.121
-1.12400   3.73500   0.06977   0.04594   0.18720   0.29490  -1.06270  16.168
-1.61400   4.56600   0.12240   0.01738   0.20120   0.34520  -0.99090  16.335
-2.15300   4.60800   0.14420  -0.00387   0.20330   0.31220  -0.46430  15.943
-2.50600   4.06300   0.13860  -0.02205   0.19740   0.11050   0.24130  15.419
-2.56300   3.14900   0.09900  -0.02546   0.18380  -0.06886   1.15220  15.259
-2.45900   1.84200   0.03321  -0.01022   0.16810  -0.08370   1.51870  14.337
-2.25100   0.37820  -0.04069   0.02586   0.15420   0.22120   0.85310  13.548
-2.10600  -0.74350  -0.10150   0.07980   0.14440   0.52720   0.53000  13.254
-2.05400  -1.45200  -0.13420   0.13970   0.13410   0.60000  -0.10610  13.223
-1.63100  -1.18700  -0.13050   0.19550   0.12330   0.35670  -0.77240  13.286
-1.61600   0.23550  -0.08500   0.23550   0.10850  -0.08158  -1.11630  14.451
-2.01300   2.83100   0.00611   0.24850   0.08390  -0.42420  -0.89890  15.815
-2.20100   4.95900   0.08400   0.23250   0.05930  -0.45890  -0.80600  17.022
-2.61700   6.52500   0.15860   0.20070   0.03152  -0.10328  -0.51190  17.282
-3.05100   6.78600   0.20340   0.16710   0.00917   0.29260  -0.12110  16.607
-3.20600   5.64200   0.20230   0.14180  -0.00228   0.48600  -0.65810  15.181
-3.23600   3.54200   0.15360   0.12900  -0.00651   0.64060   0.28420  14.003
-3.21600   0.72170   0.06940   0.12900  -0.01051   0.43840   0.73830  13.135
-3.10200  -1.18700  -0.02136   0.14030  -0.02088   0.19250   0.57180  13.225
-2.75600  -2.56700  -0.09630   0.16420  -0.03464   0.04540   0.72650  13.450
-2.57800  -2.98000  -0.13930   0.19970  -0.04922   0.09720   0.38620  13.509
-2.25700  -1.99600  -0.14340   0.24940  -0.06747  -0.02240  -0.20660  13.443
-2.15200  -0.53170  -0.11440   0.28650  -0.08300  -0.13310  -0.68270  14.371
-2.10500   1.97900  -0.05463   0.31680  -0.10410  -0.12270  -0.31930  15.582
-2.10600   4.27400   0.01512   0.31970  -0.12590  -0.04882  -0.48730  16.213
-2.10500   6.16700   0.08240   0.29010  -0.14390   0.30400  -0.50580  16.359
-2.10000   7.31300   0.13070   0.23780  -0.15300   0.47790  -0.26530  17.045
-2.10500   7.25300   0.15020   0.17760  -0.15370   0.36620   0.06000  17.284
-2.10500   5.65900   0.13520   0.12200  -0.15260   0.25720   0.46360  16.538
-2.10400   2.83300   0.08930   0.08210  -0.15340   0.17190   0.66480  15.223
-2.01000  -0.48260   0.02358   0.05830  -0.15790   0.05935   0.57990  14.355
-1.65800  -3.29600  -0.04337   0.05690  -0.16440   0.01030   0.28840  14.115
-1.61700  -4.21800  -0.07940   0.07114  -0.17040  -0.16630   0.27230  14.570
-1.60000  -3.75800  -0.09200   0.09700  -0.17670  -0.22720   0.25680  14.929
-1.40300  -1.28900  -0.06810   0.12540  -0.18190  -0.23730   0.15750  16.025
