 Roll       Pitch     Heave    Surge      Sway      Yaw       Wave     Wind
-0.94410   4.03600   0.04028  -0.09150  -0.10790   0.10740  -0.11380  15.808
-1.07100   3.74700   0.05280  -0.10560  -0.11400   0.12740  -0.40150  15.199
-1.26800   3.23900   0.06036  -0.12480  -0.11040   0.26170  -0.58250  15.393
-1.96200   2.74800   0.05922  -0.14360  -0.09820   0.24910  -0.41150  15.922
-2.25600   2.28500   0.04877  -0.16070  -0.08420   0.35760  -0.42910  14.902
-2.83300   2.11500   0.03238  -0.17730  -0.07470   0.27240  -0.24640  14.847
-3.27300   2.15400   0.01522  -0.19280  -0.07090   0.43410  -0.09600  15.468
-3.34300   2.21300   0.00155  -0.21010  -0.06880   0.57700   0.13160  15.380
-3.54100   2.48400  -0.00476  -0.23270  -0.06960   0.48090   0.40140  15.982
-3.53100   2.70600  -0.00219  -0.26080  -0.07380   0.29640   0.43320  15.462
-3.38400   2.64300   0.00406  -0.27980  -0.07950   0.21960   0.68780  15.715
-3.24200   2.54100   0.01166  -0.29480  -0.08690   0.14540   0.48520  14.789
-2.77600   2.20700   0.01450  -0.29690  -0.09010   0.27590   0.30620  15.958
-2.29700   2.17800   0.01023  -0.28520  -0.08390   0.22430   0.02402  16.255
-2.10300   2.24300   0.00192  -0.26720  -0.07240   0.38740  -0.04100  15.265
-1.61800   2.32300  -0.00466  -0.25190  -0.05748   0.36470  -0.12070  15.740
-1.45300   2.73000  -0.00234  -0.24530  -0.04624   0.28570  -0.15300  15.604
-1.32700   2.71500   0.01073  -0.24430  -0.04389   0.17760  -0.13400  16.093
-1.17700   2.34500   0.02941  -0.24410  -0.04631   0.18240  -0.47060  15.962
-1.12600   1.84300   0.04297  -0.23530  -0.04186   0.46210  -0.33140  15.220
-1.16800   1.39300   0.04255  -0.21930  -0.02644   0.60810   0.06070  15.097
-1.61600   1.28200   0.03031  -0.19180   0.00312   0.48380   0.30510  14.783
-2.00700   1.84300   0.01108  -0.15980   0.03558   0.16910   0.27550  16.061
-2.23700   2.74800  -0.00386  -0.12920   0.05565  -0.06853   0.25680  16.454
-2.64500   3.69500  -0.00459  -0.10810   0.05703  -0.01242   0.03791  17.011
-2.82400   4.13600   0.01410  -0.10450   0.04496   0.17110   0.01239  17.125
-3.07500   4.15800   0.04635  -0.12090   0.02997   0.22980  -0.23030  17.423
-3.13500   3.97000   0.07990  -0.15180   0.01976   0.28070  -0.35630  17.201
-3.18900   3.51100   0.10010  -0.18180   0.01702   0.31730  -0.29450  17.697
-3.23600   2.67400   0.09500  -0.20370   0.02512   0.27250   0.16910  17.229
-3.21700   2.07600   0.06820  -0.20670   0.03718   0.24960   0.74160  17.200
-3.14000   1.61100   0.01851  -0.19290   0.05304   0.32070   0.75540  16.882
-3.10500   1.07900  -0.03674  -0.15950   0.06409   0.23780   0.73380  16.493
-2.64800   0.78720  -0.07830  -0.11610   0.06822   0.12050   0.68000  15.956
-2.26700   0.72420  -0.09500  -0.07520   0.06805   0.04716   0.48820  15.491
-2.06700   0.71710  -0.08320  -0.04255   0.06585  -0.16390   0.34640  15.498
-1.62600   0.87760  -0.04390  -0.01729   0.06277  -0.17940  -0.12750  15.861
-1.62200   1.55300   0.00934   0.00700   0.06316  -0.08038  -0.50830  16.402
-1.21900   2.19500   0.05930   0.03163   0.06498   0.26580  -0.72250  16.775
-1.17900   3.22800   0.09400   0.05686   0.06630   0.48630  -0.61840  17.547
-1.34200   3.96900   0.10300   0.07333   0.06466   0.73800  -0.47720  16.266
-1.61000   4.70800   0.09380   0.08890   0.06048   0.69120  -0.49180  15.864
-1.61600   5.11100   0.06800   0.09970   0.05397   0.51590  -0.36260  16.159
-1.61600   4.60600   0.03458   0.10300   0.04616   0.17940   0.07180  15.179
-1.61200   3.68200   0.00536   0.09330   0.03528  -0.19890   0.45620  14.568
-1.70500   2.26300  -0.01137   0.07070   0.02111  -0.19490   0.33870  15.415
-2.00900   1.12400  -0.01445   0.04152   0.00610  -0.09956   0.05480  15.399
-2.00700   0.44570  -0.00592   0.01745  -0.00656   0.00185   0.21700  15.783
-2.05500   0.09143   0.00845   0.00365  -0.01580   0.18490   0.16940  16.068
-2.10600   0.20480   0.02307   0.00694  -0.01891   0.41240   0.00031  16.869
-2.15000   0.71530   0.02840   0.02396  -0.01489   0.64390  -0.14650  16.838
-2.24900   1.84200   0.02709   0.05875  -0.00333   0.80610  -0.19140  15.800
-2.50000   3.23500   0.01952   0.09750   0.00963   0.81010  -0.06190  15.766
-2.65200   4.16400   0.01284   0.12410   0.01660   0.63100   0.29640  15.789
-2.77600   4.88000   0.01374   0.13380   0.00955   0.34860   0.68520  15.988
-2.77500   4.61900   0.02521   0.12600  -0.01506  -0.26730   0.26310  15.749
-2.65200   3.72400   0.04018   0.10970  -0.05040  -0.48350   0.16170  16.003
-2.50500   2.57700   0.05060   0.09490  -0.08670  -0.17780   0.44600  15.811
-2.24900   1.09300   0.04884   0.08930  -0.11020   0.36560   0.28950  15.325
-2.10100   0.18310   0.02998   0.10060  -0.11290   0.60390   0.06500  15.148
-2.05300   0.02712   0.00656   0.12570  -0.09890   0.66080   0.00911  14.984
-2.05100   0.46040  -0.02147   0.16710  -0.07140   0.59120  -0.21370  14.708
-2.10200   1.54500  -0.04060   0.21020  -0.04089   0.43870  -0.40920  14.201
-2.19800   2.70800  -0.04085   0.24070  -0.01848  -0.03780  -0.43170  14.437
-2.51300   3.73800  -0.01713   0.24980  -0.00785  -0.19370  -0.12190  14.919
-2.77600   4.32400   0.02383   0.23230  -0.00857  -0.09840   0.23180  16.559
-3.03400   4.30200   0.06867   0.19650  -0.01362   0.21370   0.23220  16.522
-3.11400   3.85900   0.10280   0.15830  -0.01531   0.43600  -0.07120  16.460
-3.11200   3.23500   0.11240   0.13140  -0.00985   0.48640  -0.05610  16.121
-3.11100   2.27400   0.08980   0.11570   0.00339   0.41680   0.20130  15.717
-3.06900   1.84200   0.05090   0.11410   0.01294   0.19530   0.93920  16.080
-2.77700   1.25000   0.00000   0.11840   0.01366  -0.01281   1.23960  16.275
-2.56300   1.09300  -0.04225   0.12980   0.00130   0.03366   0.83300  16.240
-2.20300   0.71830  -0.06641   0.15430  -0.01581   0.44820   0.41580  15.913
-1.99100   0.43630  -0.07020   0.18620  -0.02446   0.66520   0.14210  15.965
-1.60800   0.20180  -0.05443   0.21690  -0.01985   0.62460  -0.04010  15.965
-1.21800   0.47410  -0.02278   0.23900  -0.00354   0.39710  -0.44290  15.784
-1.22900   1.19300   0.01970   0.25300   0.01891   0.00654  -0.59150  16.058
-1.61900   2.27000   0.06081   0.25990   0.03800  -0.27050  -0.53210  15.296
-2.10700   3.70100   0.09480   0.26280   0.05112  -0.10389  -0.12430  15.882
-2.19900   4.14200   0.10690   0.26390   0.06004   0.19360  -0.21090  15.322
-2.50100   4.59500   0.10470   0.26410   0.07377   0.37950  -0.36820  15.390
-2.64300   4.60900   0.08430   0.26050   0.09090   0.35530  -0.31080  14.869
-2.97700   4.12300   0.05144   0.24590   0.10140   0.15100  -0.07200  15.235
-3.12100   3.70200   0.01575   0.21150   0.09930   0.16620   0.02549  15.186
-3.11600   2.85300  -0.00935   0.16270   0.09020   0.21690   0.05380  15.206
-2.88400   2.27100  -0.02366   0.10330   0.08150   0.63650  -0.04510  14.936
-2.64600   2.01800  -0.02795   0.03953   0.07770   0.67920   0.04690  15.805
-2.45600   1.79500  -0.02626  -0.02213   0.07740   0.42220   0.01070  16.308
-2.24400   1.57500  -0.02147  -0.07603   0.07250   0.10370   0.29470  16.135
-2.14900   1.36000  -0.01816  -0.10580   0.06092  -0.06663   0.72710  16.118
-2.05600   1.24900  -0.01543  -0.12280   0.04076  -0.08697   0.76090  16.078
-1.61100   1.44000  -0.01170  -0.12360   0.01901  -0.03469   0.62670  15.958
-1.28500   1.61100  -0.00299  -0.11010   0.00623   0.04668   0.48490  15.515
-1.17000   1.73300   0.01351  -0.08750   0.00567  -0.09527   0.10950  14.276
-1.22700   1.84300   0.03709  -0.06580   0.01436  -0.04562  -0.45050  14.474
-1.57000   2.12200   0.06227  -0.05323   0.03001   0.23790  -0.72940  14.508
-1.61600   2.48700   0.08190  -0.04916   0.05230   0.49100  -0.99620  15.156
-2.00900   3.11100   0.08900  -0.05146   0.07417   0.68180  -1.06570  15.807
-2.15100   3.73900   0.08060  -0.06177   0.09280   0.54110  -0.73090  16.009
-2.24500   4.11700   0.06390  -0.07703   0.09450   0.23670   0.09530  16.761
-2.24800   4.24500   0.03777  -0.09960   0.08180   0.03089   0.67320  16.610
-2.24400   3.83600   0.00882  -0.12070   0.05767   0.21080   0.87330  16.635
-2.19500   3.23700  -0.01709  -0.13510   0.03167   0.32520   0.78030  16.246
-2.10300   2.11400  -0.03501  -0.14490   0.01157   0.26850   0.85400  15.791
-1.96400   0.93200  -0.04220  -0.15620  -0.00051  -0.10620   0.87690  15.620
-1.96100   0.54890  -0.03673  -0.17160  -0.00440  -0.29770   0.84470  15.558
-2.01500   0.70360  -0.01973  -0.18690  -0.00223  -0.16100   0.27230  16.236
-2.14500   1.49100   0.00738  -0.20030   0.00437   0.14770  -0.62880  16.634
-2.25600   2.71500   0.03973  -0.21310   0.00958   0.53600  -0.80320  17.026
-2.50700   3.70000   0.05975  -0.22760   0.01112   0.67820  -0.69130  17.230
-2.56800   4.38100   0.07282  -0.25420   0.00695   0.62980  -0.55360  17.321
-2.58800   4.74600   0.07307  -0.28600  -0.00351   0.30910   0.13510  17.402
-2.28500   4.59200   0.05979  -0.30980  -0.01634   0.14830   0.64650  16.823
-2.10400   3.70000   0.03481  -0.31860  -0.02609   0.41890   0.58090  15.730
-2.00900   1.90100   0.00465  -0.30900  -0.02323   0.53970   0.37550  14.700
-1.95800   0.23380  -0.02192  -0.28740  -0.00462   0.49030   0.37990  14.495
-2.02700  -0.75160  -0.03974  -0.26080   0.02514   0.22060   0.30170  14.083
-2.12100  -0.75930  -0.04310  -0.23560   0.05354   0.16780   0.02939  14.196
-2.30500   0.46200  -0.02597  -0.21190   0.06848   0.18070  -0.53590  14.860
-2.56700   1.84200  -0.00107  -0.19850   0.05961   0.10780  -0.68060  15.753
-2.65100   3.61400   0.03344  -0.19240   0.03189   0.15280  -0.57520  16.543
-2.58000   4.98200   0.06485  -0.19620  -0.00555   0.30210  -0.29180  16.927
-2.24300   5.45500   0.08360  -0.20210  -0.03568   0.41460  -0.18470  16.999
-2.10600   5.24700   0.08730  -0.20490  -0.05222   0.68690   0.20040  15.980
-2.05600   4.30600   0.07290  -0.20100  -0.04743   0.60300   0.26370  15.276
-2.05900   2.56300   0.04256  -0.19140  -0.02390   0.70270   0.47050  13.870
-2.15000   1.08600   0.00571  -0.18180   0.00947   0.55640   0.46460  13.787
-2.33200   0.40760  -0.02421  -0.17640   0.03788   0.24180   0.27920  14.381
-2.76400   0.23020  -0.04248  -0.17460   0.05549   0.09910   0.16420  15.242
-3.11400   0.72070  -0.04131  -0.17360   0.05680   0.18290  -0.19530  16.140
-3.23900   1.55900  -0.02259  -0.16950   0.04998   0.43470  -0.52520  16.500
-3.23600   2.45300   0.00853  -0.16270   0.04358   0.34050  -0.59160  16.431
-3.24100   3.23900   0.04390  -0.15760   0.04288   0.34160  -0.48660  16.265
-3.14600   3.97200   0.07315  -0.15880   0.04802   0.09910   0.14850  16.499
-3.10900   4.50000   0.08960  -0.16950   0.05193   0.07602   0.99250  16.444
-2.82200   4.60900   0.09050  -0.18350   0.05332   0.21580   1.62400  16.012
-2.60100   4.12800   0.07290  -0.19110   0.05279   0.63920   1.36940  15.845
-2.19800   3.23300   0.03528  -0.18180   0.05221   0.90730   1.27210  14.852
-1.61100   1.84100  -0.02070  -0.15060   0.05338   0.92810   0.58780  14.311
-1.17000   0.71260  -0.05937  -0.12160   0.05637   0.54320  -0.20350  14.092
-1.07300   0.25620  -0.08650  -0.09200   0.05649   0.14990  -0.68750  13.790
-1.01700   0.42550  -0.08480  -0.07150   0.04963  -0.12660  -0.89300  14.278
-1.07500   1.17700  -0.04884  -0.06630   0.03404  -0.40250  -1.09550  15.689
-1.17000   2.31300   0.01150  -0.07450   0.01070  -0.20580  -0.80560  16.382
-1.46500   3.48100   0.07818  -0.08970  -0.01307   0.01323   0.05040  17.119
-1.61800   3.98700   0.12740  -0.09950  -0.03346   0.23170   0.58760  17.216
-2.05000   4.03900   0.14800  -0.09300  -0.04974   0.61840   0.47460  16.904
-2.10400   3.70500   0.13410  -0.06440  -0.06157   0.69520  -0.26520  15.742
-2.14900   2.66900   0.08620  -0.01303  -0.06701   0.76850  -0.49810  14.851
-2.15100   1.84400   0.03580   0.03164  -0.06691   0.68450  -0.50470  14.347
-2.19600   0.96900  -0.01577   0.07076  -0.06480   0.35990  -0.58300  13.995
-2.42200   0.71640  -0.04454   0.09110  -0.06534   0.20960  -0.28990  14.350
-2.64700   1.09100  -0.04608   0.09610  -0.06980  -0.04568  -0.08710  15.148
-3.11500   1.54700  -0.02620   0.09280  -0.07848   0.12760   0.16310  15.322
-3.24100   1.83300   0.00046   0.09670  -0.08880   0.29700   0.41870  14.542
-3.34200   1.62800   0.01981   0.12170  -0.09900   0.33820   0.64530  13.289
-3.29500   1.46700   0.02191   0.17060  -0.10650   0.41900   0.69640  12.722
-3.09700   1.57500   0.00608   0.23480  -0.10880   0.24730   0.67910  12.905
-2.63200   2.13600  -0.02095   0.30980  -0.11140  -0.08772   0.49400  12.299
-2.20000   2.81200  -0.03520   0.35200  -0.11910  -0.21650   0.36450  12.801
-2.05800   3.70100  -0.03092   0.37410  -0.14260  -0.19830   0.01905  13.664
-1.62500   4.00200   0.00003   0.36920  -0.18120   0.27490  -0.96570  14.279
-1.22100   3.73800   0.04679   0.34560  -0.21870   0.48630  -1.24300  14.814
-1.07900   3.23500   0.09140   0.31510  -0.24280   0.53460  -0.54390  15.167
-1.01500   2.17000   0.11870   0.28770  -0.25020   0.41550   0.20410  14.734
-1.08200   1.23300   0.11870   0.27460  -0.24520   0.43090   0.49670  14.616
-1.17200   0.72380   0.08910   0.28570  -0.23210   0.36080   0.82140  14.530
-1.61300   0.24040   0.03783   0.32400  -0.21980   0.30260   0.90400  13.998
-2.03200   0.20200  -0.02126   0.38180  -0.21050   0.10440   0.68670  13.452
-2.15100   0.57700  -0.05477   0.42820  -0.20510  -0.02149   0.36980  12.913
-2.32100   0.76420  -0.07031   0.47490  -0.19760  -0.04393  -0.39220  13.016
-2.69400   1.35600  -0.05724   0.51040  -0.18840  -0.04710  -0.73400  13.539
-3.07900   1.86600  -0.02241   0.52600  -0.17780  -0.09219  -0.60700  13.248
-3.33500   2.41200   0.02431   0.52230  -0.16800  -0.08707  -0.12620  13.858
-3.72000   3.22900   0.06384   0.50640  -0.16370  -0.21180  -0.20030  13.543
-3.88600   3.74300   0.08640   0.49070  -0.16690   0.09310   0.17140  13.576
-3.88300   4.11400   0.08960   0.47750  -0.17720   0.24920   0.56990  13.774
-3.31300   3.97800   0.07490   0.46440  -0.18970   0.49210   0.09940  13.419
-2.63400   3.35600   0.04526   0.44110  -0.19650   0.42630  -0.04670  13.329
-2.14000   2.72100   0.02261   0.41600  -0.19500   0.34010  -0.10790  13.669
-1.61600   1.71600   0.00530   0.38450  -0.18890   0.26620   0.02037  13.553
-1.22200   0.42500  -0.00076   0.35260  -0.18120   0.26150   0.21790  13.549
-1.07900  -0.53620   0.00198   0.32710  -0.17120   0.49200   0.39910  13.663
-0.98600  -1.01250   0.00779   0.31320  -0.15570   0.47100   0.31450  13.833
-0.93900  -0.32150   0.01216   0.31230  -0.13490   0.13260   0.16980  13.877
-0.98900   1.05800   0.01337   0.32000  -0.11170  -0.36960   0.06600  13.885
-1.13500   2.92100   0.01272   0.32280  -0.09200  -0.65080   0.24040  13.772
-1.61500   4.49900   0.01527   0.30760  -0.08030  -0.37920   0.46000  14.468
-2.05500   5.20600   0.02444   0.26820  -0.07240  -0.06842   0.46000  14.392
-2.19700   5.23500   0.03395   0.22650  -0.06600   0.16970   0.12400  14.503
-2.48000   4.44300   0.04096   0.18270  -0.06070   0.19090  -0.34470  13.201
-2.64200   2.80900   0.03967   0.14460  -0.05940   0.20410  -0.33490  12.258
-2.77500   0.72180   0.02749   0.11360  -0.06110   0.30750  -0.31490  12.044
-2.77600  -0.10880   0.00986   0.08820  -0.06210   0.43120  -0.00327  12.849
-2.65000  -0.53120  -0.00521   0.06320  -0.05656   0.41640   0.26260  13.783
-2.76700   0.22880  -0.01003   0.03541  -0.04180   0.30590   0.50580  14.156
-2.60900   1.49400  -0.00072   0.00395  -0.01980   0.11110   0.19250  14.822
-2.65100   2.84800   0.02087  -0.03046  -0.00082  -0.09590  -0.28160  14.891
-2.82300   3.74300   0.05001  -0.06795   0.01436  -0.11400  -0.39160  14.902
-2.81800   3.83600   0.06523  -0.09520   0.02257  -0.17490  -0.23460  14.510
-2.64600   3.70700   0.06781  -0.12470   0.03280  -0.14200   0.22240  13.788
-2.50700   3.23800   0.05244  -0.15410   0.04891  -0.01619   0.17800  13.157
-2.24900   2.68400   0.02496  -0.17680   0.07046   0.09539   0.11250  12.603
-2.15000   2.17000  -0.00468  -0.19360   0.09270   0.31550   0.51990  12.247
-2.11800   1.74300  -0.02629  -0.21070   0.11210   0.28010   0.58170  12.188
-2.15000   1.17800  -0.03202  -0.23520   0.12560   0.21700   0.25150  12.369
-2.15300   1.02100  -0.02050  -0.26280   0.12970  -0.11870  -0.19660  12.683
-2.20000   1.17500   0.00332  -0.29180   0.12370  -0.09730  -0.22590  12.833
-2.29200   1.83900   0.03310  -0.32330   0.10710   0.30140  -0.03710  13.140
-2.27300   2.30000   0.05040  -0.34550   0.09620   0.71660   0.21950  13.249
-2.24600   3.11900   0.05914  -0.36410   0.09190   0.95600   0.03805  13.099
-2.24200   3.74600   0.05664  -0.37750   0.09730   0.65110   0.03325  12.652
-2.19900   4.26200   0.04678  -0.39110   0.10930   0.13700   0.14850  12.726
-2.19900   4.15400   0.03778  -0.41010   0.12330  -0.26330   0.40100  13.302
-2.20000   3.46100   0.03352  -0.43670   0.13930  -0.38510   0.59730  13.289
-2.25700   2.30200   0.03112  -0.46610   0.15860  -0.15870   0.61140  12.485
-2.50500   1.52800   0.02625  -0.49430   0.18150   0.00795   0.23970  12.473
-2.63900   0.86900   0.01640  -0.51450   0.20250   0.35720  -0.26710  13.351
-2.76900   1.16300   0.00024  -0.52710   0.21760   0.37220  -0.16340  13.418
-2.64900   1.84200  -0.01365  -0.53190   0.21800   0.17630   0.10980  13.625
-2.64800   2.68400  -0.02622  -0.53680   0.20340   0.02787   0.69220  14.361
-2.55600   3.23900  -0.03100  -0.54050   0.17860   0.01556   0.70680  14.601
-2.24400   3.69800  -0.02708  -0.53970   0.15780   0.41660   0.30830  13.880
-2.16900   3.67500  -0.01752  -0.53550   0.15030   0.77750  -0.26860  13.480
-2.10600   3.30900  -0.00502  -0.53390   0.15990   0.74110  -0.50990  13.521
-2.10600   2.98500   0.00913  -0.54130   0.17650   0.31710  -0.42230  13.688
-2.20300   2.69300   0.02660  -0.56110   0.19010  -0.17260  -0.41860  13.995
-2.50700   2.29200   0.04473  -0.58670   0.19280  -0.19380  -0.20480  14.337
-2.77500   1.98900   0.06404  -0.60870   0.18230   0.09680   0.14980  14.615
-2.77700   1.74600   0.07292  -0.61040   0.17260   0.43460   0.17680  14.933
-2.65000   0.99600   0.07281  -0.58880   0.17240   0.67640   0.06300  14.756
-2.65300   0.70630   0.05763  -0.53880   0.19140   0.49530   0.11210  13.691
-2.65000   0.73080   0.03037  -0.46860   0.21850   0.20800   0.11160  13.267
-2.77600   1.15600  -0.00366  -0.38700   0.23730   0.16870  -0.09610  13.247
-2.77600   2.09300  -0.03153  -0.30980   0.23540   0.15310  -0.02828  13.667
-2.77700   3.23300  -0.04318  -0.24870   0.21560   0.23400   0.03247  14.170
-2.65600   4.18000  -0.03312  -0.21050   0.18580   0.25170  -0.18650  15.053
-2.50500   4.66900  -0.00227  -0.19710   0.15310  -0.03749  -0.53070  15.710
-2.24200   4.61100   0.04015  -0.20210   0.12630   0.08642  -0.43220  15.650
-2.24600   3.99600   0.07239  -0.21260   0.11380   0.15590  -0.25840  15.606
-2.50100   3.23800   0.09500  -0.22400   0.11430   0.42650  -0.05950  15.581
-2.65100   2.12200   0.09710  -0.22760   0.13170   0.49090   0.36900  14.999
-2.82600   0.95500   0.07630  -0.21660   0.16570   0.18850   1.10730  14.638
-3.15900   0.31170   0.03764  -0.18240   0.20620   0.09327   1.52260  14.014
